targetId,drugId,diseaseId,gene_symbol,in_measured,in_rankable,already_curated
ENSG00000232810,CHEMBL1201580,MONDO_0005101,TNF,True,False,True
ENSG00000232810,CHEMBL1201580,MONDO_0011849,TNF,True,False,True
ENSG00000232810,CHEMBL1201580,MONDO_0005083,TNF,True,False,True
ENSG00000232810,CHEMBL1201580,MONDO_0005306,TNF,True,False,True
ENSG00000232810,CHEMBL1201833,MONDO_0005101,TNF,True,False,True
ENSG00000232810,CHEMBL1201833,MONDO_0011849,TNF,True,False,True
ENSG00000232810,CHEMBL1201572,MONDO_0005083,TNF,True,False,True
ENSG00000232810,CHEMBL1201572,MONDO_0005306,TNF,True,False,True
ENSG00000232810,CHEMBL1201581,MONDO_0011849,TNF,True,False,True
ENSG00000232810,CHEMBL1201581,MONDO_0005306,TNF,True,False,True
ENSG00000232810,CHEMBL1201580,MONDO_0005011,TNF,True,False,True
ENSG00000232810,CHEMBL1743054,MONDO_0008383,TNF,True,False,True
ENSG00000232810,CHEMBL1201831,MONDO_0011849,TNF,True,False,True
ENSG00000232810,CHEMBL1201831,MONDO_0005306,TNF,True,False,True
ENSG00000232810,CHEMBL1201831,MONDO_0005011,TNF,True,False,True
ENSG00000232810,CHEMBL1201831,MONDO_0008383,TNF,True,False,True
ENSG00000232810,CHEMBL1201581,EFO_1001494,TNF,True,False,True
ENSG00000232810,CHEMBL1201833,MONDO_0005306,TNF,True,False,True
ENSG00000232810,CHEMBL1201572,MONDO_0005095,TNF,True,False,True
ENSG00000232810,CHEMBL1201572,MONDO_0005046,TNF,True,False,True
ENSG00000232810,CHEMBL1201581,MONDO_0005046,TNF,True,False,True
ENSG00000232810,CHEMBL2108887,MONDO_0005046,TNF,True,False,True
ENSG00000232810,CHEMBL1201580,MONDO_0005046,TNF,True,False,True
ENSG00000232810,CHEMBL1201831,MONDO_0005046,TNF,True,False,True
ENSG00000232810,CHEMBL1201833,MONDO_0005046,TNF,True,False,True
ENSG00000102524,CHEMBL1789843,MONDO_0007915,TNFSF13B,True,False,False
ENSG00000131747,CHEMBL359744,MONDO_0012268,TOP2A,True,False,False
ENSG00000131747,CHEMBL1417019,MONDO_0005301,TOP2A,True,False,False
ENSG00000145777,CHEMBL3707229,MONDO_0004979,TSLP,True,False,False
ENSG00000077498,CHEMBL1388,MONDO_0008661,TYR,False,False,False
ENSG00000114491,CHEMBL515914,EFO_1001494,UMPS,False,False,False
ENSG00000110799,CHEMBL2109624,MONDO_0018896,VWF,False,False,False
