target_contrast_gene_name,naive_suppression,tolerance_suppression,stim_de_genes,stim_downstream,n_cells_target,rest_de_genes,rest_downstream,is_core_essential,is_iei,z_l2,rank
EOLA1,-0.1340742433874702,-0.0738785148990317,3,2,1373.0,75.0,74.0,False,False,97.87766203597508,5232
MAP3K8,-0.1341131927060543,0.4818050698537978,2,1,279.0,2.0,1.0,False,False,104.21053538086584,5233
ATP1B1,-0.1341444974091899,0.1448759343856289,2,1,1189.0,3.0,2.0,False,False,93.58930287266516,5234
C1GALT1,-0.1344607695749787,0.3160976861307202,5,4,404.0,2.0,1.0,False,False,100.88540545550974,5235
TMLHE,-0.135728732026063,-0.0746207007039391,1,0,422.0,2.0,1.0,False,False,100.59563546243082,5236
USP40,-0.1363155991883724,-0.4686930976991099,5,4,1341.0,20.0,19.0,False,False,98.4533597962074,5237
HSPA2,-0.1365001318078119,0.1577679752011178,1,0,738.0,0.0,0.0,False,False,92.70009501519318,5238
LATS1,-0.1366746256725112,-0.2301833991396763,1,0,756.0,2.0,1.0,False,False,94.3617642250721,5239
DUSP1,-0.1367161389328466,0.6093324121489938,5,4,972.0,2.0,1.0,False,False,96.94759835384713,5240
CDCA7,-0.1371220708969366,-0.0301588263483314,1,0,662.0,4.0,3.0,False,True,109.80121650002924,5241
GTPBP10,-0.1371430578438248,0.1655121860850929,1004,1003,513.0,2.0,1.0,False,False,153.8769489012028,5242
KANSL1L,-0.1371650888564468,-0.3136204160178308,1,0,595.0,2.0,1.0,False,False,97.43918575643828,5243
CHCHD1,-0.1371867566652981,0.6292018460254406,1,0,560.0,1.0,0.0,False,False,104.23376429246974,5244
MAGI3,-0.1374439186355188,-0.0839425952234855,4,3,656.0,1.0,0.0,False,False,97.15971894047338,5245
INTS6L,-0.1376493810710675,-0.4404466478678957,5,4,613.0,1.0,0.0,False,False,106.03657169980718,5246
KYAT1,-0.1376915505081559,-1.3507191314991531,20,19,212.0,12.0,12.0,False,False,98.82425492030757,5247
CSRNP1,-0.1381600256089407,-0.1915978002384143,5,4,537.0,3.0,2.0,False,False,105.11068152941117,5248
FAM200B,-0.1383098054440384,0.7230765298256973,4,3,306.0,1.0,0.0,False,False,105.37100859074548,5249
SH3GLB1,-0.1383849098178825,-0.0748904201039359,2,1,1010.0,1.0,0.0,False,False,103.33630392678695,5250
PAXX,-0.1388138799949284,0.3990233980493887,2,1,403.0,5.0,4.0,False,False,96.93017181264906,5251
TRAF5,-0.1391029904059127,-0.154708122823842,3,2,944.0,6.0,5.0,False,False,97.94487898989908,5252
KBTBD2,-0.1391936138388916,0.1066976671788472,2,1,1161.0,84.0,83.0,False,False,97.70891807905268,5253
MACO1,-0.1393501833635619,0.1757187088909297,2,1,215.0,2.0,1.0,False,False,107.69808133367894,5254
ZFYVE21,-0.1394345448109873,0.1107253111173052,267,266,118.0,160.0,159.0,False,False,130.57623481321315,5255
ARL6IP5,-0.1396667791216597,-0.5251578874520456,3,2,568.0,3.0,2.0,False,False,99.89720576179514,5256
AGTRAP,-0.1402672723910696,-0.7418694460958836,2,1,437.0,1.0,0.0,False,False,96.02862919707611,5257
UBXN8,-0.1403334712423024,0.0669125763389222,1,0,684.0,1.0,0.0,False,False,93.4490103997264,5258
PRXL2B,-0.1406011836897324,-0.1525553591701587,5,4,663.0,97.0,96.0,False,False,99.7149676096884,5259
HSH2D,-0.1407272303097744,0.0397623469898547,7,6,646.0,2.0,1.0,False,False,97.56252509496656,5260
KPNA3,-0.1412041117205779,-0.2056115614176105,5,4,505.0,1.0,0.0,False,False,99.34383136352696,5261
STT3A,-0.1416264693576096,0.2142905896426503,2,1,377.0,25.0,24.0,False,False,107.0451562725084,5262
CLTA,-0.1418886002434006,-0.4785284601629775,1,0,436.0,2.0,1.0,False,False,93.49866943285932,5263
PPP1R21,-0.1422671684237956,0.7495772697772755,2,1,707.0,5.0,4.0,False,False,102.48861039819838,5264
FAM174A,-0.142581376171142,-0.4340865337785626,1,0,330.0,1.0,1.0,False,False,101.60710968452725,5265
PLGRKT,-0.1426082781023079,0.8660509253307482,12,11,813.0,8.0,7.0,False,False,110.64932362067404,5266
TMEM128,-0.1426963409401452,0.3345967800598982,4,3,631.0,2.0,1.0,False,False,108.38155443938038,5267
USP15,-0.1432929363358514,-0.6578093106001613,2,1,479.0,11.0,10.0,False,False,107.6797234684934,5268
ZNF420,-0.1439886373614727,-1.0083897554597967,1,0,779.0,1.0,0.0,False,False,102.58587821832477,5269
SETMAR,-0.1446866622782937,0.172885865486368,2,1,460.0,0.0,0.0,False,False,98.26627711870988,5270
NPC1,-0.1447912721070476,-0.0649419481621585,7,6,181.0,43.0,42.0,False,False,109.92080658656988,5271
GLS,-0.1448159606378781,0.563371584488001,78,77,372.0,28.0,27.0,False,False,121.24133422945737,5272
EXOC7,-0.1449497813500422,0.2965695150122495,191,190,109.0,425.0,424.0,False,False,125.72447499456024,5273
TDRD7,-0.1450900870495911,-0.0671296491516807,2,1,304.0,1.0,0.0,False,False,98.7167151558973,5274
ZNF322,-0.1451664454674011,0.1216134683978859,6,5,886.0,3.0,2.0,False,False,99.52809526808277,5275
SMAD1,-0.1453961861124725,-0.4285506037607396,2,1,935.0,5.0,5.0,False,False,95.70365888526672,5276
VPS13A,-0.1454003814607892,-0.1978984418971516,84,83,600.0,1.0,0.0,False,False,115.79401463464036,5277
ALOX5AP,-0.1454602487846529,0.1057350819204815,1,0,1298.0,1.0,0.0,False,False,92.90196342533036,5278
ARFGEF1,-0.145618020889401,0.2284969370234627,2,1,825.0,13.0,12.0,False,False,93.33761908913314,5279
EDEM1,-0.1456547751897463,-0.0449815239439638,5,4,351.0,5.0,4.0,False,False,101.44550935430668,5280
HSPB1,-0.1456581856367317,-0.0449537164670185,2,1,548.0,3.0,2.0,False,False,106.28272837901596,5281
SPINT1,-0.1463277883458698,0.0340784950618736,4,3,328.0,2.0,2.0,False,False,100.93590981492515,5282
PCGF3,-0.1466351273834961,-0.0539222982474847,51,50,342.0,7.0,6.0,False,False,118.81688141428404,5283
IMPA1,-0.1467465238195363,-0.0339117110754453,2,1,355.0,1.0,0.0,False,False,98.4016190469809,5284
GIT1,-0.1470679060207303,-0.3772431664060967,1,0,572.0,3.0,2.0,False,False,100.6375173787124,5285
TRRAP,-0.1471261555327281,0.7586347407528142,35,34,256.0,568.0,567.0,False,False,118.37807688654412,5286
STOM,-0.1472813693208544,-0.3033394339213844,7,6,1288.0,59.0,58.0,False,False,105.3463851442921,5287
ATMIN,-0.1477154385460811,-0.0008733878910963,4,3,681.0,2.0,1.0,False,False,111.462679315182,5288
TEX2,-0.147813663785585,0.0563270496091161,1,0,859.0,1.0,0.0,False,False,101.96881061663343,5289
MAN1B1,-0.1480876589498407,0.1905694456608731,3,2,649.0,4.0,3.0,False,False,96.78587849662294,5290
EIF4A1,-0.1482280781820347,-0.5908622753805893,539,538,62.0,179.0,178.0,False,False,138.6035912349199,5291
PCCA,-0.1485481770124497,1.087381011870629,1,0,627.0,1.0,0.0,False,False,100.26848964798845,5292
TBC1D7,-0.1485845839546537,-0.5146173687983335,1,0,338.0,2.0,1.0,False,False,104.22095299357518,5293
EBPL,-0.1488243598077901,-0.2145253664731732,2,1,1362.0,2.0,1.0,False,False,90.12193139898864,5294
KCNK5,-0.1491601041220241,-0.3959756145552686,1,0,396.0,5.0,5.0,False,False,104.084688038908,5295
ZNF140,-0.1497016563563623,-0.109591079666199,2,1,279.0,2.0,1.0,False,False,101.6020604745733,5296
DYNLT3,-0.1499262956879947,0.0982927484262984,3,2,1296.0,1.0,0.0,False,False,87.4599261112084,5297
CAPZA1,-0.1505084831142633,-0.325820169185409,53,52,298.0,3.0,2.0,False,False,120.96904275751552,5298
DNAJC12,-0.1505598223343036,-0.4143577281798458,2,1,714.0,0.0,0.0,False,False,95.92553799054446,5299
NEMP2,-0.1506275121514366,-0.5791822888048714,11,10,616.0,73.0,72.0,False,False,105.34269141622012,5300
SPTAN1,-0.1506603930299034,0.1234548308916557,5,4,695.0,4.0,3.0,False,False,100.85271611699476,5301
EGR1,-0.1507243806256247,0.2405417153861388,3,2,598.0,2.0,2.0,False,False,110.26336344158742,5302
BST2,-0.1509729821426245,0.4087843650389524,3,2,839.0,2.0,1.0,True,False,98.26492899152208,5303
GVQW3,-0.1510658200514514,-0.5630803296122036,1,0,943.0,3.0,2.0,False,False,100.65969616580132,5304
GSDMD,-0.151453184685495,-0.2263390032272216,4,3,515.0,1.0,0.0,False,False,101.62998481308333,5305
ZNF189,-0.1514685289213209,0.3260807348874885,1,0,337.0,12.0,11.0,False,False,108.834681694562,5306
STAMBP,-0.151661715776152,-0.3966953092335066,2,1,877.0,3.0,2.0,False,False,90.38212514145296,5307
TNFRSF9,-0.1519357164495023,-0.27168946718392,10,9,534.0,23.0,23.0,False,True,100.36896734175612,5308
PPTC7,-0.1523716000094086,0.3155323192907291,6,5,498.0,4.0,3.0,False,False,103.52760844441303,5309
XYLB,-0.1526112857060599,-0.3234537086043999,2,1,688.0,2.0,1.0,False,False,101.04475175972811,5310
TSC22D4,-0.1526326834224201,-0.2700178302509227,6,5,746.0,1.0,0.0,False,False,106.61391810652196,5311
MYO1E,-0.1529453086483257,-0.3399767920298068,2,1,723.0,1.0,0.0,False,False,93.65374196051954,5312
HEXIM1,-0.1531511553558317,-0.8634018231654762,1358,1357,370.0,65.0,64.0,False,False,167.02535034322656,5313
SNX13,-0.1537171630083345,0.673364948197997,1,0,750.0,1.0,0.0,False,False,106.5359228111348,5314
ZNF268,-0.1544947694082918,-0.7028604719149594,2,1,530.0,11.0,10.0,False,False,111.91058007573812,5315
ARF1,-0.1545260142588764,-0.0917314956268691,8,7,687.0,1754.0,1753.0,False,False,113.30172599553742,5316
TEX264,-0.1546509802836534,0.0751004135111919,1,0,717.0,3.0,2.0,False,False,95.78347904944364,5317
AGFG2,-0.1548486448736654,0.2162460976012168,4,3,587.0,1.0,0.0,False,False,96.08773259300033,5318
ZNF212,-0.1551584505732564,-0.1014142526549874,1,0,583.0,1.0,0.0,False,False,98.9468204146952,5319
RNF144A,-0.1553547540928209,0.6041373103002845,1,0,526.0,1.0,0.0,False,False,102.21601012879344,5320
RASGRP1,-0.1553811347278954,-0.7259377221069266,309,308,485.0,399.0,398.0,False,True,133.94729391381293,5321
BZW1,-0.1554813315154972,-0.6080278823184384,3,2,1078.0,4.0,3.0,False,False,94.81318987766264,5322
STAG3,-0.1555989832360529,0.2043707362883109,5,4,445.0,1.0,1.0,False,False,101.83369077054526,5323
NSFL1C,-0.1556620463715941,-0.1842005965728689,8,7,288.0,8.0,7.0,False,False,108.89907490136292,5324
CCDC47,-0.1556802358305626,-0.0527660195219269,1,0,1020.0,2.0,1.0,False,False,100.16100027014716,5325
FBXL18,-0.1562198921666321,0.2654067125285212,3,2,266.0,0.0,0.0,False,False,88.07427459549817,5326
LRRC8C,-0.1565828567139287,-0.025836699666218,1,0,496.0,3.0,2.0,False,False,96.6333648038284,5327
BTG3,-0.1566462881983124,0.3453168534293891,2,1,709.0,3.0,2.0,False,False,98.30896515600595,5328
TMEM106A,-0.1569942213220838,0.3184179943533546,1,0,478.0,1.0,0.0,False,False,102.76346873131004,5329
SIDT1,-0.1570609411683002,-0.2723893679795722,1,0,668.0,2.0,1.0,False,False,102.3976315465364,5330
FAM161A,-0.1571583554984713,-0.6444743858613815,12,11,467.0,74.0,73.0,False,False,106.04967816523006,5331
ALG8,-0.1572388279332884,-0.26032875309727,807,806,558.0,82.0,81.0,False,False,146.90324367143887,5332
ARHGAP17,-0.1574497607119604,-0.3820540927767938,1,0,1027.0,3.0,2.0,False,False,94.77841110143515,5333
ANKRD37,-0.158301816736919,0.0578682150875832,7,6,745.0,0.0,0.0,False,False,93.59946846540493,5334
RLIG1,-0.1587386469467138,0.3410771088785116,1,0,532.0,1.0,0.0,False,False,95.97224741567878,5335
ZNF613,-0.1593385722231595,-0.3808178463820945,676,675,991.0,789.0,788.0,False,False,150.87576733360189,5336
ARRDC3,-0.1593395650474414,0.5005817090403049,2,1,927.0,4.0,3.0,False,False,104.58501583722769,5337
CCND3,-0.1593474992773619,-0.0116529297310598,200,199,1404.0,1.0,0.0,False,False,129.40144804017453,5338
H1-10,-0.1598344441804322,0.052815065239662,2,1,1551.0,1.0,0.0,False,False,88.44989997217705,5339
MICOS10,-0.1602183288863234,0.3835941028724188,461,460,62.0,68.0,67.0,False,False,133.78924525447098,5340
ALG5,-0.1602535540805948,0.4248965133600074,35,34,304.0,38.0,37.0,False,False,116.1109105826224,5341
PRKCH,-0.1603333686293196,0.4159100075753731,7,6,386.0,34.0,33.0,False,False,107.59540932961193,5342
UQCR11,-0.1608210694140103,0.2731823308809397,2,1,705.0,2.0,1.0,False,False,91.73311131112996,5343
PRRC1,-0.1610021968428309,-0.3917534187875937,1,0,842.0,1.0,0.0,False,False,93.46522815305455,5344
NHERF1,-0.1610398199747653,0.2334188741075027,2,1,803.0,8.0,7.0,False,False,96.32145178616496,5345
DEAF1,-0.1615492237937549,0.0043741055682048,17,16,591.0,10.0,9.0,False,False,99.9721916066325,5346
SIDT2,-0.1616717083796771,-0.7993594458015548,3,2,503.0,0.0,0.0,False,False,95.59958743224568,5347
NUCKS1,-0.1618302919419012,0.1358542854490318,3,2,1122.0,4.0,3.0,False,False,98.75295260556663,5348
LAMP2,-0.1619067429139271,-0.2101310642615809,2,1,794.0,1.0,0.0,False,False,95.33974616338436,5349
CMTM3,-0.1621441897240149,0.4100954881973671,1,0,517.0,2.0,1.0,False,False,96.28176144627874,5350
POLG2,-0.1624901323079972,-0.7194404288403856,616,615,81.0,14.0,13.0,False,False,141.55174752781457,5351
OTULINL,-0.1626668962019683,-0.7631468621399069,1,0,590.0,1.0,0.0,False,False,101.3382598788906,5352
SNX2,-0.1627295583801301,-0.3538515268640239,4,3,487.0,27.0,26.0,False,False,113.3543800937874,5353
PPDPF,-0.1632195817897537,0.1427019006330717,133,132,929.0,816.0,815.0,False,False,126.819177197899,5354
RPP25L,-0.1634620126328924,0.2568211543108962,1,0,472.0,4.0,3.0,False,False,101.08453616457491,5355
LZTS1,-0.1637496761425041,-0.0151260684283692,180,179,1138.0,163.0,162.0,False,False,133.0831315819636,5356
LAMB3,-0.1639007718454397,-0.4804538109760145,1,0,758.0,0.0,0.0,False,False,95.9281993899625,5357
MBTD1,-0.1640345870093976,-0.6677454651875476,2,1,834.0,8.0,7.0,False,False,91.47995752875713,5358
FAM199X,-0.1643397660166581,0.1559789921539072,5,4,698.0,1.0,0.0,False,False,101.12766239526474,5359
WSB1,-0.1646931861715206,-0.1529121464557475,2,1,449.0,7.0,6.0,False,False,95.2816409792565,5360
DEDD2,-0.1647421958668472,-0.3515969879710281,18,17,302.0,1.0,0.0,False,False,112.69559911072857,5361
EID1,-0.1647924498048657,-1.0316696784685304,6,5,398.0,1.0,0.0,False,False,108.4788063203088,5362
GNS,-0.1653580306082955,-0.0258882888480854,36,35,210.0,370.0,369.0,False,False,118.91061058939276,5363
ZBTB40,-0.1655534706478994,-0.3704371982477846,9,8,714.0,16.0,15.0,False,False,103.37895800882076,5364
CDC42SE2,-0.1657030908762329,-0.8686257801910784,5,4,622.0,5.0,4.0,False,False,108.5247294878382,5365
RBM15,-0.1658370200451475,0.0470149524920456,64,63,250.0,2.0,1.0,False,False,116.9161570946344,5366
TRPV2,-0.1661543793906447,-0.1200730894389886,2,1,977.0,2.0,1.0,False,False,99.56873062188588,5367
PSMD5,-0.1662161547944273,0.0818860774577547,3,2,468.0,2.0,1.0,False,False,94.41923920734456,5368
MACROD1,-0.1662776429777625,0.0867734573992626,4,3,659.0,7.0,6.0,False,False,103.50277678501142,5369
CDIPT,-0.1665301174454215,-0.2193111709322353,1,0,282.0,24.0,23.0,False,False,97.8611141604637,5370
TMEM64,-0.166610883624267,-0.3036528685844938,1,0,524.0,1.0,0.0,False,False,99.85874933912862,5371
TMEM168,-0.1666313492040984,-0.0810876142033933,3,2,762.0,14.0,13.0,False,False,94.30553561973646,5372
DHX58,-0.166838689263774,0.0894467601523154,4,3,673.0,4.0,3.0,False,False,99.40016971491885,5373
TPM4,-0.1669938941621438,-0.0341402520683345,6,5,753.0,4.0,3.0,False,False,107.8624866556096,5374
ISG15,-0.167395798649149,-0.0515960426598816,5,4,547.0,149.0,148.0,False,True,113.96036625215598,5375
ZKSCAN4,-0.1682526793302409,-0.3614996372002063,2,1,778.0,1.0,0.0,False,False,93.89180277652147,5376
GOLGA1,-0.1691250372572269,0.0596376639564662,1,0,654.0,1.0,0.0,False,False,103.05873513261396,5377
CD37,-0.1693763917908197,-0.223232824124674,5,4,550.0,8.0,7.0,False,False,107.91511737786892,5378
RTL8C,-0.169701658489304,-0.2071560992378377,3,2,1172.0,3.0,2.0,False,False,95.4165851525872,5379
PARP12,-0.1706646342565688,-0.3049573106674785,4,3,623.0,4.0,3.0,False,False,98.42050742617498,5380
PSME3,-0.1707221881482158,-0.3682317243255185,1,0,124.0,,,False,False,98.12852386333024,5381
AGTPBP1,-0.170960644633304,-0.4491209606000358,4,3,1436.0,9.0,8.0,False,False,101.29752784785585,5382
GTF3C5,-0.1712609009523221,-0.1019564452894854,174,173,66.0,2.0,2.0,False,False,122.2501413002978,5383
PRIMPOL,-0.172019299309452,-0.3867415855513614,39,38,242.0,41.0,40.0,False,False,117.24930197385495,5384
TTC17,-0.1724350111938135,0.1736057316232863,3,2,1390.0,5.0,4.0,False,False,93.825807521077,5385
FANCF,-0.1724816861652593,-0.0515779431550073,72,71,277.0,81.0,80.0,False,True,117.82394157174316,5386
ZKSCAN1,-0.1725495575162615,-0.5477815327250437,2,1,635.0,3.0,2.0,False,False,98.80999084260904,5387
ARRB2,-0.172702702358875,-0.5650184205429385,11,10,129.0,15.0,14.0,False,False,112.11252119334613,5388
CHMP1B,-0.1735106854106,0.0393285159915676,1,0,535.0,3.0,2.0,False,False,97.42566332257448,5389
ZNF480,-0.1740989439282541,0.096809631422683,3,2,437.0,2.0,1.0,False,False,96.3143885130722,5390
TBC1D10A,-0.1742814702818474,-0.0060301963024931,3,2,600.0,125.0,124.0,False,False,109.71532221268544,5391
JAK2,-0.1746063247750522,0.8013411404581023,6,5,941.0,27.0,26.0,False,False,96.80196887303276,5392
PIGT,-0.175068479046356,0.3800270000267881,2,1,1544.0,2.0,1.0,False,False,92.49986208095488,5393
DDIT4,-0.1754741786064314,0.4317217576529086,318,317,490.0,4.0,3.0,False,False,132.07097356176027,5394
PUM2,-0.1754836812672152,-0.6334422863548181,5,4,853.0,1.0,0.0,False,False,99.1116786860178,5395
DOCK11,-0.1754918900269978,0.5284106096289697,2,1,664.0,1.0,0.0,False,True,95.11721251270772,5396
FAM168A,-0.1758875236958547,0.1620684901869286,1,0,813.0,1.0,0.0,False,False,90.39799257462482,5397
CHCHD6,-0.1759371676722355,-0.5515185066540229,1,0,330.0,2.0,2.0,False,False,103.2886045727369,5398
FAM222B,-0.1764452225542677,0.0252520315070396,1,0,642.0,1.0,0.0,False,False,104.42988743861736,5399
ARHGDIB,-0.1771386290488546,0.1313351850206531,4,3,1346.0,3.0,2.0,False,False,90.75700926791264,5400
TMEM273,-0.1772293590004328,-0.3622950487261482,3,2,923.0,1.0,0.0,False,False,97.74741887967798,5401
MBTPS1,-0.1774457504248607,0.997036355272762,1271,1270,115.0,61.0,60.0,False,False,172.80525163141328,5402
FSD1,-0.1774980548411716,0.6442619495457053,1,0,738.0,3.0,3.0,False,False,92.666394035188,5403
TAF9B,-0.1775733725058147,-0.3740864217317055,1,0,355.0,4.0,3.0,False,False,101.0383105222394,5404
CC2D1A,-0.1775917082213242,0.2338361009975633,2,1,160.0,2.0,1.0,False,False,99.55719262484436,5405
MAP1S,-0.1778006405798225,0.2977942279649775,5,4,482.0,8.0,7.0,False,False,99.7537844361922,5406
CDKN1A,-0.177895738663448,0.1566859053712318,2,1,336.0,1.0,0.0,False,False,99.2678162079643,5407
ORAI3,-0.1779564241515612,0.1256706643352285,2,1,400.0,1.0,0.0,False,False,101.8195993345254,5408
AP2A2,-0.1780169420965275,0.908833250470072,1,0,359.0,3.0,2.0,False,False,95.3306731230346,5409
BLOC1S2,-0.1781644283790979,0.0434681430327364,53,52,299.0,27.0,26.0,False,False,113.92127606267178,5410
NAA35,-0.1785235051608498,0.0405534593262028,9,8,394.0,18.0,17.0,False,False,107.9038801781969,5411
DRAM1,-0.1789866420726463,-0.1020986546842372,1,0,682.0,7.0,6.0,False,False,101.65025161148203,5412
ZBTB7A,-0.179041921344751,-0.8870127081867933,46,45,626.0,543.0,542.0,False,False,118.85037779355284,5413
MAGT1,-0.1795291269540362,0.4600167517276716,6,5,390.0,2.0,1.0,False,True,104.2240692802088,5414
FYTTD1,-0.1795899061608325,-0.0225051523005493,2,1,1285.0,1.0,0.0,False,False,98.17527586428596,5415
DUSP16,-0.1798619308407616,-0.0593173252410099,3,2,568.0,4.0,3.0,False,False,101.08235769167672,5416
ZFYVE16,-0.1801976886182853,-0.4507633744818329,5,4,1063.0,3.0,2.0,False,False,120.66993847193964,5417
DUSP3,-0.1807017741276756,-0.4433503545227881,2,1,774.0,0.0,0.0,False,False,91.34106010520507,5418
GAB3,-0.1809157375983381,-0.4322022740736043,4,3,624.0,1.0,0.0,False,False,96.7080618958552,5419
HIBCH,-0.1810401302283472,-0.4556814159100041,3,2,1528.0,3.0,2.0,False,False,106.1444670101802,5420
POLE4,-0.182039188994442,0.1887921945262423,19,18,247.0,7.0,6.0,False,False,112.69677367807796,5421
NDUFV1,-0.182643682264705,0.6945656730572795,45,44,802.0,3.0,2.0,False,False,116.76942871764186,5422
ARIH1,-0.1829608315668393,0.2318806913423278,871,870,320.0,434.0,433.0,False,False,155.02037777548742,5423
DEGS1,-0.1831694171935108,-0.0281272761289895,3,2,1239.0,28.0,27.0,False,False,111.64523985156204,5424
ZNF317,-0.1832961342112292,-0.1235500381034338,13,12,1061.0,13.0,12.0,False,False,104.68495315554556,5425
ARL5A,-0.183369106607525,0.8572798956194116,2,1,454.0,1.0,0.0,False,False,104.19605323832924,5426
TROAP,-0.183390616851355,-0.8537116100173824,2,1,486.0,3.0,2.0,False,False,99.10311015840178,5427
HELLS,-0.1842022560938676,-0.3517386336595834,28,27,916.0,8.0,7.0,False,True,114.02855050732934,5428
LYRM7,-0.1850687567041581,-0.2772417321413807,1,0,677.0,2.0,1.0,False,False,97.96746779648096,5429
MTUS1,-0.1853036746689536,-0.3461256392609618,1,0,726.0,0.0,0.0,False,False,99.23562451159424,5430
EEF1AKMT2,-0.1857898883891939,-0.2089340680949195,2,1,624.0,2.0,1.0,False,False,107.99017026663738,5431
SUFU,-0.1863301634115939,0.1473843253888596,7,6,594.0,2.0,1.0,False,False,108.95154029285324,5432
NIT2,-0.1864301974932678,0.0082766680506217,6,5,312.0,1.0,0.0,False,False,106.54319725498728,5433
CYB5R1,-0.1866143503607508,0.6227988852229706,4,3,1029.0,3.0,2.0,False,False,105.58983855681656,5434
