id,num.Resting_Teff,neg|score.Resting_Teff,neg|p-value.Resting_Teff,neg|fdr.Resting_Teff,neg|rank.Resting_Teff,neg|goodsgrna.Resting_Teff,neg|lfc.Resting_Teff,pos|score.Resting_Teff,pos|p-value.Resting_Teff,pos|fdr.Resting_Teff,pos|rank.Resting_Teff,pos|goodsgrna.Resting_Teff,pos|lfc.Resting_Teff,num.Stimulated_Teff,neg|score.Stimulated_Teff,neg|p-value.Stimulated_Teff,neg|fdr.Stimulated_Teff,neg|rank.Stimulated_Teff,neg|goodsgrna.Stimulated_Teff,neg|lfc.Stimulated_Teff,pos|score.Stimulated_Teff,pos|p-value.Stimulated_Teff,pos|fdr.Stimulated_Teff,pos|rank.Stimulated_Teff,pos|goodsgrna.Stimulated_Teff,pos|lfc.Stimulated_Teff,num.Resting_Treg,neg|score.Resting_Treg,neg|p-value.Resting_Treg,neg|fdr.Resting_Treg,neg|rank.Resting_Treg,neg|goodsgrna.Resting_Treg,neg|lfc.Resting_Treg,pos|score.Resting_Treg,pos|p-value.Resting_Treg,pos|fdr.Resting_Treg,pos|rank.Resting_Treg,pos|goodsgrna.Resting_Treg,pos|lfc.Resting_Treg
OTX1,4,0.64682,0.65452,0.999996,774,1,0.24374,0.015221,0.042063,0.682166,83,3,0.24374,4,0.010934,0.032147,0.678605,64,3,-0.36407,0.71425,0.7158,0.999996,904,1,-0.36407,4,0.46629,0.60034,0.999996,676,1,0.090898,0.20132,0.35332,0.999996,412,2,0.090898
ZBTB20,4,0.38235,0.4778,0.999996,538,1,0.2029,0.01537,0.042414,0.682166,84,3,0.2029,4,0.58748,0.60749,0.999996,755,1,0.15338,0.55976,0.59455,0.999996,751,1,0.15338,4,0.92648,0.92632,0.999996,1158,0,0.091579,0.13715,0.27933,0.999996,333,3,0.091579
SOX1,4,0.23459,0.35345,0.999996,394,1,0.187,0.01567,0.043045,0.684158,85,3,0.187,4,0.25518,0.37809,0.999996,471,2,-0.14685,0.87169,0.87276,0.999996,1132,0,-0.14685,4,0.32567,0.46809,0.999996,529,2,-0.072417,0.51575,0.6432,0.999996,749,1,-0.072417
ZSCAN30,4,0.99127,0.99147,0.999996,1284,0,0.17652,0.015923,0.043646,0.685644,86,3,0.17652,4,0.056145,0.1289,0.999996,172,3,-0.22051,0.9409,0.94098,0.999996,1235,0,-0.22051,4,0.80728,0.80855,0.999996,943,1,0.2003,0.016104,0.050982,0.571604,120,3,0.2003
SALL2,4,0.99216,0.99253,0.999996,1289,0,0.16799,0.018931,0.050403,0.78269,87,3,0.16799,4,0.99284,0.99313,0.999996,1309,0,0.19714,0.14699,0.25059,0.999996,280,2,0.19714,4,0.62596,0.67721,0.999996,761,1,0.036182,0.35558,0.50251,0.999996,583,2,0.036182
CREM,4,0.99253,0.99295,0.999996,1291,0,0.16327,0.01981,0.052272,0.802486,88,3,0.16327,4,0.92747,0.92772,0.999996,1207,0,0.20479,0.069276,0.15531,0.999996,176,3,0.20479,4,0.99998,0.99999,0.999996,1325,0,0.35562,2.28E-05,8.43E-05,0.003558,32,4,0.35562
EVX1,4,0.81603,0.81877,0.999996,1013,0,0.15646,0.020859,0.054587,0.828624,89,3,0.15646,4,0.63376,0.64301,0.999996,806,1,-0.056576,0.4007,0.49847,0.999996,625,1,-0.056576,4,0.050964,0.12205,0.872413,189,3,-0.16825,0.71934,0.74638,0.999996,881,1,-0.16825
CREB1,4,0.90661,0.90677,0.999996,1149,0,0.16942,0.022085,0.057431,0.862101,90,3,0.16942,4,0.82096,0.82352,0.999996,1063,0,0.18475,0.081373,0.17231,0.999996,191,2,0.18475,4,2.13E-06,3.66E-06,2.36E-04,19,4,-0.46406,1,1,0.999996,1334,0,-0.46406
ZNF766,4,0.99177,0.99209,0.999996,1285,0,0.13268,0.022778,0.058948,0.862572,91,3,0.13268,4,0.49841,0.54545,0.999996,690,1,0.10071,0.48908,0.54883,0.999996,688,1,0.10071,4,0.27513,0.41621,0.999996,477,2,-0.0806,0.70923,0.74003,0.999996,874,1,-0.0806
ZNF410,4,0.45799,0.52188,0.999996,589,1,0.20007,0.022842,0.059051,0.862572,92,3,0.20007,4,0.98829,0.98868,0.999996,1303,0,0.27418,0.04221,0.10067,0.999996,123,3,0.27418,4,0.99905,0.99901,0.999996,1310,0,0.26403,9.47E-04,0.0034774,0.090347,52,4,0.26403
HBP1,4,0.96221,0.96231,0.999996,1230,0,0.13727,0.023034,0.059417,0.862572,93,3,0.13727,4,0.86913,0.87007,0.999996,1126,0,-0.034812,0.92106,0.92125,0.999996,1213,0,-0.034812,4,0.99701,0.99695,0.999996,1297,0,0.14978,0.0029912,0.010718,0.217896,66,4,0.14978
ZNF202,4,0.96456,0.9648,0.999996,1235,0,0.14781,0.023355,0.060194,0.862572,94,3,0.14781,4,0.6706,0.67419,0.999996,851,1,-0.10481,0.9722,0.97229,0.999996,1291,0,-0.10481,4,0.60501,0.66533,0.999996,745,1,0.044824,0.35365,0.50067,0.999996,581,2,0.044824
PPARA,4,0.35829,0.46466,0.999996,517,1,0.1726,0.02381,0.061198,0.862572,95,3,0.1726,4,0.89305,0.89406,0.999996,1150,0,0.20357,0.038434,0.092733,0.999996,112,2,0.20357,4,0.95088,0.95071,0.999996,1196,0,0.22878,0.014134,0.045214,0.531167,115,3,0.22878
PKNOX1,4,0.2052,0.31788,0.999996,354,2,0.083425,0.023855,0.061293,0.862572,96,2,0.083425,4,0.99899,0.99915,0.999996,1326,0,0.37637,0.0010132,0.0039611,0.157397,34,4,0.37637,4,0.99983,0.99982,0.999996,1315,0,0.31388,1.75E-04,7.59E-04,0.022277,46,4,0.31388
ZNF8,4,0.63131,0.64165,0.999996,765,1,0.14263,0.025617,0.065082,0.898919,97,3,0.14263,4,0.070914,0.15393,0.999996,196,1,-0.078144,0.83557,0.83745,0.999996,1079,0,-0.078144,4,0.075871,0.16973,0.961859,234,3,-0.10928,0.97161,0.97148,0.999996,1237,0,-0.10928
FOXE3,4,0.91575,0.91608,0.999996,1166,0,0.19137,0.025686,0.065207,0.898919,98,3,0.19137,4,0.53277,0.56823,0.999996,710,1,-0.1446,0.89741,0.89805,0.999996,1173,0,-0.1446,4,0.65481,0.69404,0.999996,784,1,0.23604,0.01065,0.034675,0.468465,100,3,0.23604
YBX1,4,0.60656,0.62262,0.999996,735,1,0.27643,0.026377,0.066885,0.912741,99,3,0.27643,4,0.99601,0.99614,0.999996,1315,0,1.1279,2.24E-05,8.43E-05,0.005176,21,4,1.1279,4,6.74E-06,1.10E-05,6.46E-04,24,4,-0.4762,0.99999,1,0.999996,1330,0,-0.4762
FEZF1,4,0.74793,0.74875,0.999996,913,0,0.14607,0.027292,0.068973,0.931832,100,3,0.14607,4,0.62141,0.63293,0.999996,791,1,0.053759,0.14096,0.2432,0.999996,271,2,0.053759,4,0.64809,0.69037,0.999996,779,1,0.0012196,0.68289,0.72374,0.999996,852,1,0.0012196
ARNT,4,0.8998,0.90058,0.999996,1136,0,0.09701,0.029487,0.073832,0.987599,101,2,0.09701,4,0.83671,0.83855,0.999996,1086,0,0.3477,0.0084727,0.027259,0.6605,55,3,0.3477,4,0.093495,0.20191,0.999996,270,2,-0.12369,0.94094,0.94068,0.999996,1182,0,-0.12369
ZNF33A,4,0.85698,0.85849,0.999996,1076,0,0.1753,0.02993,0.074726,0.989759,102,3,0.1753,4,0.48998,0.54018,0.999996,681,1,0.14787,0.072741,0.16185,0.999996,182,2,0.14787,4,0.6249,0.67656,0.999996,760,1,0.1487,0.018531,0.058098,0.60037,130,3,0.1487
ZBTB22,4,0.88004,0.88117,0.999996,1116,0,0.12779,0.030537,0.076038,0.997357,103,3,0.12779,4,0.64376,0.65138,0.999996,820,1,0.009574,0.55494,0.59097,0.999996,746,1,0.009574,4,0.78321,0.78654,0.999996,911,1,0.1346,0.072869,0.16552,0.999996,214,3,0.1346
ETV6,4,0.77421,0.77571,0.999996,949,0,0.13241,0.032165,0.079292,0.999996,104,3,0.13241,4,0.51108,0.5536,0.999996,698,1,0.11487,0.11329,0.21009,0.999996,229,2,0.11487,4,0.78555,0.78856,0.999996,914,1,0.036748,0.33346,0.48188,0.999996,556,2,0.036748
CXXC1,4,0.95146,0.95163,0.999996,1211,0,0.16138,0.032354,0.079637,0.999996,105,3,0.16138,4,0.84141,0.84339,0.999996,1091,0,0.044261,0.51194,0.56284,0.999996,705,1,0.044261,4,0.0695,0.1574,0.945105,224,2,-0.072117,0.85863,0.85888,0.999996,1048,0,-0.072117
CCR7,4,0.62391,0.63574,0.999996,757,1,0.15943,0.032794,0.080604,0.999996,106,2,0.15943,4,0.37718,0.47343,0.999996,595,1,0.028512,0.56849,0.60043,0.999996,757,1,0.028512,4,0.0069577,0.023463,0.34833,91,3,-0.28536,0.94542,0.94503,0.999996,1192,0,-0.28536
PBX3,4,0.96284,0.96294,0.999996,1232,0,0.14997,0.03336,0.081821,0.999996,107,3,0.14997,4,0.94308,0.94297,0.999996,1235,0,0.22716,0.049031,0.11492,0.999996,136,3,0.22716,4,0.54183,0.63436,0.999996,710,1,-0.048209,0.95802,0.95776,0.999996,1212,0,-0.048209
TEF,4,0.99197,0.99229,0.999996,1288,0,0.16097,0.033927,0.082927,0.999996,108,3,0.16097,4,0.90319,0.9036,0.999996,1166,0,0.053516,0.36516,0.47975,0.999996,599,1,0.053516,4,0.40713,0.55112,0.999996,619,2,-0.019564,0.72247,0.74853,0.999996,883,1,-0.019564
SHOX2,4,0.89994,0.90065,0.999996,1137,0,0.084297,0.03398,0.083022,0.999996,109,2,0.084297,4,0.22057,0.33629,0.999996,423,2,0.0051946,0.1537,0.25881,0.999996,290,2,0.0051946,4,0.88148,0.88136,0.999996,1073,0,0.071141,0.31211,0.4605,0.999996,536,2,0.071141
ZIK1,4,0.80779,0.81013,0.999996,1002,0,0.11944,0.034009,0.083118,0.999996,110,3,0.11944,4,0.41913,0.49692,0.999996,631,1,0.010528,0.21503,0.33192,0.999996,380,2,0.010528,4,0.4979,0.61413,0.999996,688,1,0.019429,0.46846,0.61366,0.999996,713,2,0.019429
FOSB,4,0.99095,0.99114,0.999996,1283,0,0.1735,0.034418,0.084056,0.999996,111,3,0.1735,4,0.39412,0.48296,0.999996,610,1,-0.20391,0.96202,0.96217,0.999996,1265,0,-0.20391,4,0.0038004,0.013342,0.250305,72,4,-0.25049,0.9962,0.99621,0.999996,1299,0,-0.25049
NFATC1,4,0.90884,0.90897,0.999996,1155,0,0.11299,0.03458,0.084283,0.999996,112,2,0.11299,4,0.89994,0.90065,0.999996,1161,0,0.020971,0.85192,0.85331,0.999996,1099,0,0.020971,4,0.99855,0.99834,0.999996,1305,0,0.19601,0.0014521,0.0053975,0.127931,57,4,0.19601
TCF24,4,0.46682,0.52737,0.999996,598,1,0.16607,0.035328,0.085741,0.999996,113,3,0.16607,4,0.31311,0.43952,0.999996,549,1,0.070043,0.23183,0.35188,0.999996,414,2,0.070043,4,0.078354,0.17425,0.961859,241,2,-0.17194,0.92023,0.91976,0.999996,1155,0,-0.17194
BCL6,4,0.95589,0.95601,0.999996,1216,0,0.14734,0.035496,0.086218,0.999996,114,3,0.14734,4,0.0318,0.078369,0.913134,114,1,-0.16997,0.48774,0.54802,0.999996,686,1,-0.16997,4,0.77365,0.7786,0.999996,897,1,0.16606,0.025929,0.074778,0.706467,143,2,0.16606
FOXD1,4,0.98424,0.98448,0.999996,1267,0,0.1475,0.035579,0.086394,0.999996,115,3,0.1475,4,0.0050014,0.017798,0.534323,45,3,-0.44136,0.13035,0.23072,0.999996,255,1,-0.44136,4,0.93487,0.93493,0.999996,1172,0,0.21991,0.029057,0.080992,0.744359,147,3,0.21991
NEUROD2,4,0.61783,0.63085,0.999996,750,1,0.16572,0.035916,0.087119,0.999996,116,3,0.16572,4,0.022345,0.057775,0.831823,90,2,-0.10336,0.079442,0.17006,0.999996,187,2,-0.10336,4,0.98327,0.9831,0.999996,1263,0,0.13339,0.016727,0.052887,0.571604,125,4,0.13339
SKOR2,4,0.43521,0.50808,0.999996,576,1,0.16692,0.036169,0.087603,0.999996,117,3,0.16692,4,0.81871,0.82136,0.999996,1058,0,-0.079582,0.84271,0.84464,0.999996,1091,0,-0.079582,4,0.25915,0.40036,0.999996,459,2,-0.063485,0.31418,0.46269,0.999996,539,1,-0.063485
ZNF37A,4,0.97071,0.97074,0.999996,1244,0,0.14855,0.036254,0.08783,0.999996,118,2,0.14855,4,0.83074,0.83286,0.999996,1077,0,0.12788,0.20726,0.32257,0.999996,371,2,0.12788,4,0.97804,0.978,0.999996,1247,0,0.25485,0.0030747,0.011019,0.218914,68,3,0.25485
RNF20,4,0.92051,0.92077,0.999996,1170,0,0.1613,0.036679,0.08871,0.999996,119,3,0.1613,4,0.35723,0.46251,0.999996,584,1,0.23061,0.21976,0.33766,0.999996,390,2,0.23061,4,3.72E-07,3.66E-06,2.36E-04,14,4,-0.68952,1,1,0.999996,1340,0,-0.68952
OSR1,4,0.84836,0.84996,0.999996,1063,0,0.1239,0.037022,0.089362,0.999996,120,3,0.1239,4,0.063188,0.14345,0.999996,183,2,-0.082235,0.59089,0.61586,0.999996,777,1,-0.082235,4,0.044841,0.10991,0.840493,176,3,-0.15168,0.87368,0.87379,0.999996,1077,0,-0.15168
ELK1,4,0.98691,0.98722,0.999996,1272,0,0.11015,0.037194,0.089699,0.999996,121,3,0.11015,4,0.97358,0.97355,0.999996,1283,0,0.14008,0.18879,0.30102,0.999996,344,2,0.14008,4,0.81823,0.81877,0.999996,960,1,0.084103,0.13789,0.28058,0.999996,336,3,0.084103
HLX,4,0.77324,0.77467,0.999996,948,0,0.18566,0.0385,0.092601,0.999996,122,3,0.18566,4,0.68109,0.68332,0.999996,868,1,0.047123,0.72226,0.72313,0.999996,920,1,0.047123,4,0.92679,0.92664,0.999996,1160,0,0.1178,0.11329,0.23859,0.999996,291,3,0.1178
GTF3A,4,0.8321,0.8343,0.999996,1036,0,0.16438,0.038592,0.092777,0.999996,123,3,0.16438,4,0.054275,0.12503,0.999996,165,2,-0.25351,0.80864,0.81109,0.999996,1047,0,-0.25351,4,0.29097,0.43251,0.999996,493,2,-0.048163,0.68038,0.72223,0.999996,849,1,-0.048163
HHEX,4,0.94116,0.94124,0.999996,1201,0,0.13817,0.038853,0.093268,0.999996,124,3,0.13817,4,0.8131,0.81584,0.999996,1054,0,0.31136,0.013248,0.03812,0.780303,66,2,0.31136,4,0.88238,0.88217,0.999996,1074,0,0.015086,0.83759,0.83833,0.999996,1012,1,0.015086
OVOL1,4,0.27377,0.4003,0.999996,441,1,0.13371,0.039296,0.094213,0.999996,125,3,0.13371,4,0.20697,0.31966,0.999996,403,1,0.051216,0.34922,0.47182,0.999996,588,1,0.051216,4,0.98607,0.98617,0.999996,1268,0,0.12347,0.013928,0.044642,0.531167,113,4,0.12347
SOX13,4,0.86207,0.86325,0.999996,1085,0,0.12827,0.039833,0.095437,0.999996,126,3,0.12827,4,0.9241,0.92449,0.999996,1201,0,0.11139,0.29265,0.42377,0.999996,523,2,0.11139,4,0.91535,0.91515,0.999996,1140,0,0.035104,0.41413,0.56012,0.999996,652,2,0.035104
ZNF705B,4,0.97463,0.97446,0.999996,1251,0,0.10773,0.039923,0.095591,0.999996,127,3,0.10773,4,0.77178,0.77298,0.999996,995,0,0.045954,0.82299,0.8254,0.999996,1061,0,0.045954,4,0.37986,0.5231,0.999996,592,2,-0.060933,0.60648,0.68253,0.999996,798,1,-0.060933
ZNF394,4,0.99,0.99021,0.999996,1281,0,0.1342,0.040347,0.096573,0.999996,128,2,0.1342,4,0.10271,0.19197,0.999996,247,1,0.11298,0.15968,0.26595,0.999996,299,2,0.11298,4,0.092986,0.20105,0.999996,268,3,-0.098263,0.96218,0.96191,0.999996,1220,0,-0.098263
ZNF184,4,0.96652,0.96669,0.999996,1239,0,0.093153,0.041562,0.099094,0.999996,129,3,0.093153,4,0.3159,0.44101,0.999996,552,1,0.016197,0.46589,0.53559,0.999996,671,1,0.016197,4,0.99938,0.99942,0.999996,1311,0,0.16956,6.18E-04,0.0023342,0.063069,50,4,0.16956
TGFB1,4,0.72283,0.72334,0.999996,878,1,0.14678,0.041644,0.099241,0.999996,130,2,0.14678,4,0.0053995,0.019212,0.553733,46,3,-0.42072,0.63688,0.6498,0.999996,831,1,-0.42072,4,5.42E-04,0.0021583,0.069425,42,3,-0.36279,0.92167,0.92129,0.999996,1158,0,-0.36279
ZNF727,4,0.95914,0.95929,0.999996,1225,0,0.12907,0.041654,0.09927,0.999996,131,3,0.12907,4,0.58862,0.60824,0.999996,757,1,0.051565,0.23031,0.35011,0.999996,410,2,0.051565,4,0.57352,0.64962,0.999996,726,1,0.064844,0.26258,0.41244,0.999996,477,2,0.064844
ZNF331,4,0.97768,0.97756,0.999996,1256,0,0.13028,0.041839,0.099658,0.999996,132,3,0.13028,4,0.39055,0.48095,0.999996,607,1,0.11118,0.13855,0.24019,0.999996,267,2,0.11118,4,0.66502,0.70045,0.999996,796,1,0.024911,0.1709,0.32364,0.999996,384,1,0.024911
NAIF1,4,0.89954,0.90033,0.999996,1135,0,0.12389,0.042958,0.10208,0.999996,133,2,0.12389,4,0.21317,0.32727,0.999996,413,1,-0.0028423,0.73778,0.73827,0.999996,945,1,-0.0028423,4,0.37428,0.51752,0.999996,589,2,-0.035335,0.79382,0.80076,0.999996,956,1,-0.035335
NFAT5,4,0.93348,0.93371,0.999996,1190,0,0.1462,0.04362,0.10338,0.999996,134,3,0.1462,4,0.60876,0.62354,0.999996,780,1,0.23411,0.031773,0.078889,0.999996,101,3,0.23411,4,0.90718,0.90692,0.999996,1122,0,0.089568,0.14509,0.29254,0.999996,355,2,0.089568
ZNF716,4,0.9845,0.98483,0.999996,1268,0,0.11111,0.04381,0.10388,0.999996,135,3,0.11111,4,0.1056,0.19576,0.999996,252,2,0.20515,0.01315,0.037951,0.780303,64,2,0.20515,4,0.17377,0.31392,0.999996,369,2,-0.06616,0.88576,0.88571,0.999996,1101,0,-0.06616
PHOX2A,4,0.77687,0.77826,0.999996,953,0,0.19085,0.044864,0.10621,0.999996,136,3,0.19085,4,0.23426,0.35277,0.999996,441,2,-0.19681,0.80563,0.80771,0.999996,1043,0,-0.19681,4,0.95057,0.95036,0.999996,1195,0,0.12453,0.095984,0.20794,0.999996,262,3,0.12453
EGR1,4,0.5848,0.60635,0.999996,708,1,0.10715,0.044961,0.10647,0.999996,137,3,0.10715,4,0.9543,0.95449,0.999996,1250,0,0.19908,0.16463,0.27242,0.999996,306,2,0.19908,4,0.79562,0.79766,0.999996,924,1,-0.01094,0.84503,0.84538,0.999996,1024,1,-0.01094
ZBTB4,4,0.8845,0.88544,0.999996,1122,0,0.1099,0.045301,0.10733,0.999996,138,2,0.1099,4,0.12168,0.21547,0.999996,271,2,-0.065919,0.16707,0.27523,0.999996,311,2,-0.065919,4,0.075739,0.16949,0.961859,233,3,-0.10542,0.87617,0.87619,0.999996,1081,0,-0.10542
SHOX,4,0.54231,0.57579,0.999996,668,1,0.15871,0.04682,0.11022,0.999996,139,3,0.15871,4,0.0025811,0.0096921,0.39679,33,4,-0.35585,0.99742,0.9975,0.999996,1332,0,-0.35585,4,0.41601,0.55987,0.999996,637,2,-0.0054582,0.44392,0.58936,0.999996,685,2,-0.0054582
HIF1A,4,0.95961,0.95978,0.999996,1227,0,0.1149,0.04692,0.11044,0.999996,140,3,0.1149,4,0.29776,0.42945,0.999996,537,2,-0.071433,0.79457,0.79643,0.999996,1029,0,-0.071433,4,0.94121,0.9409,0.999996,1180,0,0.27345,0.0030218,0.010806,0.217896,67,3,0.27345
NR2F2,4,0.63376,0.6436,0.999996,767,1,0.11268,0.047317,0.11113,0.999996,141,3,0.11268,4,0.50891,0.55223,0.999996,695,1,-6.96E-04,0.78069,0.78219,0.999996,1012,0,-6.96E-04,4,0.063216,0.14518,0.922203,212,3,-0.10935,0.64843,0.70467,0.999996,826,1,-0.10935
MXD1,4,0.9369,0.93704,0.999996,1195,0,0.10554,0.047717,0.11199,0.999996,142,3,0.10554,4,0.5848,0.60555,0.999996,750,1,-0.14237,0.57748,0.6065,0.999996,762,1,-0.14237,4,0.68258,0.71133,0.999996,806,1,0.1156,0.05003,0.12261,0.927015,178,3,0.1156
PBX2,4,0.84197,0.84395,0.999996,1056,0,0.1036,0.048019,0.11252,0.999996,143,3,0.1036,4,0.18602,0.29481,0.999996,372,2,-0.18001,0.0318,0.07894,0.999996,102,1,-0.18001,4,0.76453,0.77087,0.999996,885,1,0.18704,0.0052675,0.018091,0.304214,80,2,0.18704
HSFY1,4,0.78679,0.78855,0.999996,967,0,0.095017,0.04839,0.11328,0.999996,144,2,0.095017,4,0.16601,0.27048,0.999996,342,2,-0.14305,0.94213,0.94214,0.999996,1237,0,-0.14305,4,0.89118,0.89127,0.999996,1089,0,0.045989,0.41502,0.56095,0.999996,654,2,0.045989
RFX7,4,0.95785,0.95807,0.999996,1222,0,0.10639,0.048422,0.11335,0.999996,145,3,0.10639,4,0.83307,0.83523,0.999996,1080,0,0.19423,0.044671,0.10592,0.999996,129,3,0.19423,4,0.60722,0.66659,0.999996,747,1,0.052685,0.22059,0.37199,0.999996,433,2,0.052685
TBX2,4,0.98883,0.98921,0.999996,1278,0,0.17106,0.048523,0.1136,0.999996,146,3,0.17106,4,0.2076,0.32043,0.999996,404,1,0.10852,0.21886,0.33653,0.999996,388,2,0.10852,4,0.11374,0.23866,0.999996,303,2,-0.13023,0.84227,0.84275,0.999996,1018,1,-0.13023
CSF2,4,0.38286,0.47814,0.999996,539,1,0.14581,0.048827,0.11431,0.999996,147,3,0.14581,4,0.058542,0.13373,0.999996,176,2,-0.26598,0.94744,0.94764,0.999996,1242,0,-0.26598,4,0.90705,0.9068,0.999996,1121,0,0.078325,0.19229,0.34485,0.999996,408,2,0.078325
CEBPE,4,0.93662,0.93676,0.999996,1194,0,0.15054,0.049263,0.11522,0.999996,148,2,0.15054,4,0.18889,0.29817,0.999996,379,2,-0.12835,0.33735,0.46568,0.999996,577,1,-0.12835,4,0.861,0.86109,0.999996,1040,0,0.071269,0.13994,0.28377,0.999996,343,3,0.071269
SMAD9,4,0.88288,0.88395,0.999996,1119,0,0.14349,0.049615,0.11585,0.999996,149,2,0.14349,4,0.2279,0.34507,0.999996,431,2,-0.12971,0.6135,0.63205,0.999996,803,1,-0.12971,4,0.94466,0.9442,0.999996,1185,0,0.089065,0.071459,0.16282,0.999996,213,3,0.089065
IRF9,4,0.92485,0.92515,0.999996,1179,0,0.092896,0.049953,0.11649,0.999996,150,3,0.092896,4,0.83287,0.83507,0.999996,1079,0,0.07526,0.48144,0.54453,0.999996,681,1,0.07526,4,0.80964,0.81071,0.999996,945,1,0.087824,0.060992,0.14333,0.991517,194,2,0.087824
TFAP2B,4,0.95695,0.95709,0.999996,1220,0,0.093736,0.050159,0.11699,0.999996,151,3,0.093736,4,0.002297,0.0087834,0.39341,28,4,-0.31056,0.9977,0.99777,0.999996,1334,0,-0.31056,4,0.38643,0.52976,0.999996,600,2,-0.0096138,0.41733,0.56312,0.999996,657,2,-0.0096138
RORA,4,0.9744,0.97427,0.999996,1249,0,0.1287,0.050263,0.11717,0.999996,152,3,0.1287,4,0.92632,0.92668,0.999996,1206,0,0.14325,0.1567,0.26243,0.999996,293,2,0.14325,4,0.28242,0.42377,0.999996,483,1,0.033921,0.39891,0.54549,0.999996,634,2,0.033921
ZNF19,4,0.70784,0.70853,0.999996,861,1,0.13659,0.050573,0.11782,0.999996,153,3,0.13659,4,0.80606,0.80829,0.999996,1045,0,0.036311,0.60766,0.62812,0.999996,796,1,0.036311,4,0.41174,0.55563,0.999996,629,2,-0.043447,0.64911,0.70502,0.999996,828,1,-0.043447
VEZF1,4,0.32089,0.44528,0.999996,495,1,0.12507,0.051094,0.11866,0.999996,154,3,0.12507,4,0.041155,0.098105,0.973586,134,2,-0.16242,0.98195,0.98216,0.999996,1306,0,-0.16242,4,0.97301,0.9731,0.999996,1235,0,0.095042,0.17461,0.32765,0.999996,388,2,0.095042
NOBOX,4,0.99218,0.99256,0.999996,1290,0,0.11552,0.051198,0.11887,0.999996,155,3,0.11552,4,0.092846,0.18013,0.999996,232,2,-0.24018,0.35563,0.47477,0.999996,593,1,-0.24018,4,0.97887,0.97882,0.999996,1249,0,0.20658,0.016688,0.052814,0.571604,124,3,0.20658
HOXB2,4,0.24363,0.36452,0.999996,406,1,0.13894,0.051744,0.12005,0.999996,156,2,0.13894,4,0.12768,0.22303,0.999996,278,2,-0.13302,0.071614,0.15984,0.999996,179,1,-0.13302,4,0.40013,0.54412,0.999996,614,1,0.13889,0.09136,0.19944,0.999996,257,3,0.13889
ASCL4,4,0.90125,0.90183,0.999996,1139,0,0.12915,0.052039,0.12061,0.999996,157,3,0.12915,4,0.40972,0.49167,0.999996,624,1,0.28081,0.056366,0.12946,0.999996,150,3,0.28081,4,0.064676,0.14828,0.927416,216,2,-0.16061,0.8668,0.86684,0.999996,1066,0,-0.16061
HOXA1,4,0.86473,0.86589,0.999996,1091,0,0.06603,0.052642,0.12175,0.999996,158,2,0.06603,4,0.92106,0.92125,0.999996,1194,0,0.094092,0.28629,0.41609,0.999996,509,2,0.094092,4,0.21253,0.3533,0.999996,406,2,-0.056462,0.6464,0.70366,0.999996,824,1,-0.056462
NRL,4,0.951,0.95116,0.999996,1210,0,0.10678,0.052675,0.12183,0.999996,159,3,0.10678,4,0.24406,0.36485,0.999996,453,2,-0.0011916,0.15262,0.2575,0.999996,289,2,-0.0011916,4,0.2348,0.37642,0.999996,430,2,-0.055697,0.74654,0.76453,0.999996,908,1,-0.055697
ZNF81,4,0.52435,0.56352,0.999996,650,1,0.096772,0.053961,0.12444,0.999996,160,3,0.096772,4,0.92324,0.92364,0.999996,1198,0,0.042186,0.83442,0.83649,0.999996,1078,0,0.042186,4,0.74362,0.75427,0.999996,862,1,0.012443,0.35137,0.49857,0.999996,575,2,0.012443
ZNF534,4,0.51151,0.55499,0.999996,638,1,0.085526,0.055156,0.12699,0.999996,161,3,0.085526,4,0.6754,0.67849,0.999996,859,1,0.15227,0.16325,0.27063,0.999996,304,2,0.15227,4,0.83184,0.83209,0.999996,983,0,-0.026079,0.93067,0.93058,0.999996,1167,0,-0.026079
ZNF454,4,0.81768,0.82044,0.999996,1017,0,0.02464,0.055414,0.12749,0.999996,162,2,0.02464,4,0.41567,0.49484,0.999996,628,1,0.41974,0.0052981,0.018853,0.530631,48,3,0.41974,4,0.23515,0.37672,0.999996,431,1,-0.0053022,0.78671,0.79471,0.999996,949,1,-0.0053022
NKX3-1,4,0.9028,0.90322,0.999996,1141,0,0.1873,0.055929,0.12845,0.999996,163,2,0.1873,4,0.080296,0.16518,0.999996,211,2,-0.10309,0.53942,0.58053,0.999996,732,1,-0.10309,4,9.03E-04,0.0033089,0.091231,49,4,-0.34761,0.99228,0.99221,0.999996,1288,0,-0.34761
FOXA1,4,0.95603,0.95616,0.999996,1217,0,0.15705,0.056145,0.12893,0.999996,164,3,0.15705,4,0.27931,0.40726,0.999996,504,2,-0.13564,0.23821,0.3595,0.999996,424,1,-0.13564,4,0.57547,0.65055,0.999996,728,1,0.043339,0.43769,0.58351,0.999996,677,2,0.043339
KLF14,4,0.65322,0.65977,0.999996,783,1,0.16741,0.05681,0.13029,0.999996,165,3,0.16741,4,0.05047,0.11757,0.999996,157,3,-0.31875,0.046877,0.11058,0.999996,134,1,-0.31875,4,0.10691,0.22651,0.999996,294,3,-0.11992,0.50623,0.6392,0.999996,742,1,-0.11992
