gene_name,safe,efficacy,window_rank,ot_genetic_supported,ot_genetic_max,ot_genetic_n_diseases,tractable,is_iei,freimer_hit,freimer_min_fdr,freimer_dir,freimer_marker,arce_hit,arce_min_fdr,arce_dir,any_hit
RUSF1,False,0.8456874287689584,58,False,,,,False,,,,,,,,
SSR3,False,0.8876828852373593,59,False,,,,False,,,,,,,,
UFM1,True,1.2535856361990056,60,True,0.1020107567411185,1.0,False,False,,,,,,,,
SPCS2,False,0.9583033784481412,61,False,,,,False,,,,,,,,
DEPDC5,False,0.8377088701787282,62,False,,,,False,,,,,,,,
CFAP20,False,2.430327649566531,63,False,,,,False,,,,,,,,
CIT,False,0.8329740344991803,64,False,,,,False,,,,,,,,
NEK4,False,0.8312453417340377,65,False,,,,False,,,,,,,,
UBR4,True,2.0643535911871167,66,False,0.0,,True,False,,,,,,,,
DTD2,False,0.8280559377243084,67,False,,,,False,,,,,,,,
CAMK1,False,0.8228331231491803,68,False,,,,False,,,,,,,,
PIGM,False,0.8226458417740232,69,False,,,,False,,,,,,,,
USP24,True,0.8219676712945851,70,True,0.3458807395917997,1.0,False,False,,,,,,,,
C15orf48,False,0.8966656320875632,71,False,,,,False,,,,,,,,
MAPK1IP1L,False,0.8206572153148706,72,False,,,,False,,,,,,,,
B3GALT4,False,0.8190944142955014,73,False,,,,False,,,,,,,,
SAMTOR,False,0.8174774554329187,74,False,,,,False,,,,,,,,
HPS6,False,0.8855942642086696,75,False,,,,False,,,,,,,,
USP38,False,0.8139016034987488,76,False,,,,False,,,,,,,,
POLRMT,False,0.8038687036813849,77,False,,,,False,,,,,,,,
ZNF106,False,0.846787570833314,78,False,,,,False,,,,,,,,
NAA40,False,0.8256666166627838,79,False,,,,False,,,,,,,,
TOMM70,True,0.7890417128273213,80,False,0.0,,True,False,,,,,,,,
SCAF4,True,0.7827064971691957,81,False,0.0,,False,False,,,,,,,,
BCL3,False,1.1281034093534474,82,False,,,,False,,,,,,,,
ZNF576,False,0.7813646308100259,83,False,,,,False,,,,,,,,
CYB5R3,False,0.7761992992350919,84,False,,,,False,,,,,,,,
SLC20A1,False,0.7756210988568119,85,False,,,,False,,,,,,,,
ACAD9,True,0.7755275243435542,86,False,0.0,,True,False,,,,,,,,
MKNK1,False,0.7787921563206808,87,False,,,,False,,,,,,,,
TBC1D13,False,0.7870124209921132,88,False,,,,False,,,,,,,,
PACC1,False,0.7729750439883089,89,False,,,,False,,,,,,,,
SLC27A2,False,0.771631109781459,90,False,,,,False,,,,,,,,
ZNF559,False,0.7697064663592807,91,False,,,,False,,,,,,,,
PARP8,False,0.7687466001336547,92,False,,,,False,,,,,,,,
ATP5PO,True,0.7672466906056618,93,False,0.0,,True,False,,,,,,,,
KIF3A,False,0.7616359203899647,94,False,,,,False,,,,,,,,
EMILIN2,False,0.7600204629187625,95,False,,,,False,,,,,,,,
ERF,False,0.7592791537180767,96,False,,,,False,False,0.259389,neg_regulator,CTLA4,False,0.999996,loss_lowers_IL2RA,0.0
CNOT4,True,0.7579720875329252,97,False,0.0411294945074996,0.0,False,False,,,,,,,,
MLX,False,0.7552856251205794,98,False,,,,False,False,0.999996,pos_regulator,IL2,False,0.999996,loss_lowers_IL2RA,0.0
SRR,True,1.124881382597034,99,False,0.0,,True,False,,,,,,,,
SLC25A36,False,0.748332279811848,100,False,,,,False,,,,,,,,
STARD3NL,False,0.7469578373672047,101,False,,,,False,,,,,,,,
UBQLN4,False,0.8330440584102299,102,False,,,,False,,,,,,,,
ANKH,False,0.8913174007593359,103,False,,,,False,,,,,,,,
COMTD1,False,0.7436456812926047,104,False,,,,False,,,,,,,,
PHLDA3,False,0.7431975614164296,105,False,,,,False,,,,,,,,
NDUFB1,False,1.501155276254986,106,False,,,,False,,,,,,,,
ZNF384,False,0.7418675780634987,107,False,,,,False,True,0.002475,pos_regulator,CTLA4,False,0.999996,loss_lowers_IL2RA,1.0
MTMR6,False,0.740908240457501,108,False,,,,False,,,,,,,,
SMG1,True,0.7404762320217961,109,False,0.0,,True,False,,,,,,,,
SP110,False,0.739356507089447,110,False,,,,True,,,,,,,,
ZNF284,False,0.8235494968938073,111,False,,,,False,False,0.999996,pos_regulator,IL2RA,False,0.999996,loss_lowers_IL2RA,0.0
RIOK3,False,1.176752166674282,112,False,,,,False,,,,,,,,
FHOD1,False,0.975902543873602,113,False,,,,False,,,,,,,,
CMTM6,False,0.7340967078258089,114,False,,,,False,,,,,,,,
IFNGR2,False,0.7327598724240809,115,False,,,,True,False,0.832418,pos_regulator,CTLA4,True,0.001856,loss_lowers_IL2RA,1.0
SMIM7,False,0.727041101736355,116,False,,,,False,,,,,,,,
SERTAD2,False,0.7270002964668834,117,False,,,,False,,,,,,,,
PALS1,False,0.7458538739910439,118,False,,,,False,,,,,,,,
LENG9,False,0.7239589472218642,119,False,,,,False,,,,,,,,
SLF1,False,0.7197936587247473,120,False,,,,False,,,,,,,,
PREP,False,0.7175291105896731,121,False,,,,False,,,,,,,,
DECR1,False,0.8821820463763488,122,False,,,,False,,,,,,,,
MRM1,False,0.7764370369094342,123,False,,,,False,,,,,,,,
ENG,False,0.714415975095469,124,False,,,,False,,,,,,,,
TAB1,False,0.7143224893955749,125,False,,,,False,,,,,,,,
RC3H2,False,0.8702977325079628,126,False,,,,False,,,,,,,,
HPCAL1,False,0.7087590260678354,127,False,,,,False,,,,,,,,
KLHDC4,False,0.7080834569549354,128,False,,,,False,,,,,,,,
MTHFD2,True,0.7063109104866118,129,False,0.0,,False,False,,,,,,,,
ABCC4,False,0.7055936498204113,130,False,,,,False,,,,,,,,
ABCC5,False,0.8369157320914149,131,False,,,,False,,,,,,,,
RAB3A,False,0.8228261787301812,132,False,,,,False,,,,,,,,
PER1,False,0.7037311193490289,133,False,,,,False,,,,,,,,
MTRR,True,0.7032039038929597,134,True,0.2189008970249991,1.0,False,False,,,,,,,,
ACTG1,False,0.9737863521493068,135,False,,,,False,,,,,,,,
DCAF4,False,0.6992045506726897,136,False,,,,False,,,,,,,,
BRPF1,True,1.2671619594912116,137,True,0.1898452316899406,1.0,True,False,,,,,,,,
CCNT1,True,1.5999614462184826,138,False,0.0,,True,False,,,,,,,,
KIAA0753,False,0.9872969012327542,139,False,,,,False,,,,,,,,
CTSC,False,0.6939606564015167,140,False,,,,True,,,,,,,,
HIBADH,False,0.691545946610451,141,False,,,,False,,,,,,,,
HDGF,False,0.691164607446919,142,False,,,,False,,,,,,,,
ZNF786,False,0.6906014587849681,143,False,,,,False,False,0.497685,neg_regulator,CTLA4,False,0.999996,loss_lowers_IL2RA,0.0
AMFR,False,0.689416999808143,144,False,,,,False,,,,,,,,
P4HTM,False,0.8284818801116262,145,False,,,,False,,,,,,,,
PEPD,False,1.249303294515527,146,False,,,,True,,,,,,,,
CRLS1,True,0.6884204287796161,147,False,0.0,,True,False,,,,,,,,
WDR54,False,0.6877798428362158,148,False,,,,False,,,,,,,,
PPP3CA,False,0.8079851854255319,149,False,,,,False,,,,,,,,
TWNK,True,0.8974883959506819,150,False,0.0,,True,False,,,,,,,,
MLKL,False,0.6836946772128409,151,False,,,,False,,,,,,,,
SVBP,False,0.6826124850802924,152,False,,,,False,,,,,,,,
PPARD,False,0.6801006482381969,153,False,,,,False,False,0.418421,pos_regulator,IL2RA,False,0.999996,loss_lowers_IL2RA,0.0
OFD1,False,0.6772111339776317,154,False,,,,False,,,,,,,,
MTHFD1L,True,0.6759983982922296,155,False,0.0,,False,False,,,,,,,,
ARPC5L,False,1.1446514477064236,156,False,,,,False,,,,,,,,
ZNF354A,False,0.7397199123747704,157,False,,,,False,False,0.999996,pos_regulator,IL2RA,False,0.999996,loss_lowers_IL2RA,0.0
RC3H1,True,1.2443429639070858,158,False,0.0,,True,False,,,,,,,,
SEPTIN7,False,0.6707029379534997,159,False,,,,False,,,,,,,,
GOLPH3,False,0.6693662454886036,160,False,,,,False,,,,,,,,
NAA16,False,0.7331977807173726,161,False,,,,False,,,,,,,,
