gene_name,safe,efficacy,window_rank,ot_genetic_supported,ot_genetic_max,ot_genetic_n_diseases,tractable,is_iei,freimer_hit,freimer_min_fdr,freimer_dir,freimer_marker,arce_hit,arce_min_fdr,arce_dir,any_hit
TRPC4AP,False,0.3674461247903774,1408,False,,,,False,,,,,,,,
METTL9,False,0.2408103886768663,1409,False,,,,False,,,,,,,,
STAT1,False,0.2113759215391177,1410,False,,,,True,False,0.06418,pos_regulator,CTLA4,False,0.153465,loss_lowers_IL2RA,0.0
PRAF2,False,0.3785008767223372,1411,False,,,,False,,,,,,,,
ZWINT,False,0.5092519603191299,1412,False,,,,False,,,,,,,,
GOLGB1,False,0.6285551986175382,1413,False,,,,False,,,,,,,,
SMAD2,False,0.2108733388768762,1414,False,,,,False,,,,,,,,
SFXN3,False,0.9639973908148212,1415,False,,,,False,,,,,,,,
PRMT3,False,0.4277909131842848,1416,False,,,,False,,,,,,,,
CEP68,False,0.3997658046819028,1417,False,,,,False,,,,,,,,
SURF1,False,0.2103018832716166,1418,False,,,,False,,,,,,,,
RNF103,False,0.2102591970597413,1419,False,,,,False,,,,,,,,
EML4,False,0.645471887026964,1420,False,,,,False,,,,,,,,
MRGBP,False,0.449759752520962,1421,False,,,,False,,,,,,,,
COG5,False,0.2099114784775746,1422,False,,,,False,,,,,,,,
MIGA2,False,0.3997359177139513,1423,False,,,,False,,,,,,,,
CARNMT1,False,0.5330812347137026,1424,False,,,,False,,,,,,,,
GLMP,False,0.2092135701937402,1425,False,,,,False,,,,,,,,
SPG7,False,0.2088682039648949,1426,False,,,,False,,,,,,,,
TAOK3,False,0.306420446879732,1427,False,,,,False,,,,,,,,
EPB41,False,0.2088311012205536,1428,False,,,,False,,,,,,,,
H1-5,False,0.2086426285582679,1429,False,,,,False,,,,,,,,
SARS2,True,0.6956193881072061,1430,False,0.0,,False,False,,,,,,,,
PGAP6,False,0.2082508324051478,1431,False,,,,False,,,,,,,,
EDF1,False,0.2081943639940474,1432,False,,,,False,,,,,,,,
PKN3,False,0.3122435662228072,1433,False,,,,False,,,,,,,,
ELK4,False,0.2262725393404771,1434,False,,,,False,False,0.999996,pos_regulator,IL2RA,False,0.553733,loss_lowers_IL2RA,0.0
HK2,False,0.5117235493839192,1435,False,,,,False,,,,,,,,
PTGFRN,False,0.2074452098542626,1436,False,,,,False,,,,,,,,
EIF4G3,False,0.20739886725123,1437,False,,,,False,,,,,,,,
NRDC,False,0.5935839835831669,1438,False,,,,False,,,,,,,,
SCP2,False,0.2071081422365122,1439,False,,,,False,,,,,,,,
NDEL1,False,0.2070114696460435,1440,False,,,,False,,,,,,,,
DAZAP1,False,0.2676117476422143,1441,False,,,,False,,,,,,,,
NT5C2,False,0.4031400167968716,1442,False,,,,False,,,,,,,,
TOMM6,False,0.2066239137479242,1443,False,,,,False,,,,,,,,
EMD,False,0.2065547211332339,1444,False,,,,False,,,,,,,,
CCPG1,False,0.3323814291811494,1445,False,,,,False,,,,,,,,
PNRC2,False,0.3759498459233981,1446,False,,,,False,,,,,,,,
CSF2,False,0.2060629260776071,1447,False,,,,False,False,0.999996,pos_regulator,IL2,False,0.999996,loss_lowers_IL2RA,0.0
NCF4,False,0.2058418149980179,1448,False,,,,True,,,,,,,,
ZNF346,False,0.2058280077701259,1449,False,,,,False,,,,,,,,
YWHAQ,False,0.4966045675595375,1450,False,,,,False,,,,,,,,
SWSAP1,False,0.205432907005239,1451,False,,,,False,,,,,,,,
PAK4,False,0.2053640145250108,1452,False,,,,False,,,,,,,,
CSTF2,False,0.6426444153497839,1453,False,,,,False,,,,,,,,
USP25,False,0.2049259999549629,1454,False,,,,False,,,,,,,,
YBX1,False,0.4195239564249924,1455,False,,,,False,True,0.000275,pos_regulator,IL2,True,0.005176,loss_raises_IL2RA,1.0
ST6GAL1,False,0.2045999334668951,1456,False,,,,False,,,,,,,,
PABPC1L,False,0.311500965444444,1457,False,,,,False,,,,,,,,
SCARB2,False,0.2040759767270858,1458,False,,,,False,,,,,,,,
SH2B1,False,0.2038032654853493,1459,False,,,,False,,,,,,,,
DNAJC14,False,0.2802282546694864,1460,False,,,,False,,,,,,,,
KLHL22,False,0.3729182525147267,1461,False,,,,False,,,,,,,,
TBC1D22B,False,0.2032301389320331,1462,False,,,,False,,,,,,,,
LAMTOR5,False,0.2030834198782017,1463,False,,,,False,,,,,,,,
AK3,False,0.2030669044177466,1464,False,,,,False,,,,,,,,
PCNX1,False,0.5003587541481631,1465,False,,,,False,,,,,,,,
IL32,False,0.3388030936193356,1466,False,,,,False,,,,,,,,
ADISSP,False,0.595235245961045,1467,False,,,,False,,,,,,,,
PCOLCE,False,0.5513873956252391,1468,False,,,,False,,,,,,,,
MORC2,False,0.627081197926679,1469,False,,,,False,,,,,,,,
SNU13,False,0.79440384044588,1470,False,,,,False,,,,,,,,
MPZL1,False,0.3498065187342409,1471,False,,,,False,,,,,,,,
UGP2,False,0.403954291680366,1472,False,,,,False,,,,,,,,
SLC38A5,False,0.2016366848753751,1473,False,,,,False,,,,,,,,
PIR,False,0.2015144392035311,1474,False,,,,False,,,,,,,,
DAZAP2,False,0.4275367952869399,1475,False,,,,False,,,,,,,,
ZNF605,False,0.2701978307282769,1476,False,,,,False,False,0.999996,pos_regulator,IL2RA,False,0.999996,loss_lowers_IL2RA,0.0
SYTL2,False,0.4354594041087032,1477,False,,,,False,,,,,,,,
TDG,False,0.2007741724939001,1478,False,,,,False,,,,,,,,
PPOX,False,0.2006992753910436,1479,False,,,,False,,,,,,,,
TRMU,False,0.392418999934582,1480,False,,,,False,,,,,,,,
FAM136A,False,0.2005608144651378,1481,False,,,,False,,,,,,,,
DPH7,False,0.2499617859980444,1482,False,,,,False,,,,,,,,
EHD3,False,0.2003136193806469,1483,False,,,,False,,,,,,,,
B4GAT1,False,0.4518346655293728,1484,False,,,,False,,,,,,,,
ZNF133,False,0.1999665524604793,1485,False,,,,False,False,0.999996,pos_regulator,IL2RA,False,0.999996,loss_lowers_IL2RA,0.0
NEK9,False,0.3597499891601203,1486,False,,,,False,,,,,,,,
ATL3,False,0.6041675898486563,1487,False,,,,False,,,,,,,,
PPP1R15B,True,1.0305722022634036,1488,False,0.0384679587036271,0.0,False,False,,,,,,,,
PARP16,False,0.2193079983450436,1489,False,,,,False,,,,,,,,
ZCCHC2,False,0.1991946800742913,1490,False,,,,False,,,,,,,,
ZNF707,False,0.3951718282111763,1491,False,,,,False,False,0.982552,pos_regulator,IL2RA,False,0.999996,loss_lowers_IL2RA,0.0
CDK19,False,0.1991050606951279,1492,False,,,,False,,,,,,,,
DMC1,False,0.1990667142263119,1493,False,,,,False,,,,,,,,
WDR27,False,0.1989704924795207,1494,False,,,,False,,,,,,,,
PRDX1,False,0.1987731967853258,1495,False,,,,False,,,,,,,,
MOV10,True,0.4174831841240333,1496,False,0.0,,False,False,,,,,,,,
SPCS1,False,0.1982144627943946,1497,False,,,,False,,,,,,,,
MAP4K3,False,0.2358203940493906,1498,False,,,,False,,,,,,,,
ACVR2A,False,0.1974155700060036,1499,False,,,,False,,,,,,,,
SECISBP2,False,0.5625068064221743,1500,False,,,,False,,,,,,,,
CDADC1,False,0.1972698031977692,1501,False,,,,False,,,,,,,,
AIG1,False,0.1969648067347132,1502,False,,,,False,,,,,,,,
ACSL4,False,0.4433487819719538,1503,False,,,,False,,,,,,,,
HERC5,False,0.2769954608086287,1504,False,,,,False,,,,,,,,
