gene_name,efficacy,module_suppression,z_induction_matched,z_expression_matched_recovery_control,z_effector_positive_control,in_naive_top100,is_il2_axis
DAPK3,0.05712529219817952,0.06373587008824365,1.1817861846465132,1.046364135904173,1.705260937756128,False,False
DAPP1,-0.07460468820863753,-0.1562924873497751,-1.8766901762773207,-2.0812677453832578,-1.7684824469392588,False,False
DARS1,0.430224751442438,0.23083395924833086,0.5935702269236428,1.7013518459966708,5.937733460939305,False,False
DARS2,0.29099126090295613,0.1470138289862209,0.6650744153472089,0.9066569053203194,5.487693099443274,False,False
DAXX,0.21197076386306435,-0.00404300375117196,-0.43321506674589927,-0.6225642101072798,4.666590091987587,False,False
DAZAP1,0.0030291809234768152,-0.07501028974850972,-0.6811127765747012,-0.8146542317678095,0.01787517196360621,False,False
DAZAP2,0.38437466429604683,0.30416766305764514,1.9783513833762234,4.760998060815795,8.116194996706358,False,False
DBF4B,0.043594779301201925,-0.03987935376870963,-0.6266262806325757,-0.6842496868772271,0.33618618514007026,False,False
DBNDD2,0.1740253391180886,0.21691322906149757,2.6469450961442065,3.688267708015648,5.135691919513773,False,False
DBNL,0.05300974499550648,0.10843558754358026,1.321619254851001,1.3651127506791045,1.35331054407241,False,False
DBT,0.3924562616448384,0.24414199342330298,2.9698049515043583,4.514358020668385,13.023389951818501,False,False
DCAF11,-0.03713731067546178,-0.01439588103029463,-0.1491700547964463,0.05865836295731874,-1.3197601636121516,False,False
DCAF12,0.3056415251776343,0.3678056278990375,3.601526664690354,5.371897466095078,8.721626149149762,False,False
DCAF15,0.08303779470588779,-0.05655525272919072,-0.8481778747816208,-0.9651636612889166,1.9893688953059603,False,False
DCAF16,0.15746927286090795,0.21486577370928395,1.3702127568414826,2.17628291932736,2.929637513410405,False,False
DCAF4,0.38858858513412997,-0.010005604268776046,-0.5340123954719185,0.11853141864522955,9.682543411898843,False,False
DCAF5,0.30089795017556753,-0.008330297138955858,-0.297166432785146,0.11460033574315422,6.197051036028934,False,False
DCAF7,0.7266827439598273,1.2263599290615983,5.496724613294165,7.53691078738646,8.459239278436225,False,False
DCBLD1,-0.0398558015240269,0.02035236441426807,-0.07525694796869314,0.14223221324409033,-1.2451214242548696,False,False
DCK,0.7878254219976952,1.1412415016028616,5.725214161154644,7.667095514316212,9.606890775076325,True,False
DCLRE1C,0.07848891516914591,0.0651837976442443,0.1148785338738384,0.7979393185895256,1.860650508756527,False,False
DCP1A,0.24723847249697428,0.3441425984104474,4.412471713492015,5.567139795465295,6.691200079645342,False,False
DCP1B,0.16057073329284322,-0.09492621922658549,-1.4363216610688159,-1.6282094076769849,3.969152052875012,False,False
DCP2,0.123186424098094,0.33048210934632355,2.356299201260489,2.2571761675419824,2.5127599835010863,False,False
DCTD,0.32923450428643264,0.1528342200650109,2.280063993380039,2.453135913671698,8.682449897320431,False,False
DCTPP1,-0.09216615499462932,-0.061595773136812366,-0.7947753277614545,-1.3695714635971628,-2.6084965166899052,False,False
DCUN1D1,0.45172544140950777,0.0940895854598946,0.8195132555971879,1.1499562021866065,10.251146936162174,False,False
DCUN1D2,0.13986612611915916,0.31695068668988013,2.7869425612526384,2.794558097264064,4.207088147628733,False,False
DCUN1D3,0.1073278285912238,-0.01729141879412863,-0.33344385772423585,-0.23199752029451834,2.5006824016621696,False,False
DCUN1D4,0.23385556903667748,-0.27176763117313385,-3.0327597206896213,-3.388589281773956,3.968456182663763,False,False
DCUN1D5,0.21288108878798084,0.4394944624768363,3.1177229509421265,4.154404436688815,2.765486798440029,False,False
DCXR,0.36667328706244007,0.12951678079035547,0.88005743037372,1.3721647812271247,7.458045759669567,False,False
DDAH2,0.1665132031084795,-0.032831797583235636,-0.5568522652826057,-0.5699529896457106,3.484368329431759,False,False
DDB2,0.24838393984828144,0.18505448434087965,1.5916729386826982,2.471127555751331,5.453395287965245,False,False
DDHD1,0.284525995637523,-0.3646098083506028,-3.864023819650436,-4.599826122990575,6.659196916978095,False,False
DDHD2,0.2891260400938336,0.10239582529498471,0.372283188322127,0.947276183454762,7.0229837692174915,False,False
DDI2,0.0011282931081950665,0.4399375994172361,4.46875848658858,5.869217005090699,0.20392982700669704,False,False
DDIT3,0.14120453223586082,0.219486202346161,2.1544803242437247,2.670611618743138,2.7003335500705785,False,False
DDIT4,-0.059113457740750164,0.13997332594266887,1.7399019782964447,1.764613327272203,-1.6772947152198296,False,False
DDOST,-0.35972596920328215,0.5193307532204522,2.226132208213805,2.062589535097937,-3.203326058142729,False,False
DDT,0.012821462136344053,-0.182270521430635,-2.572889314490056,-2.79325505191287,-0.5119225643965126,False,False
DDX17,-0.33556954193045385,-0.28880300414231086,-2.9919697096018045,-4.672285483618894,-7.953690696431471,False,False
DDX19A,-0.022443037829361856,0.19412323128845957,1.6213296645136603,2.368396298016528,-1.0104447489001807,False,False
DDX19B,0.47042110160691664,-0.009921129986954233,-0.7980520749816599,-0.635531392548327,11.27541222156638,False,False
DDX20,-0.04857012404136185,-0.017087204174862966,-0.7208123831190383,-0.4213952179131054,-2.048020569395007,False,False
DDX31,0.3092843747290317,-0.3406572590271632,-3.4251106228917174,-3.943575663882228,5.105996562314198,False,False
DDX39B,0.4504578106862027,0.30234841008981067,1.6289372393574637,1.6009847853017962,7.954240963936273,False,False
DDX3Y,0.22140382003271952,0.11607302890883552,1.380323501703416,1.5878085340919805,6.648519918964485,False,False
DDX42,0.1798579027527012,-0.06964028750856717,-0.5682730916822756,-0.6352925872202224,3.467686077046365,False,False
DDX50,0.4263945835409686,0.06148924439427598,0.9549694718573566,0.8478196733701292,10.257249561293948,False,False
DDX55,0.22370380253414623,0.4638340522845586,2.483979851462079,2.802223490156908,3.3529146655504083,False,False
RIGI,0.14331181879970245,-0.04303800231880612,-1.1069896711568814,-1.2341755159113723,5.04865664810503,False,False
DDX6,-0.07693282992113382,-0.1072525483970013,-0.3449932917630027,-0.5733972969752136,-1.0158526541149315,False,False
DDX60,0.004302160859651849,0.4342979635629389,3.9200988673671304,5.71176496601338,-0.7137499954130684,False,False
DEAF1,0.027877885040652473,0.05489387859900793,0.5977092399665577,0.31980908659153096,1.5574299654445223,False,False
DECR1,0.41285522776888683,0.015892777178022597,0.028464889779697144,-0.20824280865351366,10.980213019028632,False,False
DEDD,0.4596277417440433,0.20495432201359007,1.8683861040302099,2.490510439228895,10.259514308760275,False,False
DEDD2,0.01570643938612193,-0.08537052106112242,-0.9600228708744064,-0.9143928326495991,0.06514024334993049,False,False
DEF6,0.050007003868813626,-0.404753135310279,-4.549434003361188,-5.16124115219942,0.41839049522795235,False,False
DEGS1,-0.03394021460553631,0.07036853871088372,1.1369761174015165,0.7053715164516593,-0.5114455510983734,False,False
DEK,0.06441885565436678,0.20233538332912657,2.443656302600434,2.4437934621188004,2.1000646928966953,False,False
DELE1,0.12991762507590465,-0.0869310853174991,-1.2843322307570697,-1.7146335965911244,3.122556099938728,False,False
DENND1A,0.09357383985479828,0.21990540251135826,2.5409773393094723,3.0674417187378222,2.2042628074800117,False,False
DENND1B,-0.028147102035291027,-0.24722592242889935,-2.7390026683643423,-4.2742304040726875,-1.1158509109525736,False,False
DENND1C,0.42816226527429535,-0.03784804708427853,-0.8698136142562749,-0.6894976754221119,10.112580554276482,False,False
DENND2D,0.36370127013651654,0.4855840595232116,5.494959198768893,5.412194930865778,8.15183371187404,False,False
DENND3,0.3429275266244076,0.18104372390856346,1.0692287061544785,1.9543606500236157,5.95404179029549,False,False
DENND4A,0.21338011175976135,0.4510860961551468,5.051221761569403,6.44100315168782,5.8415408748428606,False,False
DENND4B,0.23431781580438837,0.4695626801500718,4.6864149648191225,5.975483962793129,4.633341075410561,False,False
DENND4C,0.010172091017011553,-0.03257529313365618,-0.4173681830192262,-0.778836834194015,0.5292401684767853,False,False
DENND5A,0.27757875642419094,-0.012126526277926233,-0.5578475185004612,-0.3790836055699089,7.808163571964558,False,False
DENR,0.1246676956070587,0.3765056791404883,3.4617765394645965,3.987930513694646,1.9027930831074666,False,False
DEPDC1,0.19755993061698973,0.06504908395517203,0.3745149441896314,1.0408582199522936,4.553330395970774,False,False
DEPDC1B,0.29837268484698143,0.04603723374505838,0.15289818231388885,0.5417594427822107,7.684940636925629,False,False
DEPDC5,0.5512729755428154,0.009807632201247744,-0.4814648817040031,-0.32458595495456977,9.774255693317722,False,False
DERA,0.029193395370384678,-0.05806307204895549,-1.0610722961902437,-1.222159573885129,0.42803940922635403,False,False
DERL1,0.1673448120127432,0.11536814427624147,1.5049884480803069,1.8280232400476566,3.3967477507148436,False,False
DERL3,0.21582385199144483,0.6197978262272146,5.873578216265547,9.45601198867995,3.960866610720443,False,False
DESI1,0.14231245929840952,0.06991677979628245,0.5725853917893913,0.7968956658193699,2.5725066933871488,False,False
DESI2,-0.01631275549516431,0.3763025452693303,4.739367085032429,6.0286365334950505,-0.13139837743756957,False,False
DEXI,0.18799087865045294,-0.10436930631597836,-1.4430690542475093,-1.2317459522406489,3.3598084903296055,False,False
DFFA,0.20462353735638317,0.7633732060591379,9.14781515489009,14.03386445321037,5.518079343064192,False,False
DGAT1,0.29491408361354843,0.01257473426974482,-0.4555114167883081,-0.01475409254969138,7.137037513419994,False,False
DGCR2,0.22713581169955432,0.14686808880004618,1.2147952917116425,2.269750184132322,5.106472083866453,False,False
DGKA,0.41366828290028934,0.10558945460555454,1.2222350957998278,1.8258784151918497,11.874669427371556,False,False
DGKD,0.14755000914738048,-0.14350885235601002,-2.084542317560905,-2.620243960072527,4.133203315340663,False,False
DGKE,-0.06764361723071488,0.09110539365145895,0.9609786494415509,1.4407907870635643,-2.326675167440347,False,False
DGKQ,-0.08078570129873697,-0.09026505301396053,-1.78198922127814,-1.7070810360337614,-3.5393578038894926,False,False
DGKZ,0.31584533417481,0.48224157746881247,3.336226524165203,4.13805103535996,6.553043292511626,False,False
DGLUCY,0.043728191434638575,-0.10368416303147872,-1.2870205109188029,-2.0094984147899813,1.5371336462735048,False,False
DGUOK,0.027414814481744543,-0.24258734120262992,-2.9732148669623775,-3.6775984321927,0.04342347862659989,False,False
DHCR24,0.2286140290889307,0.128233397172557,1.489054857307279,1.4280056790200844,6.1408136022787625,False,False
DHCR7,0.1232583679666277,-0.06108344180716409,-0.972486399990103,-1.1806023842550597,3.5113267594288455,False,False
DHPS,-0.12511127172911074,-0.038884724179903664,-0.4859202731669096,-0.6336320002237754,-1.7563653431608433,False,False
DHRS1,-0.24029928719392046,0.1246676387058364,1.3758529064845137,1.8615463213435621,-3.5816163893557533,False,False
DHRS11,0.07071341441951517,-0.06884345329470104,-1.7377762851080503,-1.933691857599711,1.6561848263571768,False,False
DHRS13,0.37112098425859585,0.1677764132618904,1.6506693546167381,2.337004230355264,8.31639554829186,False,False
DHRS3,0.40013020251353737,0.02334691108100944,0.3109346180304855,0.1645567233079461,11.764836030773596,False,False
DHRS7,0.37383370799943805,0.4027841024928623,2.7744380283204717,2.895457064695109,6.636212956917563,False,False
DHRS7B,0.14436363751883619,0.21206599028988016,3.1097936640850543,3.743974624395315,4.259518294681455,False,False
DHTKD1,-0.06090446584858,0.3149483853744136,4.340415140681579,6.253658754756441,-2.480069723203499,False,False
DHX30,0.10108125451370142,-0.1780473076634937,-2.5284572506987364,-2.609083408743765,2.5179582640602565,False,False
DHX32,0.39924352627713233,0.305939182639122,3.237352751497596,5.325693849060868,12.4917343198562,False,False
DHX34,-0.1144903554522898,-0.28273918262372416,-3.893722895483525,-3.492652071783921,-3.911915697970895,False,False
DHX36,0.9751282851211727,1.0719469719462924,5.172354160895758,7.126950318230108,10.061831545329769,True,False
DHX57,0.5648203540113172,0.47930021087328595,3.0205511761612853,4.427330919756694,9.872568987110013,False,False
DHX58,-0.03552580071846023,-0.003298611276679569,-0.3705051841745129,-0.7300980514856312,-1.134728772759855,False,False
DHX9,0.38517950440291315,0.5783505613605181,3.1814759221647066,4.306631765599825,4.03918148196133,False,False
DIAPH1,0.4589903962041717,0.2764340608070294,2.1972617288423235,3.64210885084924,10.503935651827206,False,False
DIAPH2,0.47548296963213943,0.16343426042132908,1.1877908177778451,2.3565980493191256,13.094398053547145,False,False
DIAPH3,0.29774099396308884,0.35160854417416787,3.212885807000087,4.825195968877857,7.3575197516717346,False,False
DIDO1,0.2576065648609074,0.3112715205384625,3.3938473799452105,5.807589496577431,7.0055176932614565,False,False
DIP2A,0.3382657867987291,-0.12297772804999517,-1.6249188198270745,-2.089578761234932,6.943988363126342,False,False
DIP2B,0.33919814045657404,0.6155733056366444,8.616452802012589,11.450107319926481,7.029304582389836,False,False
DIS3L,0.6699006714115967,0.2738533330460389,2.0643665447044097,3.272923100325946,13.666392180359253,False,False
DIS3L2,-0.036372867587488145,0.12221165601578024,2.235227642989741,2.085043956246225,-0.16371383456291738,False,False
DIXDC1,-0.015266960836015642,0.0994734468145503,0.6496023070609103,1.4474583058459625,-1.2705551907468944,False,False
DLAT,0.5432907635986339,0.7039889858828651,5.773248681403046,8.135625241642783,10.164821538093756,False,False
DLD,0.5248323009582236,0.376887720492151,1.703631018843217,2.2743287282664304,6.552549028648575,False,False
DLG1,0.1419708621688187,0.09999637450608942,1.8482727954355644,1.902725721879629,5.503179283939348,False,False
DLG3,0.24302441577310674,-0.15176277235150337,-1.6712554946273488,-2.9003915814619448,8.326253518786427,False,False
DLGAP4,0.19940437280456536,0.2176181794040733,3.3696364101877037,4.255035264238315,6.985320914087555,False,False
DLGAP5,0.15959062278852798,-0.004545914630095164,-0.6483659737577592,-0.6859672778120898,4.0446681103975015,False,False
DMAC1,0.4843861924018711,0.2453710132588943,0.9019466280255958,1.1741936255366792,6.54221086783525,False,False
DMAC2,0.27256353470693284,0.2745065601128671,1.527679112409122,2.216357036408226,4.856045163940564,False,False
DMC1,0.16999364374714787,-0.17008317220542166,-1.8764165436664806,-2.449123916898965,4.387960786120519,False,False
DMTF1,0.40317645666073076,0.3920258823264804,4.721627418716569,6.089799657753017,9.294503757959454,False,False
DMWD,0.4290129292057827,0.8682288361920251,6.62536704779929,8.532377877023576,7.295064460546456,False,False
DMXL1,0.3409034414216876,0.17448919897692072,1.364239944530643,1.5274659214003503,8.303930798049414,False,False
DNAAF2,0.453481149248546,0.8542915259798368,5.01069990554326,6.3396596375088885,6.735761943266946,False,False
DNAAF5,0.24146841885522008,0.4076041339172257,2.865705297203896,5.012022230800938,4.125924571188089,False,False
DNAJA1,0.4969184694637079,0.5928125729163488,4.4580173183319065,8.070921609174581,12.590576541547442,False,False
DNAJA2,0.41329342557583004,0.631625407271915,7.071912266599909,8.423893028326892,9.54663858843728,False,False
DNAJA4,0.44477471854770556,0.2809078383207735,1.898428473574115,3.008437719411372,9.840866986985404,False,False
DNAJB1,-0.023354197503067553,0.13962859815607467,1.5577574503396425,2.4627015953294946,-0.0063323423014452354,False,False
DNAJB12,-0.022534088930115104,-0.038331716787070036,-0.48860326162446377,-0.7025871875307147,-1.101447016491001,False,False
DNAJB2,0.2336966137518175,0.2555748265650537,3.245405542660293,4.237260029212237,5.672102204173718,False,False
DNAJB6,0.23340125671529677,0.25582333385116524,3.3372457715657053,5.304213702361267,7.303789043097482,False,False
DNAJC1,-0.0035560199030442163,0.11840447328156894,0.9981112008658645,1.2651027746921686,0.44059356788006376,False,False
DNAJC10,0.21425917522719828,-0.09545573809494574,-1.3567311953573655,-1.7931230782178882,5.669357577716186,False,False
DNAJC12,0.013094863563310355,-0.00804148055613041,-0.08425191149158981,-0.32034202667965817,0.9398258139261262,False,False
DNAJC13,0.07530530611984432,-0.23139133863151073,-3.224539547939561,-3.904326573549706,1.8980195756637386,False,False
DNAJC14,0.14185386948520318,0.04323904050721063,0.2017318708624248,0.2087911342130472,3.6496478505940586,False,False
DNAJC15,0.4531248940038495,0.11566822706825203,0.5737380672033572,1.2090644471068186,10.934856868209124,False,False
DNAJC16,0.10354630285291933,0.2831196151673794,3.1856972287825642,4.33715868810001,2.347762962567378,False,False
DNAJC18,0.010180596129430342,-0.0696404485238923,-0.7985995522038701,-0.7318495459118665,0.28475399255751777,False,False
DNAJC19,0.3840204430744052,0.3780720548497306,4.266184800326662,6.0758543123883,9.086222342035674,False,False
DNAJC21,-0.02968875512124214,0.0027094946967230905,-0.4130916117498894,-0.32954502354879606,-0.5795636830421177,False,False
DNAJC24,0.13891366324969567,0.12743842932913038,0.6492459769258141,0.7157484960718417,2.385362781894475,False,False
DNAJC27,0.41365311299159657,0.32426949093739194,4.095767628427268,5.34180693472225,11.75807888186745,False,False
DNAJC3,0.23557683000399265,-0.18767288327217102,-2.2617845740999516,-2.8420434649489095,3.8507013614435794,False,False
DNAJC4,0.14078059047460556,0.22535334796541268,1.9010218011455036,2.3703790889117893,2.3150018822091836,False,False
DNAJC5,0.048776696807181,0.005521571470631493,-0.6902946335329496,-0.28125961762671253,0.49795968622923514,False,False
DNAJC7,0.22259078524075449,0.0038765445351600647,-0.5533419119080227,-0.12349853897183327,4.890000702319088,False,False
DNAJC9,0.5313222063996363,0.5557657380898794,4.017816992316669,5.1676137201636445,10.170979910584958,False,False
DNAL1,0.01715380622226803,0.11025210759705967,1.1342249361574737,1.4803953255955973,-0.18707672684439602,False,False
DNAL4,0.24556514457799494,0.0011033544109927283,-0.41461228090774765,-0.1383801833828392,6.096138169958751,False,False
DNASE1L1,0.27144433155626757,0.2476723376247618,2.244215179016942,3.4831424946238,5.366087176295933,False,False
DNASE2,0.3143298300274182,-0.20246609217590755,-2.7370505188075915,-2.6947904190510528,5.395962199674311,False,False
DNM1L,-0.04024108794692438,0.10978497937321663,1.4841935115353146,1.286700569008256,-1.2630856171132714,False,False
DNM3,0.13559606348280795,0.20263834835754502,2.6052436036537236,4.193638308262366,5.072639807959943,False,False
DNPEP,0.3888078556628898,0.3952076451645957,5.021367975898247,7.2139877574933156,9.733428640651187,False,False
DNPH1,0.24084165744352504,0.11491540113153557,1.47949600402672,1.8879572123470694,5.996557816605223,False,False
DNTTIP1,-0.6319082666013855,-0.2601260149644481,-2.02941447316338,-3.2261096269518315,-9.764786254682772,False,False
DOCK11,-0.008926296039135195,0.15068230653802553,2.240529185927569,3.188892252581891,-0.02819958192978119,False,False
DOCK2,-0.06046043784590438,0.19136552119420636,2.4167139225873915,2.754487028099124,-1.204447275902944,False,False
DOCK7,0.19993814500776352,0.5578608454929458,6.763574745874761,8.701286177612154,4.933742133252524,False,False
DOCK8,0.2438364999834448,0.09454494880305396,0.836011338027525,1.3855860521702341,7.190302350490888,False,False
DOHH,0.6218382087536156,0.768379884875483,3.1835131428672505,5.242067813446363,7.500908639447502,False,False
DOK1,0.17066270392388105,0.01999843255099323,0.015345007339902947,0.05981523572279866,4.838595343760449,False,False
DOK2,0.167654502321966,0.06278275781207615,0.4195914359966643,0.9356315701325488,5.016047218482726,False,False
DOK4,0.005337680122465827,-0.11096673086285591,-1.7722133209082567,-2.413457040787739,0.3439869659403586,False,False
DOK5,0.29822122733457945,0.39200305338535046,5.176918727575199,7.392427137461282,7.62838932925329,False,False
DOLPP1,0.24229305196558926,0.08722821043597327,0.49063952955918544,1.2982229697234147,4.514415887157842,False,False
DOP1B,0.22352728858822957,0.011984626891919307,0.2382798166344222,-0.3455395335202413,3.9807807818285124,False,False
DOT1L,0.5985478246002458,0.7260147482156754,3.0312260368292443,4.424067902076645,4.8069004401639885,False,False
DPF3,0.2409788592485711,0.20559861210899222,2.7443905829851056,4.3203199440325495,7.849637864149377,False,False
DPH1,0.5699874152896882,0.48504381212923264,2.269732909273169,2.7933795654465574,8.82215992085383,False,False
DPH2,0.45972365777925006,0.27724793470568126,1.9250552760386712,2.0622375040087175,8.94729918375675,False,False
DPH3,0.21965733069373528,0.05202855790654818,-0.3118273526062682,0.28041975918586043,4.173191902777755,False,False
DPH5,0.42781120925792493,0.07119308163722356,-0.3585146835753176,-0.09938398173703565,4.225105821365417,False,False
DPH6,0.25661136324561085,-0.03135389669073953,-0.8145861980312983,-0.8902955918962114,3.3362189191218916,False,False
DPH7,0.25959374390367884,-0.07989309852321942,-1.3549691872055203,-1.5195248817761582,7.313268509766404,False,False
DPM2,0.03904354014957789,0.0622780939253668,0.4903771216157313,0.9633441923521833,0.7451088338857544,False,False
DPP4,-0.08872753176547121,0.23686389149063164,2.821372397366452,2.953891480947699,-2.515108055787192,False,False
DPP7,0.46866077002778184,0.3122265541719066,1.0182592667932553,1.8333878358156472,5.993671533037052,False,False
DPP8,0.15297378562536323,0.02990271316634284,0.12684251106342442,-0.0076265432019765106,4.6363498776355545,False,False
DPY19L3,0.7415159278716601,1.0618410565851566,3.5297794594941334,5.298370518460674,6.997144502270465,False,False
DPY19L4,0.18813825254619587,0.009628460225131776,-0.011670968689061156,0.07902310807637468,6.0110462071301685,False,False
DPYD,-0.19574467779602855,0.14224776185842025,1.9384420110581584,2.3345713910267722,-6.028632050715853,False,False
DPYSL2,0.11104281255393289,0.04838114697486162,0.6793982249025138,0.9664642573011223,3.3187282790128614,False,False
DR1,0.5089392154477537,0.2786277306990491,2.326789482953642,4.023269195484044,9.15169434895535,False,False
DRAM1,-0.2513429521495709,-0.033517485277520284,-0.4871355542419439,-0.622030115463673,-8.289418150899294,False,False
DRG2,0.25052695408521686,0.22430130997337175,3.284870684074626,4.345945823599755,7.935756312935912,False,False
DSCC1,0.26097035908605903,0.5096075452036328,4.476194679693041,6.478857010730644,5.512442435220813,False,False
DSTN,0.08434569464589003,0.12242594931093562,0.9949871604389119,1.9671208118234353,2.808078432483614,False,False
DSTYK,-0.10154668780160137,-0.13426083592801458,-2.1727364053092875,-2.8247294800991045,-2.793403154735479,False,False
DTD1,0.09688697546789626,-0.15142324070135751,-2.3736247731601896,-2.694236588290178,3.0569564913448155,False,False
DTD2,0.4078810662322212,-0.24835755096541512,-3.0642728789786364,-3.4154209221458136,9.224934124360187,False,False
DTNB,0.5240611215122044,0.21145568125777775,1.5459973512822827,2.1897853135310243,11.158505373238198,False,False
DTNBP1,0.20303178671747446,0.3019035721404685,3.5514056733807875,4.432391891550126,4.871065467081338,False,False
DTWD1,0.4049633204995189,0.46020829925934476,2.9412754369784446,4.131453512711535,6.220240171921035,False,False
DTWD2,0.22616987963556312,0.08378925629787976,0.6911900881280975,0.885237351268017,6.100735487123998,False,False
DUS1L,0.4008508391416399,0.07725530862808228,0.3024987752154867,0.7144277601386474,7.0090752676723325,False,False
DUS3L,0.05641343811294064,-0.05199659077657594,-0.7107830486397053,-0.8604454916417097,1.1512006534327006,False,False
DUSP1,-0.04484010115265846,0.30695370038867825,3.805989561672757,5.2364841181427195,-1.236749347863381,False,False
DUSP10,0.30083312015631236,0.22688334145479733,3.5202059991015417,3.782929664234424,5.8402138634412655,False,False
DUSP11,-0.06119637841038639,0.31807588827278876,3.7201983739174618,5.850765320283714,-1.6720305731687486,False,False
DUSP14,0.5321370028450474,0.2773136749035782,2.4304347611139927,2.7855199984892076,12.82085002665707,False,False
DUSP16,0.03668606460269075,-0.012595326794932285,-0.18758456752384733,-0.38507898221266407,0.9887919827467926,False,False
DUSP18,0.3404517139206291,0.2893522522515721,2.6663379185912053,3.1940142582012676,9.123066435453488,False,False
DUSP19,0.045798306513461284,-0.18952674915393194,-3.410622563952116,-4.201729461061856,1.232756038860459,False,False
DUSP2,0.28688130219234154,0.14035314155949485,1.2583394783503976,1.7674228323142913,6.121982935425294,False,False
DUSP22,-0.06564880505902693,0.22313797349731126,1.6345639121282591,2.5480896595076556,-1.9163759962904026,False,False
DUSP23,0.3560374062071787,-0.15111473518320256,-1.5415216857711218,-2.629319632541126,8.069701710849355,False,False
DUSP3,0.045678617927478626,-0.21491495871709454,-3.4806201081335484,-3.8570422401464004,1.176543888099604,False,False
DUSP4,0.08068410231499001,0.1845224584556288,1.9715400004965835,2.3635789508035887,2.3114227908199605,False,False
DUSP6,-0.18158988741924986,-0.10373399499803782,-1.1188248476749232,-1.7711491466043527,-4.419193726747613,False,False
DVL1,0.212524703994859,0.5151238954729505,3.2174525004723584,4.509637123902037,3.2443967911467024,False,False
DVL2,0.056925180833786726,-0.013336558722787432,0.1605392560426488,-0.05649466008213618,2.3478037199875623,False,False
DVL3,-0.01670284807914868,-0.3705912795331743,-4.523796384579406,-6.225359003332786,-1.2476203965513903,False,False
DYM,0.034881302461144514,0.09290751690665881,1.2678511737880462,1.2214516838799374,1.3770283129471157,False,False
DYNC1LI1,0.08825404132949188,0.23549511697557238,2.5926149198371458,3.105294790956614,2.929107103988247,False,False
DYNC1LI2,-0.04775115921802353,0.16403829709937176,2.378334625887376,3.202015298670248,-1.4445342297561115,False,False
DYNC2LI1,-0.02008067540009506,0.11901418740550677,0.8699950253212488,1.0723810482797078,-0.9859959468123811,False,False
DYNLL2,0.3372125468158629,-0.06496207995547189,-0.6117798624945008,-0.5812067423893893,4.44202592223007,False,False
DYNLT1,-0.012329712641076185,0.29753341254157323,3.013314906645219,3.4833802920987527,-1.1304693652121538,False,False
DYNLT3,0.06896576695726253,0.09121316102229887,1.4495879831653322,1.538992435603346,2.158518464241399,False,False
DYRK1A,0.0748281468404457,-0.09992093385921584,-1.5889020912579366,-1.657419290854744,0.18099848619394796,False,False
DYRK1B,0.13904484125669114,-0.07369902409199211,-1.2079672796847905,-1.7013561527421224,4.838936452175142,False,False
DYRK2,0.03525663647451438,0.04169930931594637,0.07521837328059282,0.23614889142476078,0.6641158390217834,False,False
DYRK3,-0.07004692526788858,-0.24558750291665396,-2.374787729639607,-3.758280938309217,-0.6906279392041261,False,False
DYRK4,0.3041173281671945,-0.0991645029021634,-1.3825725519742909,-1.6012620207168826,5.376203358587775,False,False
E2F1,0.16906463203486055,-0.32343056466844344,-2.442723335790196,-2.9218819067496176,2.773108809373613,False,False
E2F4,0.12101878308749292,0.1992190041475826,1.4199541531718185,1.80941644120379,2.5826343463381534,False,False
E2F5,0.22724685208231676,0.20435716791285408,2.0335343611951173,2.9187603350006843,6.312833352209084,False,False
E2F6,0.3313790268730372,-0.09996901380105151,-0.7872576714767222,-1.1812376048676818,5.761106013321542,False,False
E2F7,0.4686442326637916,0.3583201774292522,3.8724225942164328,4.420420059640629,12.725128527793823,False,False
E2F8,0.1347788785060402,-0.22053597743312517,-3.3650165694737573,-2.765942697314983,2.294788966886052,False,False
EAF1,0.40939767110103276,0.25222806591126656,2.7446613086380913,4.353736384876281,9.38125597023211,False,False
EARS2,0.24229619214020204,0.2839606489158339,1.6663953360030925,1.9500466325765413,4.345323923051537,False,False
EBI3,0.029400438244920224,0.08786285130514039,1.4773897595207899,1.3621687299410554,1.704572814745554,False,False
EBP,0.06407495858729817,-0.26667307534565526,-3.7021932331755876,-4.975085591531646,2.4588439502749155,False,False
EBPL,-0.029568922949692933,-0.1020248844805691,-1.6662108638562136,-1.8045218791844173,-1.1391634807091187,False,False
ECH1,0.15084016136825085,0.2894006379776531,3.0100920852557183,3.6796804993567815,5.008923550005227,False,False
ECHDC1,0.17768421450455207,-0.30258657824661994,-3.9051527570250255,-6.35199674750667,5.676150710377571,False,False
ECHDC2,0.31037485186971026,0.06719349697232246,0.6658619663199785,0.8402594833495869,8.736182518737191,False,False
ECHS1,0.19046510517364368,-0.0449301672892438,0.022186802380144484,-0.292504980282216,5.240075167282285,False,False
ECI1,-0.08420228338218294,-0.09143958240747452,-0.7124605334849885,-0.9925489564623969,-2.1934078595113977,False,False
ECI2,0.19833040396042634,0.37013158781660926,3.245689906523234,4.921989614290612,3.419909791662099,False,False
ECPAS,0.09059215810702881,0.04226890785826577,0.017563523459104884,0.8043733581307154,2.244991595564017,False,False
ECSIT,0.6183553916634992,0.2507267751627498,1.4314393884116001,2.7900672452101807,8.275176769348967,False,False
EDARADD,0.04781036824670082,0.321156089918481,3.574312703071402,4.529382591067755,0.6468228798372082,False,False
