gene_name,eff_mean_lfc,eff_mean_z,n_module_down,tol_mean_lfc,tol_mean_z,n_tolerance_down,stim_de_genes,n_cells_target,rest_de_genes,rest_qc_class,rest_qc_fail_reason,selectivity,efficacy,tolerance_loss,efficacy_lfc,tolerance_loss_lfc,rest_cells,rest_cells_ratio,log2_stim_over_rest_cells,viability_tier,is_iei,is_core_essential,fail_direction,fail_evidence,fail_tolerance,fail_homeostasis,homeostasis_verdict,safe,reject_reason,window_score,window_rank
BBS9,-0.23905210805420168,-0.25057911117195514,0,-0.10691797149733591,-0.0012226519561095994,0,1,1080.0,2.0,rest_qc_pass,-,-0.4054651081081645,0.25057911117195514,0.0012226519561095994,0.23905210805420168,0.10691797149733591,1166.0,2.147329650092081,-0.11053647614966547,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8699525035910717,1240
PAFAH1B2,-0.15992105842811197,-0.24915480001271392,0,0.08652500930803429,0.5922329104555302,0,6,763.0,1.0,rest_qc_pass,-,1.252762968495368,0.24915480001271392,-0.5922329104555302,0.15992105842811197,-0.08652500930803429,803.0,1.4788213627992635,-0.07371693068278398,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8698327573225176,1241
ARL15,-0.2743232575390008,-0.24890032526825867,0,0.1914174657882754,0.49795731344,0,4,333.0,1.0,rest_qc_pass,-,0.916290731874155,0.24890032526825867,-0.49795731344,0.2743232575390008,-0.1914174657882754,411.0,0.7569060773480663,-0.3036162166104207,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.869214377924967,1242
C17orf58,-0.2981487248993102,-0.24878847347127953,0,0.10766922964745006,0.22365979986185053,0,1,440.0,2.0,rest_qc_fail,ontarget_ns,-0.4054651081081645,0.24878847347127953,-0.22365979986185053,0.2981487248993102,-0.10766922964745006,365.0,0.6721915285451197,0.26960705975727994,non-depleting,False,False,False,True,False,True,indeterminate,False,evidence,0.8689425755228112,1243
TENT2,-0.28762163411467373,-0.5873676448236338,0,-0.19346153164238683,-0.3011534061435739,0,61,772.0,156.0,rest_qc_pass,-,-0.929111420303216,0.5873676448236338,0.3011534061435739,0.28762163411467373,0.19346153164238683,1028.0,1.8931860036832413,-0.4131675119257977,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8686812559151257,1244
ICA1L,-0.2744232526537197,-0.24836563523708247,0,-0.03595407667854743,0.012648339200909083,0,4,472.0,1.0,rest_qc_fail,ontarget_ns,0.916290731874155,0.24836563523708247,-0.012648339200909083,0.2744232526537197,0.03595407667854743,451.0,0.8305709023941068,0.06565942610646039,non-depleting,False,False,False,True,False,True,indeterminate,False,evidence,0.8679150690286643,1245
PPP1R13L,-0.25134781678291873,-0.2479717862926617,0,-0.03555506082318318,0.10514083816724959,0,31,327.0,215.0,rest_qc_pass,-,-1.9095425048844388,0.2479717862926617,-0.10514083816724959,0.25134781678291873,0.03555506082318318,523.0,0.9631675874769797,-0.6775203107488589,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8669580071658134,1246
GRHPR,-0.19329113966312073,-0.4100291323980872,0,0.09571603462184244,-0.14453352043502854,0,3,729.0,5.0,rest_qc_pass,-,-0.4054651081081644,0.4100291323980872,0.14453352043502854,0.19329113966312073,-0.09571603462184244,763.0,1.405156537753223,-0.06576424250759343,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8657681394527112,1247
CCDC71,-0.36589328716572633,-0.4699237338521256,0,-0.04305021952187957,-0.19781790949701128,0,1,477.0,1.0,rest_qc_pass,-,0.0,0.4699237338521256,0.19781790949701128,0.36589328716572633,0.04305021952187957,492.0,0.9060773480662984,-0.044669049333728374,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8656934914367096,1248
ATP23,-0.1154000058320916,-0.24670567870997456,0,0.29300107717459994,0.8471944311801998,0,97,1061.0,54.0,rest_qc_pass,-,0.5776342934381011,0.24670567870997456,-0.8471944311801998,0.1154000058320916,-0.29300107717459994,1014.0,1.867403314917127,0.06536700391142415,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.863881337039305,1249
SYAP1,-0.5039105488099298,-0.67715678319147,0,-0.2653996959564479,-0.38286752041848604,0,1,304.0,3.0,rest_qc_pass,-,-0.6931471805599453,0.67715678319147,0.38286752041848604,0.5039105488099298,0.2653996959564479,319.0,0.5874769797421732,-0.06948510032128392,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8635559582329657,1250
ILKAP,-0.27632098095481167,-0.24641041831908658,3,-0.41041951761444784,0.10735306160454476,0,90,45.0,11.0,rest_qc_pass,-,2.0259528567288494,0.24641041831908658,-0.10735306160454476,0.27632098095481167,0.41041951761444784,91.0,0.16758747697974216,-1.0159415438690216,depleting-at-rest,False,False,False,False,False,True,fail,True,-,0.8631638475963793,1251
HS3ST3B1,-0.2369578012943292,-0.2461127422558046,1,-0.031615383240306084,0.08193959386788967,0,221,704.0,2.0,rest_qc_pass,-,4.304065093204169,0.2461127422558046,-0.08193959386788967,0.2369578012943292,0.031615383240306084,698.0,1.285451197053407,0.012348392427645,non-depleting,False,False,False,True,False,False,pass,False,evidence,0.8624404880147769,1252
DYRK1B,-0.13904483792235206,-0.24611118544622712,0,0.07369902603283829,0.041628920524934075,0,2,797.0,4.0,rest_qc_pass,-,-0.5108256237659905,0.24611118544622712,-0.041628920524934075,0.13904483792235206,-0.07369902603283829,822.0,1.5138121546961325,-0.044558669691211146,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8624367049322132,1253
ZNF350,-0.1712888897799964,-0.2460154085805823,1,0.01601177497087719,0.4914295484220896,0,3,452.0,1.0,rest_qc_pass,-,0.6931471805599453,0.2460154085805823,-0.4914295484220896,0.1712888897799964,-0.01601177497087719,460.0,0.8471454880294659,-0.025311088529187526,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8622039649775922,1254
DLD,-0.5248323030782651,-0.3265804416297995,0,-0.3768877264954286,-0.07190702483643371,0,1,83.0,41.0,rest_qc_pass,-,-3.044522437723423,0.3265804416297995,0.07190702483643371,0.5248323030782651,0.3768877264954286,121.0,0.22283609576427257,-0.5438238059276697,depleting-at-rest,False,False,False,True,False,True,fail,False,evidence,0.8614654893419463,1255
THEM4,-0.18972158371706835,-0.3007431560592117,0,-0.001975308219259971,-0.04906310579234749,0,2,721.0,1.0,rest_qc_pass,-,0.4054651081081645,0.3007431560592117,0.04906310579234749,0.18972158371706835,0.001975308219259971,553.0,1.01841620626151,0.38271977900611553,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8611100089498593,1256
ZNF430,-0.1393875282223227,-0.24532649556367211,0,-0.017931699059379375,0.23323564224701787,0,8,3505.0,8.0,rest_qc_pass,-,0.0,0.24532649556367211,-0.23323564224701787,0.1393875282223227,0.017931699059379375,3456.0,6.3646408839779,0.020311226734516914,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8605298907299743,1257
HNRNPLL,-0.25301990846708966,-0.24457308770810088,0,0.04225665819979888,0.532159834385904,0,2,383.0,3.0,rest_qc_pass,-,-0.2876820724517808,0.24457308770810088,-0.532159834385904,0.25301990846708966,-0.04225665819979888,440.0,0.8103130755064457,-0.20015913159970247,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8586990925624179,1258
RIGI,-0.1433118196037408,-0.24420597878897754,0,0.04303800140673481,0.12411986949060998,0,1,1162.0,1.0,rest_qc_pass,-,0.0,0.24420597878897754,-0.12411986949060998,0.1433118196037408,-0.04303800140673481,1281.0,2.3591160220994474,-0.14066040693711768,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8578070095671922,1259
NUDT16L1,-0.260388042509891,-0.5755430289438406,0,-0.2448252020426952,-0.2946487505935145,0,6,711.0,3.0,rest_qc_pass,-,0.5596157879354227,0.5755430289438406,0.2946487505935145,0.260388042509891,0.2448252020426952,647.0,1.1915285451197053,0.13608384762690762,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8577236199676664,1260
TMEM30A,-0.2561047097491108,-0.5390290816952594,2,0.04220565359364084,-0.2622317189861282,0,44,646.0,332.0,rest_qc_pass,-,-2.0014800002101243,0.5390290816952594,0.2622317189861282,0.2561047097491108,-0.04220565359364084,835.0,1.5377532228360957,-0.3702420326674896,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8575857858167608,1261
TMEM263,-0.10510872964971432,-0.24405155051155492,0,0.30204218933970145,0.9068374215913734,0,251,844.0,7.0,rest_qc_pass,-,3.4499875458315876,0.24405155051155492,-0.9068374215913734,0.10510872964971432,-0.30204218933970145,949.0,1.7476979742173113,-0.16916508831392424,non-depleting,False,False,False,True,False,False,pass,False,evidence,0.85743174535242,1262
CLCC1,-0.24005256592035173,-0.2438990976813738,4,0.4254532499640903,1.05774265957754,0,1732,911.0,239.0,rest_qc_pass,-,1.9769703663736147,0.2438990976813738,-1.05774265957754,0.24005256592035173,-0.4254532499640903,892.0,1.6427255985267035,0.03040734388174601,non-depleting,False,False,False,False,False,True,fail,True,-,0.8570612815192247,1263
SESN1,-0.3927860501713988,-0.24385539589090183,0,0.44642998054196287,0.8531476791699638,0,5,874.0,2.0,rest_qc_pass,-,0.6931471805599452,0.24385539589090183,-0.8531476791699638,0.3927860501713988,-0.44642998054196287,1095.0,2.016574585635359,-0.3252256849879374,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.85695508517773,1264
IQGAP2,-0.5012544432387356,-0.4305302309468219,0,-0.388778541407367,-0.16605245526278567,0,15,83.0,6.0,rest_qc_pass,-,0.8266785731844679,0.4305302309468219,0.16605245526278567,0.5012544432387356,0.388778541407367,176.0,0.3241252302025783,-1.0843921872903723,depleting-at-rest,False,False,False,True,False,True,fail,False,evidence,0.8567775884301074,1265
NCOA2,-0.26523439461618237,-0.5164791698308568,0,-0.018981351575279318,-0.24287892233281194,0,1,613.0,1.0,rest_qc_pass,-,0.0,0.5164791698308568,0.24287892233281194,0.26523439461618237,0.018981351575279318,615.0,1.132596685082873,-0.004699336535820775,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8556778764715582,1266
PXK,-0.33970097456219184,-0.5213381647896705,0,0.08908899293339038,-0.24737121794434236,0,2,319.0,2.0,rest_qc_pass,-,0.0,0.5213381647896705,0.24737121794434236,0.33970097456219184,-0.08908899293339038,262.0,0.48250460405156537,0.2839896122274192,depleting-at-rest,False,False,False,True,False,True,fail,False,evidence,0.8552084356510073,1267
NDUFS8,-0.24335801201976506,-0.24268309155976925,4,0.48722054666624043,0.857852070016623,0,883,201.0,91.0,rest_qc_pass,-,2.262668485588603,0.24268309155976925,-0.857852070016623,0.24335801201976506,-0.48722054666624043,242.0,0.44567219152854515,-0.2678115460956659,depleting-at-rest,False,False,False,False,False,True,fail,True,-,0.8541063590788648,1268
DUS1L,-0.40085084239910107,-0.75044589539189,0,-0.077255307611629,-0.4517644477668592,0,1,356.0,2.0,rest_qc_pass,-,-0.4054651081081645,0.75044589539189,0.4517644477668592,0.40085084239910107,0.077255307611629,289.0,0.5322283609576427,0.30080774846571895,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8533630678279578,1269
NT5DC3,-0.10143788497718687,-0.26902819444097853,0,0.01634294793859893,-0.023729050933397514,0,2,588.0,5.0,rest_qc_pass,-,-0.6931471805599452,0.26902819444097853,0.023729050933397514,0.10143788497718687,-0.01634294793859893,626.0,1.152854511970534,-0.09034650209625396,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8532768870439985,1270
ARL8A,-0.20040813777516803,-0.2422913827942963,0,0.055480842592452305,0.31315819205859885,0,5,682.0,1.0,rest_qc_pass,-,1.0986122886681096,0.2422913827942963,-0.31315819205859885,0.20040813777516803,-0.055480842592452305,642.0,1.1823204419889504,0.08719844190186934,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8531544978993714,1271
KCTD6,-0.24403224467340595,-0.24226399620374334,0,0.012417409289806274,0.23008060132478755,0,2,661.0,1.0,rest_qc_pass,-,0.4054651081081645,0.24226399620374334,-0.23008060132478755,0.24403224467340595,-0.012417409289806274,606.0,1.1160220994475138,0.12533247803474068,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8530879478635187,1272
PNMA1,-0.5967151706076691,-0.8397050361934997,0,-0.30306967767369203,-0.5318502299317526,0,3,295.0,3.0,rest_qc_pass,-,0.0,0.8397050361934997,0.5318502299317526,0.5967151706076691,0.30306967767369203,227.0,0.4180478821362799,0.37802265695828874,depleting-at-rest,False,False,False,True,False,True,fail,False,evidence,0.8513999017107479,1273
ATP5MC1,-0.18792627819850843,-0.2414504315635977,0,0.41539561987035206,0.5240576056627386,0,2,652.0,11.0,rest_qc_pass,-,-1.3862943611198906,0.2414504315635977,-0.5240576056627386,0.18792627819850843,-0.41539561987035206,541.0,0.996316758747698,0.2692433704042622,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8511109673457912,1274
RALGAPA2,-0.09522649261387256,-0.2413511687337899,0,0.015545063426897123,0.2203191136684093,0,2,835.0,3.0,rest_qc_pass,-,-0.2876820724517808,0.2413511687337899,-0.2203191136684093,0.09522649261387256,-0.015545063426897123,712.0,1.3112338858195212,0.22989895639501676,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8508697564192329,1275
H4C3,-0.21435857654576293,-0.24130389728323776,0,-0.06723207601284445,0.09134088716121642,0,1,1182.0,1.0,rest_qc_pass,-,0.0,0.24130389728323776,-0.09134088716121642,0.21435857654576293,0.06723207601284445,1168.0,2.151012891344383,0.017189761297515364,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8507548857228251,1276
YIPF6,-0.481289752853916,-0.7359979577916471,0,-0.22176962990154792,-0.44001600964964704,0,2,643.0,1.0,rest_qc_pass,-,0.4054651081081645,0.7359979577916471,0.44001600964964704,0.481289752853916,0.22176962990154792,559.0,1.0294659300184161,0.20197045448475734,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8503613336705008,1277
ZNF282,-0.3018965900925966,-0.6738137255277408,0,0.049874332745348665,-0.3848257236444692,0,4,1075.0,5.0,rest_qc_pass,-,-0.18232155679395468,0.6738137255277408,0.3848257236444692,0.3018965900925966,-0.049874332745348665,1152.0,2.1215469613259668,-0.09980405696548975,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8500807162027462,1278
HNRNPUL2,-0.24649148166266233,-0.6362585450061533,0,0.0016865856670573473,-0.3517770541290238,0,4,368.0,2.0,rest_qc_pass,-,0.5108256237659905,0.6362585450061533,0.3517770541290238,0.24649148166266233,-0.0016865856670573473,377.0,0.6942909760589319,-0.03485875721165139,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8491388527478221,1279
CAMK4,-0.23173499532292188,-0.24037112556890342,0,0.013558633259560686,0.11136000577066912,0,9,457.0,1.0,rest_qc_pass,-,1.6094379124341005,0.24037112556890342,-0.11136000577066912,0.23173499532292188,-0.013558633259560686,405.0,0.7458563535911602,0.17427225728608267,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8484882293125905,1280
ELMOD2,-0.15423264787497507,-0.2738605347654166,0,-0.0010034595346426478,-0.029946797651403734,0,1,779.0,1.0,rest_qc_pass,-,0.0,0.2738605347654166,0.029946797651403734,0.15423264787497507,0.0010034595346426478,1005.0,1.850828729281768,-0.3675002680046217,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8480272225456148,1281
GPATCH4,-0.5081217699566428,-0.9712332311905093,0,-0.4192656590160559,-0.6512291485956363,0,5,651.0,2.0,rest_qc_pass,-,0.6931471805599452,0.9712332311905093,0.6512291485956363,0.5081217699566428,0.4192656590160559,463.0,0.852670349907919,0.49164534990539904,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8447680346012201,1282
COIL,-0.13153165158344837,-0.23864855203272442,0,0.07786880992380094,0.16035008578264223,0,6,728.0,10.0,rest_qc_pass,-,-0.45198512374305744,0.23864855203272442,-0.16035008578264223,0.13153165158344837,-0.07786880992380094,837.0,1.5414364640883977,-0.20128917235164756,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8443023365717638,1283
NDUFAF3,-0.29066469297283054,-0.23863449567712106,4,-0.08164346335167576,0.3001593917656719,1,1923,886.0,6.0,rest_qc_pass,-,5.616251482170338,0.23863449567712106,-0.3001593917656719,0.29066469297283054,0.08164346335167576,1102.0,2.029465930018416,-0.31474562001613937,non-depleting,False,False,False,False,False,False,pass,True,-,0.8442681793090131,1284
DOLPP1,-0.24229305177981636,-0.23852885131500978,1,-0.08722821448965419,0.12342192273462832,0,1506,1710.0,580.0,rest_qc_pass,-,0.9531254417745849,0.23852885131500978,-0.12342192273462832,0.24229305177981636,0.08722821448965419,2104.0,3.874769797421731,-0.2991383795190421,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8440114611142986,1285
SLC25A23,-0.25707701103403247,-0.23838420731648197,0,0.1624168248433958,0.4533965990868522,0,2,666.0,1.0,rest_qc_pass,-,0.4054651081081645,0.23838420731648197,-0.4533965990868522,0.25707701103403247,-0.1624168248433958,807.0,1.4861878453038675,-0.27704649620651817,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8436599729190342,1286
ARL14EP,-0.2108689390916262,-0.23816409245637482,0,0.14631957118148733,0.1772309822784165,0,31,351.0,15.0,rest_qc_pass,-,0.6931471805599454,0.23816409245637482,-0.1772309822784165,0.2108689390916262,-0.14631957118148733,242.0,0.44567219152854515,0.5364639830299661,depleting-at-rest,False,False,False,True,False,True,fail,False,evidence,0.8431250888193316,1287
RGL4,-0.38272249822598653,-0.6910380174220309,0,-0.2709422914979594,-0.4028416228198363,0,3,541.0,1.0,rest_qc_pass,-,0.6931471805599453,0.6910380174220309,0.4028416228198363,0.38272249822598653,0.2709422914979594,541.0,0.996316758747698,0.0,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8427008298332445,1288
MELK,-0.13615807280216924,-0.23771246557614434,0,0.00131315174675274,0.05188886036027074,0,1,715.0,2.0,rest_qc_pass,-,-0.4054651081081645,0.23771246557614434,-0.05188886036027074,0.13615807280216924,-0.00131315174675274,777.0,1.430939226519337,-0.11997135674195834,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8420276252627322,1289
DIDO1,-0.25760656446699587,-0.612089472590448,0,-0.31127151645099027,-0.3329041135028834,0,2,1009.0,5.0,rest_qc_pass,-,-0.6931471805599452,0.612089472590448,0.3329041135028834,0.25760656446699587,0.31127151645099027,980.0,1.8047882136279927,0.04207252010378671,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8419849572047037,1290
LPAR6,-0.2984687612713165,-0.23733383309153286,0,-0.05309691395160998,0.28720511407977717,0,1,2230.0,5.0,rest_qc_pass,-,-1.0986122886681096,0.23733383309153286,-0.28720511407977717,0.2984687612713165,0.05309691395160998,2303.0,4.241252302025782,-0.04647070098517853,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.84110753974215,1291
CAMK2D,-0.19307441375562362,-0.2373020917302707,0,0.004835840826644178,0.033825707479988455,0,1,643.0,3.0,rest_qc_pass,-,-0.6931471805599453,0.2373020917302707,-0.033825707479988455,0.19307441375562362,-0.004835840826644178,674.0,1.2412523020257826,-0.06792985385391112,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8410304075147584,1292
EVI5L,-0.3647239261782437,-0.6171670832199647,0,-0.08035224866487245,-0.338001398531681,0,1,614.0,2.0,rest_qc_pass,-,-0.4054651081081645,0.6171670832199647,0.338001398531681,0.3647239261782437,0.08035224866487245,531.0,0.9779005524861878,0.20952679456602585,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8403933934177465,1293
WASL,-0.13450798217219903,-0.2695632390749241,0,-0.025078902618600178,-0.028966164147876425,0,31,1248.0,38.0,rest_qc_pass,-,-0.19782574332991976,0.2695632390749241,0.028966164147876425,0.13450798217219903,0.025078902618600178,1172.0,2.158379373848987,0.09064536444000057,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8402646511422838,1294
PHLDA1,-0.25445774652854175,-0.23680397677092,0,0.1140440578815441,0.07157045563329834,0,1,1024.0,0.0,rest_qc_fail,ontarget_ns,0.6931471805599453,0.23680397677092,-0.07157045563329834,0.25445774652854175,-0.1140440578815441,806.0,1.4843462246777164,0.3453639714720326,non-depleting,False,False,False,True,False,True,indeterminate,False,evidence,0.8398199768720885,1295
CHID1,-0.12002911439319125,-0.23676204054076833,0,-0.034628831354128545,0.08947632792468194,0,7,743.0,3.0,rest_qc_pass,-,0.6931471805599452,0.23676204054076833,-0.08947632792468194,0.12002911439319125,0.034628831354128545,781.0,1.438305709023941,-0.07196033760338305,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8397180708821945,1296
LMBR1,-0.1835694377358889,-0.27966185595196813,0,-0.03037788137754586,-0.03841495514591838,0,2,929.0,2.0,rest_qc_pass,-,0.0,0.27966185595196813,0.03841495514591838,0.1835694377358889,0.03037788137754586,1056.0,1.9447513812154695,-0.18485933297580048,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8389820989582493,1297
ITGB1BP2,-0.2619690090922255,-0.23634242072553185,0,-0.01197239051088663,0.034770790087341866,0,1,570.0,0.0,rest_qc_fail,ontarget_ns,0.6931471805599453,0.23634242072553185,-0.034770790087341866,0.2619690090922255,0.01197239051088663,590.0,1.0865561694290975,-0.049753035197099615,non-depleting,False,False,False,True,False,True,indeterminate,False,evidence,0.8386983852190781,1298
SAMD9L,-0.196039526172091,-0.23618816896701691,0,-0.09130888859770254,0.07682531452883086,0,4,1383.0,3.0,rest_qc_pass,-,0.2231435513142097,0.23618816896701691,-0.07682531452883086,0.196039526172091,0.09130888859770254,1344.0,2.4751381215469612,0.04126801837173396,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.838323549949253,1299
PRSS23,-0.4595665886588595,-0.8952049035820291,0,-0.45668408599544613,-0.586517820470752,0,1,207.0,1.0,rest_qc_fail,ontarget_ns,0.0,0.8952049035820291,0.586517820470752,0.4595665886588595,0.45668408599544613,314.0,0.578268876611418,-0.6011337913923018,non-depleting,False,False,False,True,False,True,indeterminate,False,evidence,0.836865825445419,1300
PIGG,-0.2886001527675598,-0.3765973977060984,0,-0.08033257616177839,-0.1255311493417084,0,1,618.0,1.0,rest_qc_pass,-,0.0,0.3765973977060984,0.1255311493417084,0.2886001527675598,0.08033257616177839,749.0,1.3793738489871086,-0.27735888055437646,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8364594826559704,1301
PLCB3,-0.1936568606339924,-0.676962559197371,0,-0.094381708340872,-0.39274414926830103,0,3,682.0,2.0,rest_qc_pass,-,0.2876820724517808,0.676962559197371,0.39274414926830103,0.1936568606339924,0.094381708340872,704.0,1.296500920810313,-0.04580368961312479,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.836092339531903,1302
PIP4K2C,-0.29087427493779594,-0.37617049374627587,0,-0.09048274948650975,-0.12535360154841035,0,2,509.0,2.0,rest_qc_pass,-,0.0,0.37617049374627587,0.12535360154841035,0.29087427493779594,0.09048274948650975,542.0,0.998158379373849,-0.0906271952781762,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8359073133232868,1303
DARS1,-0.43022475942824834,-0.47337483729719587,0,-0.2308339611983184,-0.21186456421813693,0,11,103.0,90.0,rest_qc_fail,ontarget_ns,-2.0259528567288494,0.47337483729719587,0.21186456421813693,0.43022475942824834,0.2308339611983184,59.0,0.10865561694290976,0.8038574778213772,depleting-at-rest,False,False,False,True,False,True,indeterminate,False,evidence,0.8356919171368711,1304
POMGNT2,-0.1644117915808521,-0.23507486441710873,0,0.021999376312326784,0.42336270178968927,0,1,541.0,3.0,rest_qc_pass,-,-0.6931471805599453,0.23507486441710873,-0.42336270178968927,0.1644117915808521,-0.021999376312326784,550.0,1.0128913443830572,-0.023803024585206684,non-depleting,False,True,False,True,False,True,fail,False,evidence,0.8356181946561911,1305
PEA15,-0.1816671106457842,-0.4594276336989183,0,-0.014869039613663685,-0.20000202283696192,0,3,310.0,3.0,rest_qc_pass,-,0.0,0.4594276336989183,0.20000202283696192,0.1816671106457842,0.014869039613663685,329.0,0.6058931860036832,-0.08581936846100398,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8342188085817055,1306
GLRX2,-0.11869855525716559,-0.2344878475094267,0,0.07528698062252964,0.21579803828233596,0,1,695.0,2.0,rest_qc_pass,-,-0.4054651081081645,0.2344878475094267,-0.21579803828233596,0.11869855525716559,-0.07528698062252964,904.0,1.6648250460405156,-0.37930979480431803,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.834191730263815,1307
HIPK3,-0.3044534106726833,-0.5459692891153674,0,-0.18597468895080335,-0.27707265211258053,0,18,830.0,7.0,rest_qc_pass,-,0.8649974374866045,0.5459692891153674,0.27707265211258053,0.3044534106726833,0.18597468895080335,816.0,1.5027624309392265,0.02454218426279143,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.833892145013255,1308
RHOQ,-0.43017805918772445,-0.345381959593593,0,-0.16754545208380067,-0.09951092990218292,0,5,138.0,1.0,rest_qc_pass,-,1.0986122886681096,0.345381959593593,0.09951092990218292,0.43017805918772445,0.16754545208380067,163.0,0.3001841620626151,-0.2402036974529085,depleting-at-rest,False,False,False,True,False,True,fail,False,evidence,0.8317154202447823,1309
RABGAP1,-0.30679375982655765,-0.5408186657618095,0,-0.1264827861553764,-0.27351095553204946,0,2,935.0,2.0,rest_qc_pass,-,0.0,0.5408186657618095,0.27351095553204946,0.30679375982655765,0.1264827861553764,969.0,1.7845303867403315,-0.051530300640082065,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8311097059391959,1310
TASL,-0.14539411940078376,-0.23315063394005447,0,-0.019696094749579403,0.38048314967637076,0,2,869.0,4.0,rest_qc_pass,-,-0.5108256237659905,0.23315063394005447,-0.38048314967637076,0.14539411940078376,0.019696094749579403,957.0,1.7624309392265194,-0.13916274767162537,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.830942270977806,1311
NRP2,-0.3234071148959996,-0.8293390723461881,0,-0.24304829755054383,-0.5302584934597433,0,3,1105.0,0.0,rest_qc_fail,ontarget_ns,1.3862943611198906,0.8293390723461881,0.5302584934597433,0.3234071148959996,0.24304829755054383,1019.0,1.8766114180478821,0.1168923181129801,non-depleting,False,False,False,True,False,True,indeterminate,False,evidence,0.8305604007286146,1312
BMERB1,-0.32239338953559205,-0.23295052397418897,0,0.19144019534097664,0.2750049930377628,0,3,891.0,1.0,rest_qc_fail,ontarget_ns,0.6931471805599453,0.23295052397418897,-0.2750049930377628,0.32239338953559205,-0.19144019534097664,868.0,1.598526703499079,0.03773038907744254,non-depleting,False,False,False,True,False,True,indeterminate,False,evidence,0.8304559992245887,1313
PABIR2,-0.14687713050289844,-0.23266794410707314,0,0.22132415604851519,0.11158291705532394,0,1,980.0,2.0,rest_qc_fail,neighboring_kd,-0.4054651081081645,0.23266794410707314,-0.11158291705532394,0.14687713050289844,-0.22132415604851519,1001.0,1.843462246777164,-0.030588319833422896,non-depleting,False,False,False,True,False,True,indeterminate,False,evidence,0.829769323741876,1314
ALMS1,-0.270688744894528,-0.487755924916754,0,-0.24305840854852695,-0.22683100676732218,0,7,725.0,11.0,rest_qc_pass,-,-0.4054651081081646,0.487755924916754,0.22683100676732218,0.270688744894528,0.24305840854852695,584.0,1.0755064456721914,0.31201262602227964,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8297367815908154,1315
FCHSD2,-0.23451353004285097,-0.23259019620116714,0,0.11909464526500474,0.4390635024448699,0,2,845.0,2.0,rest_qc_pass,-,0.0,0.23259019620116714,-0.4390635024448699,0.23451353004285097,-0.11909464526500474,961.0,1.7697974217311234,-0.1855850896042037,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.8295803945681071,1316
