gene_name,eff_mean_lfc,eff_mean_z,n_module_down,tol_mean_lfc,tol_mean_z,n_tolerance_down,stim_de_genes,n_cells_target,rest_de_genes,rest_qc_class,rest_qc_fail_reason,selectivity,efficacy,tolerance_loss,efficacy_lfc,tolerance_loss_lfc,rest_cells,rest_cells_ratio,log2_stim_over_rest_cells,viability_tier,is_iei,is_core_essential,fail_direction,fail_evidence,fail_tolerance,fail_homeostasis,homeostasis_verdict,safe,reject_reason,window_score,window_rank
HDLBP,0.014446395517234062,-0.012906790300912768,0,0.18800195095699035,0.4040082552461058,0,1,878.0,2.0,rest_qc_fail,ontarget_ns,-0.4054651081081645,0.012906790300912768,-0.4040082552461058,-0.014446395517234062,-0.18800195095699035,795.0,1.4640883977900552,0.14326607936364044,non-depleting,False,False,False,True,False,True,indeterminate,False,evidence,0.29574473836862925,2554
SH3TC1,-0.12881135644308425,-0.012616933805487562,0,0.06051484634542522,0.1016683124429469,0,1,2107.0,1.0,rest_qc_pass,-,0.0,0.012616933805487562,-0.1016683124429469,0.12881135644308425,-0.06051484634542522,2234.0,4.114180478821363,-0.08443887166600864,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.29504038051417547,2555
FHIP2B,-0.17200768783516185,-0.0757280256634461,0,-0.28108292216336267,-0.05622808387716465,0,4,471.0,1.0,rest_qc_pass,-,0.916290731874155,0.0757280256634461,0.05622808387716465,0.17200768783516185,0.28108292216336267,596.0,1.0976058931860038,-0.3395852708493783,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.29473710985994966,2556
GRB10,-0.23060774301440531,-0.43015464284490623,0,-0.26960581146292484,-0.37170328520065127,0,5,912.0,3.0,rest_qc_fail,ontarget_ns,0.4054651081081644,0.43015464284490623,0.37170328520065127,0.23060774301440531,0.26960581146292484,1027.0,1.8913443830570902,-0.17133045215345336,non-depleting,False,False,False,True,False,True,indeterminate,False,evidence,0.2938456828553869,2557
ALKBH2,-0.38007963683113044,-0.7405620410597181,0,-0.2866949168838012,-0.6477940584512402,0,97,344.0,365.0,rest_qc_fail,neighboring_kd,-1.3176658547307936,0.7405620410597181,0.6477940584512402,0.38007963683113044,0.2866949168838012,452.0,0.8324125230202578,-0.3939142077130898,non-depleting,False,False,False,True,False,True,indeterminate,False,evidence,0.29361950577110085,2558
BRPF3,-0.07630889367584508,-0.011654907231369735,0,0.2542590960626602,0.5263111107245919,0,2,457.0,1.0,rest_qc_pass,-,0.4054651081081645,0.011654907231369735,-0.5263111107245919,0.07630889367584508,-0.2542590960626602,475.0,0.8747697974217311,-0.055733348160240566,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.29270263413150743,2559
LIMK1,-0.10895375815969144,-0.011512408309254353,0,0.0015655582369313002,0.012250771977193462,0,1,798.0,2.0,rest_qc_pass,-,-0.4054651081081645,0.011512408309254353,-0.012250771977193462,0.10895375815969144,-0.0015655582369313002,939.0,1.729281767955801,-0.23473641143142865,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.2923563585205506,2560
CD320,-0.002671087848301272,-0.01127433036553608,0,0.026683420625589708,0.03700452692286324,0,2,898.0,1.0,rest_qc_pass,-,0.4054651081081645,0.01127433036553608,-0.03700452692286324,0.002671087848301272,-0.026683420625589708,818.0,1.5064456721915285,0.13461460179939813,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.29177782372047933,2561
HPGD,-0.19884464860807602,-0.4175927082904391,0,-0.0465795577533013,-0.3613793793013833,0,2,1082.0,2.0,rest_qc_pass,-,0.0,0.4175927082904391,0.3613793793013833,0.19884464860807602,0.0465795577533013,925.0,1.703499079189687,0.22617522842314083,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.2915339020120052,2562
SRSF9,-0.0633684316822231,-0.010812632456778826,0,0.14617174179234843,0.19035917170797081,0,10,914.0,3.0,rest_qc_pass,-,1.01160091167848,0.010812632456778826,-0.19035917170797081,0.0633684316822231,-0.14617174179234843,1089.0,2.005524861878453,-0.25273788365883715,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.29065588733626624,2563
MKLN1,-0.40783674298357686,-0.8526582356905914,0,-0.40539016420982077,-0.7486102524205642,0,2,288.0,1.0,rest_qc_pass,-,0.4054651081081645,0.8526582356905914,0.7486102524205642,0.40783674298357686,0.40539016420982077,297.0,0.5469613259668509,-0.044394119358453395,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.2904971523971649,2564
ADARB1,-0.43053531697121095,-0.7048417237346405,0,-0.38804937027933195,-0.6172356557628274,0,3,637.0,3.0,rest_qc_pass,-,0.0,0.7048417237346405,0.6172356557628274,0.43053531697121095,0.38804937027933195,641.0,1.1804788213627992,-0.009030984362440613,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.2903307989171172,2565
RBAK,-0.026048623601064306,-0.010578219137503009,0,0.17282297780173766,0.3778593046719286,0,3,1065.0,6.0,rest_qc_pass,-,-0.5596157879354227,0.010578219137503009,-0.3778593046719286,0.026048623601064306,-0.17282297780173766,1035.0,1.9060773480662982,0.04122266272651288,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.2900862576566612,2566
KRAS,-0.08160209772820198,-0.21162551262673746,0,-0.19305655102180053,-0.17907080802079867,0,4,651.0,1.0,rest_qc_pass,-,0.916290731874155,0.21162551262673746,0.17907080802079867,0.08160209772820198,0.19305655102180053,604.0,1.1123388581952118,0.1081089938405566,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.2892565535580617,2567
PIK3C2A,-0.416993096996047,-0.4589066714755429,0,-0.17069550936012673,-0.39915140912094804,0,3,504.0,1.0,rest_qc_pass,-,0.6931471805599453,0.4589066714755429,0.39915140912094804,0.416993096996047,0.17069550936012673,533.0,0.9815837937384899,-0.08071179925925935,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.28870131155188716,2568
SEPTIN1,0.037804398517563384,-0.009998713576432394,0,0.1490452065019025,0.7140262839531086,0,1,320.0,2.0,rest_qc_pass,-,-0.4054651081081645,0.009998713576432394,-0.7140262839531086,-0.037804398517563384,-0.1490452065019025,350.0,0.6445672191528545,-0.1292830169449665,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.2886780460068207,2569
DMAC1,-0.4843862009264427,-0.24279873276286265,0,-0.24537100784987695,-0.20751711246685853,0,143,83.0,1.0,rest_qc_pass,-,4.276666119016055,0.24279873276286265,0.20751711246685853,0.4843862009264427,0.24537100784987695,274.0,0.5046040515653776,-1.7229926516136018,non-depleting,False,False,False,True,False,False,pass,False,evidence,0.2872678240388308,2570
MFSD1,-0.03169438024212293,-0.0092416732325417,0,0.13127098616883837,0.06843620978609168,0,2,1052.0,3.0,rest_qc_pass,-,-0.2876820724517808,0.0092416732325417,-0.06843620978609168,0.03169438024212293,-0.13127098616883837,1105.0,2.034990791896869,-0.07091166498649164,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.28683842081030564,2571
PIK3IP1,-0.05749699319619658,-0.049162178893215336,0,-0.043330797081912675,-0.035762302586389766,0,3,533.0,1.0,rest_qc_pass,-,0.6931471805599453,0.049162178893215336,0.035762302586389766,0.05749699319619658,0.043330797081912675,590.0,1.0865561694290975,-0.1465794214900278,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.28611204207749624,2572
STRIP2,-0.2345058972954229,-0.2953502128173539,0,-0.10282601186681764,-0.2546733265437787,0,3,864.0,1.0,rest_qc_pass,-,0.6931471805599453,0.2953502128173539,0.2546733265437787,0.2345058972954229,0.10282601186681764,797.0,1.4677716390423572,0.11645158817299686,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.28609679671842503,2573
SGPP1,-0.09902252851575082,-0.008919541054118192,0,-0.07132205268237692,0.16922921808426405,0,1,793.0,1.0,rest_qc_pass,-,0.0,0.008919541054118192,-0.16922921808426405,0.09902252851575082,0.07132205268237692,632.0,1.16390423572744,0.32739630752687554,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.28605563231452924,2574
RGS16,-0.1735983490170443,-0.008847819613246592,0,-0.03797805867312359,0.0278484686816596,0,1,748.0,0.0,rest_qc_fail,ontarget_ns,0.6931471805599453,0.008847819613246592,-0.0278484686816596,0.1735983490170443,0.03797805867312359,665.0,1.2246777163904237,0.1696839294990848,non-depleting,False,False,False,True,False,True,indeterminate,False,evidence,0.285881347587404,2575
FDX1,-0.16604336479111798,-0.007935060123503868,0,-0.16048498589122276,0.043438986871462165,0,157,92.0,51.0,rest_qc_pass,-,1.1113513144455394,0.007935060123503868,-0.043438986871462165,0.16604336479111798,0.16048498589122276,156.0,0.287292817679558,-0.7618402628052354,depleting-at-rest,False,False,False,True,False,True,fail,False,evidence,0.28366332133657135,2576
CD27,-0.11544975798846915,-0.007880547000101525,0,-0.005193528320615828,0.12665919343977952,0,1,856.0,1.0,rest_qc_pass,-,0.0,0.007880547000101525,-0.12665919343977952,0.11544975798846915,0.005193528320615828,824.0,1.5174953959484345,0.054966459217928545,non-depleting,True,False,False,True,False,True,fail,False,evidence,0.2835308532109807,2577
TMEM179B,-0.3142247630165233,-0.5361945002654692,0,-0.35181685645094707,-0.4698347192500235,0,2,445.0,1.0,rest_qc_pass,-,0.4054651081081645,0.5361945002654692,0.4698347192500235,0.3142247630165233,0.35181685645094707,475.0,0.8747697974217311,-0.09412217736455004,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.2833434217850759,2578
F5,-0.32885543174451737,-0.7670334940421544,0,-0.305078042683278,-0.6751908594103335,0,9,1098.0,4.0,rest_qc_pass,-,0.6931471805599456,0.7670334940421544,0.6751908594103335,0.32885543174451737,0.305078042683278,1012.0,1.863720073664825,0.11766876431088845,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.28307354348417,2579
BMAL1,-0.28798896652897293,-0.6580190995344061,0,-0.3181123899250193,-0.5784303405070177,0,2,390.0,5.0,rest_qc_pass,-,-0.6931471805599452,0.6580190995344061,0.5784303405070177,0.28798896652897293,0.3181123899250193,453.0,0.8342541436464088,-0.21603692629662447,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.2826010642347925,2580
ABHD2,-0.33165532885043847,-0.6418214597375308,0,-0.31090154604745124,-0.5640761671910322,0,4,453.0,17.0,rest_qc_pass,-,-1.2809338454620642,0.6418214597375308,0.5640761671910322,0.33165532885043847,0.31090154604745124,289.0,0.5322283609576427,0.6484415575455563,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.28246867794018027,2581
ITPKB,-0.25804041305860803,-0.20505383490122642,0,-0.29589532237557026,-0.17585881383004864,0,3,595.0,3.0,rest_qc_pass,-,0.0,0.20505383490122642,0.17585881383004864,0.25804041305860803,0.29589532237557026,560.0,1.0313075506445673,0.0874628412503394,non-depleting,True,False,False,True,False,True,fail,False,evidence,0.28206522517777144,2582
CCDC85B,0.05865171333507403,-0.0068738019433942366,0,-0.047125527821775176,0.09468298817543694,0,3,489.0,2.0,rest_qc_pass,-,0.2876820724517808,0.0068738019433942366,-0.09468298817543694,-0.05865171333507403,0.047125527821775176,318.0,0.585635359116022,0.6208076996678784,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.28108443990192566,2583
DENND2D,-0.3637012713869688,-0.6448195160654309,0,-0.4855840546436379,-0.5673960055627902,0,8,583.0,317.0,rest_qc_pass,-,-3.5648268054439574,0.6448195160654309,0.5673960055627902,0.3637012713869688,0.4855840546436379,626.0,1.152854511970534,-0.10266677373212182,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.2806813000174906,2584
UNC93B1,-0.20714600211530457,-0.29302533510536766,0,-0.1586839203112785,-0.2547787739226083,0,14,358.0,8.0,rest_qc_pass,-,0.5108256237659905,0.29302533510536766,0.2547787739226083,0.20714600211530457,0.1586839203112785,327.0,0.6022099447513812,0.1306689517661739,non-depleting,True,False,False,True,False,True,fail,False,evidence,0.280159116053291,2585
APOBEC3H,-0.038194885487476946,-0.0064303854770641,0,0.32383843142868,0.7474258692967102,0,2,673.0,3.0,rest_qc_pass,-,-0.2876820724517808,0.0064303854770641,-0.7474258692967102,0.038194885487476946,-0.32383843142868,576.0,1.0607734806629834,0.2245376931680046,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.2800069278372207,2586
ZFP90,-0.22728283199723065,-0.4178754272531998,0,-0.16341369334639863,-0.3658728850195069,0,3,537.0,3.0,rest_qc_pass,-,0.0,0.4178754272531998,0.3658728850195069,0.22728283199723065,0.16341369334639863,537.0,0.988950276243094,0.0,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.2799406997072349,2587
CEP97,0.010712332165121422,-0.0063585135412172755,0,0.031105738280342306,0.02235014360413819,0,2,383.0,2.0,rest_qc_pass,-,0.0,0.0063585135412172755,-0.02235014360413819,-0.010712332165121422,-0.031105738280342306,337.0,0.6206261510128913,0.18459580074309867,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.27983227740389427,2588
ACSL1,-0.33081755172661437,-0.09964031446373808,0,-0.14539109535999453,-0.08325965369602518,0,110,191.0,6.0,rest_qc_pass,-,2.7636200522570205,0.09964031446373808,0.08325965369602518,0.33081755172661437,0.14539109535999453,238.0,0.43830570902394106,-0.31738893527219475,depleting-at-rest,False,False,False,True,False,False,pass,False,evidence,0.27897045379274277,2589
MFF,-0.15818351405862566,-0.1651954287017192,1,-0.029154497651509223,-0.14169569421823647,0,7,1293.0,5.0,rest_qc_pass,-,0.2876820724517808,0.1651954287017192,0.14169569421823647,0.15818351405862566,0.029154497651509223,1329.0,2.447513812154696,-0.039618829465920234,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.27857213045832663,2590
CCDC14,-0.07460014462652959,-0.005734811191047975,0,-0.02713879109553074,0.03372932740358602,0,1,625.0,1.0,rest_qc_pass,-,0.0,0.005734811191047975,-0.03372932740358602,0.07460014462652959,0.02713879109553074,535.0,0.9852670349907919,0.22431729826094013,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.27831666655467524,2591
ECSIT,-0.6183553898265906,-1.0108991340008195,6,-0.25072678503312124,-0.8938049492366597,1,694,436.0,11.0,rest_qc_pass,-,4.059005195776791,1.0108991340008195,0.8938049492366597,0.6183553898265906,0.25072678503312124,545.0,1.003683241252302,-0.3219280948873623,non-depleting,False,False,False,False,False,False,pass,True,-,0.2782263137490386,2592
HEATR6,0.039563604190625566,-0.1263324261950186,0,-0.2208514594337789,-0.10727309412611856,0,5,812.0,4.0,rest_qc_pass,-,0.18232155679395468,0.1263324261950186,0.10727309412611856,-0.039563604190625566,0.2208514594337789,722.0,1.3296500920810312,0.16948089029800514,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.278207018515992,2593
ZNF653,-0.02959122176507252,-0.005547646186599718,0,0.16390476373266594,0.1988689965738936,0,2,663.0,121.0,rest_qc_pass,-,-3.7054087560651467,0.005547646186599718,-0.1988689965738936,0.02959122176507252,-0.16390476373266594,554.0,1.0202578268876612,0.25912289406339933,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.27786185135114294,2594
C14orf28,-0.4236718516626945,-0.8737316995087476,0,-0.37213949672497354,-0.7724041003048652,0,1,629.0,2.0,rest_qc_pass,-,-0.4054651081081645,0.8737316995087476,0.7724041003048652,0.4236718516626945,0.37213949672497354,548.0,1.0092081031307552,0.19888412391876234,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.2766803955924606,2595
NIPA1,-0.3316766924164608,-0.638476258572893,0,-0.20567567846285864,-0.5632581691379605,0,3,583.0,1.0,rest_qc_pass,-,0.6931471805599453,0.638476258572893,0.5632581691379605,0.3316766924164608,0.20567567846285864,590.0,1.0865561694290975,-0.01721907104870722,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.2765752545066025,2596
PPP1R14B,-0.614299236962562,-0.8874583660543934,2,-0.6403986201552567,-0.7846822867343571,0,71,137.0,0.0,rest_qc_fail,ontarget_ns,4.276666119016055,0.8874583660543934,0.7846822867343571,0.614299236962562,0.6403986201552567,173.0,0.31860036832412525,-0.3365961446761979,depleting-at-rest,False,False,False,True,False,False,indeterminate,False,evidence,0.27648168571141296,2597
GHITM,-0.195465456286913,-0.00495502818466087,0,0.31189773913991536,0.9276489766044637,0,5,541.0,3.0,rest_qc_pass,-,0.4054651081081644,0.00495502818466087,-0.9276489766044637,0.195465456286913,-0.31189773913991536,538.0,0.990791896869245,0.00802242127019122,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.2764217761727551,2598
SIRT3,-0.07962603786166308,-0.004778310086325732,0,0.08769052663073071,0.2822798579647088,0,2,879.0,5.0,rest_qc_pass,-,-0.6931471805599452,0.004778310086325732,-0.2822798579647088,0.07962603786166308,-0.08769052663073071,951.0,1.7513812154696133,-0.11358217571715934,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.2759923471878918,2599
NSD1,-0.9204514295186432,-2.3642663658029366,16,-0.9053775036425642,-2.098088021889593,4,2175,683.0,1767.0,rest_qc_pass,-,0.2076393647782444,2.3642663658029366,2.098088021889593,0.9204514295186432,0.9053775036425642,862.0,1.587476979742173,-0.33580229079900775,non-depleting,False,False,False,False,True,True,fail,False,tolerance,0.27577720055072685,2600
NUDT16,-0.12677350492152004,-0.2929552452705224,0,-0.16255912637368483,-0.25640404874084216,0,21,1144.0,10.0,rest_qc_pass,-,0.6931471805599454,0.2929552452705224,0.25640404874084216,0.12677350492152004,0.16255912637368483,1114.0,2.0515653775322282,0.038337819438357644,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.27554711371495827,2601
TSPAN3,-0.3598450268468404,-0.48455982303472106,0,-0.11883432638146736,-0.4268409424799595,0,1,465.0,1.0,rest_qc_pass,-,0.0,0.48455982303472106,0.4268409424799595,0.3598450268468404,0.11883432638146736,575.0,1.0589318600368325,-0.30633123983634386,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.2753668554826394,2602
ACTR1B,-0.01563771276081166,-0.03379414279090004,0,-0.021062714417924348,-0.026045509076447523,0,2,360.0,2.0,rest_qc_pass,-,0.0,0.03379414279090004,0.026045509076447523,0.01563771276081166,0.021062714417924348,363.0,0.6685082872928176,-0.011972641666075944,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.2753222050315441,2603
ZNF678,-0.12388208050973872,-0.00722920008595021,0,0.09694486922505297,-0.00246070018145434,0,1,554.0,0.0,rest_qc_fail,ontarget_ns,0.6931471805599453,0.00722920008595021,0.00246070018145434,0.12388208050973872,-0.09694486922505297,588.0,1.0828729281767955,-0.085930178787176,non-depleting,False,False,False,True,False,True,indeterminate,False,evidence,0.27522326500465444,2604
HTATSF1,-0.256565975124481,-0.4726305001983435,0,-0.4337944319303414,-0.41642852852836676,0,5,405.0,2.0,rest_qc_pass,-,0.6931471805599452,0.4726305001983435,0.41642852852836676,0.256565975124481,0.4337944319303414,431.0,0.7937384898710865,-0.0897659613171111,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.2748342174170652,2605
PLEKHB2,-0.17251305207002632,-0.0041985293045755726,0,0.15854617500230542,0.49865808440113707,0,1,272.0,1.0,rest_qc_pass,-,0.0,0.0041985293045755726,-0.49865808440113707,0.17251305207002632,-0.15854617500230542,274.0,0.5046040515653776,-0.010569241710187294,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.2745834667455612,2606
HAX1,-0.48872189555761475,-0.6460732830761229,2,-1.2636424156113817,-0.5708768147527431,0,219,119.0,9.0,rest_qc_pass,-,3.091042453358316,0.6460732830761229,0.5708768147527431,0.48872189555761475,1.2636424156113817,137.0,0.2523020257826888,-0.20321431965258313,depleting-at-rest,True,False,False,True,False,False,pass,False,evidence,0.27421534544497206,2607
KAT6B,-0.13603850083824662,-0.0038646634162577964,0,-0.035900811282151404,0.07449523441293913,0,1,856.0,1.0,rest_qc_pass,-,0.0,0.0038646634162577964,-0.07449523441293913,0.13603850083824662,0.035900811282151404,890.0,1.6390423572744015,-0.056194539452613226,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.2737721650687579,2608
PARP6,-0.08321724892263127,-0.0037312253024297665,0,0.09271627243667736,0.31673741131316757,0,3,447.0,1.0,rest_qc_pass,-,0.6931471805599453,0.0037312253024297665,-0.31673741131316757,0.08321724892263127,-0.09271627243667736,407.0,0.7495395948434622,0.13524603691707063,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.27344790742733294,2609
PLEKHF2,-0.11686781101929825,-0.16469631941258978,0,-0.13979078494715746,-0.14317913159423812,0,2,931.0,9.0,rest_qc_pass,-,-1.2039728043259361,0.16469631941258978,0.14317913159423812,0.11686781101929825,0.13979078494715746,767.0,1.412523020257827,0.27955459005586014,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.2733052259527098,2610
SLC25A17,-0.5581474043930525,-0.7559141635228347,0,-0.2518731486441361,-0.6689538913828386,0,2,450.0,1.0,rest_qc_pass,-,0.4054651081081645,0.7559141635228347,0.6689538913828386,0.5581474043930525,0.2518731486441361,501.0,0.9226519337016574,-0.1548856019781714,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.2730982088421525,2611
LRRC57,-0.11100345140749888,-0.00357992442163281,0,0.07659371872594901,0.6145883116792159,0,3,671.0,6.0,rest_qc_pass,-,-0.5596157879354227,0.00357992442163281,-0.6145883116792159,0.11100345140749888,-0.07659371872594901,735.0,1.3535911602209945,-0.13143148352354322,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.27308024285725396,2612
ZNF318,-0.08337630070386132,-0.05723576300225745,0,-0.20125708580086854,-0.047848152063148554,0,5,552.0,4.0,rest_qc_pass,-,0.18232155679395468,0.05723576300225745,0.047848152063148554,0.08337630070386132,0.20125708580086854,756.0,1.3922651933701657,-0.45371796744290366,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.2727018477071349,2613
CUL7,-0.2599378661263268,-0.4678809801186,0,-0.14986721503723147,-0.41300358311680413,0,2,305.0,1.0,rest_qc_fail,ontarget_ns,0.4054651081081645,0.4678809801186,0.41300358311680413,0.2599378661263268,0.14986721503723147,213.0,0.39226519337016574,0.5179558122244105,depleting-at-rest,False,False,False,True,False,True,indeterminate,False,evidence,0.2726527437378105,2614
ARAP1,-0.1473292662801989,-0.17960396741132195,0,-0.11718578658505391,-0.15669173707549297,0,2,386.0,3.0,rest_qc_pass,-,-0.2876820724517808,0.17960396741132195,0.15669173707549297,0.1473292662801989,0.11718578658505391,485.0,0.8931860036832413,-0.3293838998064097,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.2726028075678295,2615
ALPK1,0.0011154011238387676,-0.003349825671681947,0,0.34498711964157724,0.7451376699107841,0,8,801.0,14.0,rest_qc_fail,ontarget_ns,-0.5108256237659905,0.003349825671681947,-0.7451376699107841,-0.0011154011238387676,-0.34498711964157724,857.0,1.5782688766114181,-0.09749296170378968,non-depleting,True,False,False,True,False,True,indeterminate,False,evidence,0.27252109767891286,2616
AP1G1,-0.26829807152498936,-0.514540528019568,0,-0.2741438033468883,-0.4548910113456215,0,1,266.0,1.0,rest_qc_pass,-,0.0,0.514540528019568,0.4548910113456215,0.26829807152498936,0.2741438033468883,204.0,0.3756906077348066,0.38285709352969405,depleting-at-rest,False,False,False,True,False,True,fail,False,evidence,0.27156315174907647,2617
ZNF470,-0.11568037634809858,-0.19068571585575372,0,-0.015596654223112287,-0.16705850003565534,0,1,641.0,355.0,rest_qc_pass,-,-5.181783550292085,0.19068571585575372,0.16705850003565534,0.11568037634809858,0.015596654223112287,368.0,0.6777163904235728,0.8006185905617281,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.27120057936879716,2618
ZNF546,-0.14087948603667771,-0.024802890512112638,0,0.10035591948121149,-0.019617978688856914,0,5,736.0,1.0,rest_qc_pass,-,1.0986122886681096,0.024802890512112638,0.019617978688856914,0.14087948603667771,-0.10035591948121149,888.0,1.6353591160220995,-0.27085391029309314,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.2710389329815188,2619
ZC3H15,-0.3648677210161704,-0.6542856267638704,2,-0.3600386401964544,-0.579351543329023,0,15,356.0,24.0,rest_qc_pass,-,-0.4462871026284194,0.6542856267638704,0.579351543329023,0.3648677210161704,0.3600386401964544,370.0,0.6813996316758748,-0.055648029549914296,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.2710111032058138,2620
NEIL3,-0.3097019662875865,-0.20248240348426477,0,-0.18037229850534736,-0.1779223424521173,0,2,570.0,1.0,rest_qc_pass,-,0.4054651081081645,0.20248240348426477,0.1779223424521173,0.3097019662875865,0.18037229850534736,577.0,1.0626151012891345,-0.017609399593378473,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.270177210659154,2621
RAB29,-0.05061605962692989,-0.002126333168968958,0,0.05342173186888704,0.2997949628890175,0,1,702.0,1.0,rest_qc_pass,-,0.0,0.002126333168968958,-0.2997949628890175,0.05061605962692989,-0.05342173186888704,672.0,1.2375690607734806,0.0630097975258005,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.2695479831627555,2622
AMN1,-0.12489648967667707,-0.46213089761235204,0,-0.2705685164296894,-0.4090334919607386,0,1,437.0,1.0,rest_qc_pass,-,0.0,0.46213089761235204,0.4090334919607386,0.12489648967667707,0.2705685164296894,448.0,0.8250460405156538,-0.0358654525570057,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.2695296990547378,2623
POLQ,-0.2589230452969423,-0.2640396160436074,0,-0.1641768420416297,-0.2330407832408382,0,4,360.0,1.0,rest_qc_pass,-,0.916290731874155,0.2640396160436074,0.2330407832408382,0.2589230452969423,0.1641768420416297,320.0,0.5893186003683242,0.16992500144231237,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.2691305004485969,2624
CCS,-0.19691036006858484,-0.0018571069274852525,1,-0.22633588387844508,0.06973221860896557,0,85,140.0,289.0,rest_qc_pass,-,-1.2155336267270123,0.0018571069274852525,-0.06973221860896557,0.19691036006858484,0.22633588387844508,177.0,0.3259668508287293,-0.3383225331380309,depleting-at-rest,False,False,False,True,False,True,fail,False,evidence,0.26889375729303355,2625
KIAA0040,-0.08426803996832986,-0.001784482101356566,0,0.21982809159871308,0.20866551797999344,0,2,903.0,1.0,rest_qc_pass,-,0.4054651081081645,0.001784482101356566,-0.20866551797999344,0.08426803996832986,-0.21982809159871308,1029.0,1.8950276243093922,-0.1884450894131103,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.2687172773192553,2626
SOS2,0.030098523095355045,-0.0015072245636178101,0,0.12572421532709033,0.32398908117079267,0,2,587.0,6.0,rest_qc_pass,-,-0.8472978603872034,0.0015072245636178101,-0.32398908117079267,-0.030098523095355045,-0.12572421532709033,728.0,1.3406998158379373,-0.31057794708864406,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.2680435352175774,2627
ANXA4,-0.1826850946608127,-0.3732059433115809,0,-0.22041178664588448,-0.3308016075612752,0,2,733.0,1.0,rest_qc_pass,-,0.4054651081081645,0.3732059433115809,0.3308016075612752,0.1826850946608127,0.22041178664588448,789.0,1.4530386740331491,-0.10621210187964668,non-depleting,False,False,False,True,False,True,fail,False,evidence,0.2672384642159541,2628
SPHK2,-0.16736923050799374,-0.23838427737217008,0,-0.19757589049665394,-0.21110163214349742,0,1,227.0,1.0,rest_qc_fail,ontarget_ns,0.0,0.23838427737217008,0.21110163214349742,0.16736923050799374,0.19757589049665394,164.0,0.3020257826887661,0.46899648267283117,depleting-at-rest,False,False,False,True,False,True,indeterminate,False,evidence,0.266744532137113,2629
ZNF573,-0.34784824755954685,-0.7461146195290118,0,-0.20776454067719616,-0.6626719197208053,0,2,507.0,0.0,rest_qc_fail,ontarget_ns,1.0986122886681098,0.7461146195290118,0.6626719197208053,0.34784824755954685,0.20776454067719616,570.0,1.0497237569060773,-0.16897617204876353,non-depleting,False,False,False,True,False,True,indeterminate,False,evidence,0.26645297494616127,2630
