T_real,p_module_level,n_modules,n_null_per_module,T_null_median,T_null_p95,T_null_max,T_recovery_expression_matched,T_effector_positive_control,p_effector_positive_control,loo_fpr_module_level,mwu_fpr_per_perturbation,mwu_p_void,coinduction_share_of_scripts10_effect,rho_bar_real,rho_bar_null_median,rho_bar_null_max,spearman_rhobar_vs_T_null,spearman_rhobar_vs_T_null_p,p_module_level_coregulated_quartile
2.5999404825453336,0.004975124378109453,200,200,-0.11402250610036699,0.5390538766424031,1.1214655562992435,3.94775639970071,10.481358231686144,0.0196078431372549,0.045,0.15,5.568705927612544e-11,0.34141314222365843,0.1046464592153991,0.01103716969555038,0.08666342203499773,0.2055636390909773,0.0034987667266014833,0.0196078431372549
