gene_name,eff_mean_lfc,eff_mean_z,n_module_down,tol_mean_lfc,n_tolerance_down,stim_de_genes,n_cells_target,rest_de_genes,selectivity,efficacy,tolerance_loss,rest_cells,rest_cells_ratio,log2_stim_over_rest_cells,viability_tier,is_iei,is_core_essential,fail_evidence,fail_homeostasis,fail_tolerance,safe,reject_reason,window_score,window_rank,loeuf,pli,n_tissues_expressed,n_nonimmune_tissues,max_nonimmune_ntpm,is_ceg,is_neg,lof_intolerant,ubiquitous,systemic_risk
OTUB2,-0.0796719045803363,0.0161053161850704,0,0.2335278241437556,0,1,956.0,0.0,0.6931471805599453,0.0796719045803363,-0.2335278241437556,828.0,1.5248618784530388,0.2073798504814233,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.7068864702263088,1808,1.036,0.00061555,8.0,8.0,13.2,False,False,False,False,False
JUN,-0.125383317218237,-0.1401077081891336,0,0.2076112371528682,0,2,599.0,1.0,0.4054651081081645,0.125383317218237,-0.2076112371528682,651.0,1.198895027624309,-0.1201015403768498,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.7067528467579774,1809,0.717,0.46638,51.0,45.0,191.6,False,False,False,True,True
PRKCSH,-0.4456849825107948,-1.1042897227858233,0,0.0405400877238509,0,2,356.0,14.0,-1.6094379124341005,0.4456849825107948,-0.0405400877238509,288.0,0.5303867403314917,0.3058084295240854,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.706478096469668,1810,0.699,2.1893e-06,51.0,45.0,176.1,False,False,False,True,True
LUZP1,-0.1896364834617577,0.0066631416176658,0,0.1164829891406907,0,1,378.0,1.0,0.0,0.1896364834617577,-0.1164829891406907,311.0,0.572744014732965,0.2814716540904702,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.7057595559656069,1811,,,51.0,45.0,23.3,False,False,False,True,True
YDJC,-0.1999095371707782,-0.2515962703091102,0,-0.0725986084743361,0,2,565.0,1.0,0.4054651081081645,0.1999095371707782,0.0725986084743361,656.0,1.2081031307550645,-0.2154449473155335,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.705699270424363,1812,1.927,1.4567e-11,43.0,40.0,9.7,False,False,False,True,True
CNPPD1,-0.1122140226190956,-0.1950196783964884,0,-0.0319338428094116,0,5,260.0,2.0,0.6931471805599452,0.1122140226190956,0.0319338428094116,405.0,0.7458563535911602,-0.6394102847435327,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.7053109964071778,1813,1.04,1.2263e-10,51.0,45.0,92.9,False,False,False,True,True
SYPL1,-0.1484841638470093,-0.2017266717749167,0,-0.0045572244474382,0,3,1292.0,2.0,0.2876820724517808,0.1484841638470093,0.0045572244474382,950.0,1.7495395948434622,0.4436066514756148,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.7052741659970215,1814,0.545,0.94249,51.0,45.0,189.5,False,False,True,True,True
UQCRB,-0.1140369624861181,0.3452937116359879,1,0.0173447531571601,0,579,118.0,360.0,0.4741501452075845,0.1140369624861181,-0.0173447531571601,254.0,0.4677716390423573,-1.1060416374103246,depleting-at-rest,False,False,True,True,False,False,"evidence,homeostasis",0.7047771001483962,1815,0.953,0.0051137,51.0,45.0,1224.5,False,False,False,True,True
SCP2,-0.189343297853215,-0.2071081422365122,0,0.0035649146892916,0,3,1130.0,3.0,0.0,0.189343297853215,-0.0035649146892916,1161.0,2.138121546961326,-0.0390451995630163,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.7043989298478956,1816,0.945,8.0428e-06,51.0,45.0,1042.5,False,False,False,True,True
TIMM9,-0.972661409691852,-1.2114988974745435,0,-0.4679162229827894,0,11,78.0,79.0,-1.8971199848858809,0.972661409691852,0.4679162229827894,72.0,0.1325966850828729,0.1154772174199358,depleting-at-rest,False,False,True,True,False,False,"evidence,homeostasis",0.7038459979871736,1817,1.215,0.018075,51.0,45.0,67.8,False,False,False,True,True
CDK19,-0.1491705575318132,-0.1991050606951279,0,0.1041114203543677,0,8,531.0,6.0,0.2513144282809063,0.1491705575318132,-0.1041114203543677,651.0,1.198895027624309,-0.2939456823614818,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.7034019258413852,1818,0.655,0.48967,51.0,45.0,25.2,False,False,False,True,True
LETM2,0.1024320509376101,0.2634780256818787,3,-0.1822840339751088,0,386,491.0,18.0,3.0139857138633417,-0.1024320509376101,0.1822840339751088,421.0,0.7753222836095764,0.2219027912482971,non-depleting,False,False,False,False,False,True,-,0.703198601224671,1819,1.247,6.8413e-12,35.0,29.0,22.2,False,False,False,False,False
APEH,-0.2069119250233361,-0.3054923604814107,0,-0.0174251384117047,0,1,1160.0,1.0,0.0,0.2069119250233361,0.0174251384117047,1011.0,1.861878453038674,0.1983418081119198,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.7026648018563568,1820,0.871,2.2158e-18,51.0,45.0,97.3,False,False,False,True,True
PIK3R5,-0.4445694254955569,-0.4550913066271294,0,-0.0787218294346865,0,1,214.0,5.0,-1.0986122886681096,0.4445694254955569,0.0787218294346865,166.0,0.3057090239410681,0.3664275550542222,depleting-at-rest,False,False,True,True,False,False,"evidence,homeostasis",0.7020475610224204,1821,0.443,0.99971,38.0,32.0,13.7,False,False,True,False,True
CLCN3,-0.18846640108151,-0.4451270270062506,0,0.0528938518916552,0,1,792.0,1.0,0.0,0.18846640108151,-0.0528938518916552,621.0,1.143646408839779,0.350907161859128,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.700329396366873,1822,0.342,1.0,51.0,45.0,66.2,False,False,True,True,True
NEIL3,-0.3097019662875865,-0.2024824034842647,0,-0.1803722985053473,0,2,570.0,1.0,0.4054651081081645,0.3097019662875865,0.1803722985053473,577.0,1.0626151012891345,-0.0176093995933784,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.7002237942516701,1823,1.052,5.6704e-12,13.0,8.0,2.2,False,False,False,False,False
ZNF669,-0.123616688883525,-0.0357009415107202,0,0.1100279086535615,0,2,967.0,1.0,0.4054651081081645,0.123616688883525,-0.1100279086535615,839.0,1.5451197053406998,0.204845079037018,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6985542156435592,1824,1.05,0.043057,51.0,45.0,5.1,False,False,False,True,True
MCOLN2,-0.4126879906082015,-0.3327440381274502,0,-0.2182674832223592,0,6,218.0,6.0,0.0,0.4126879906082015,0.2182674832223592,220.0,0.4051565377532228,-0.0131753887477331,depleting-at-rest,False,False,True,True,False,False,"evidence,homeostasis",0.6978985485420894,1825,1.039,3.1467e-11,23.0,17.0,14.1,False,False,False,False,False
DNAJC12,-0.0130948660532312,0.1505598223343036,0,0.008041479710925,0,2,714.0,0.0,1.0986122886681098,0.0130948660532312,-0.008041479710925,779.0,1.434622467771639,-0.1256992540325695,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6970950525229697,1826,1.194,8.1495e-07,47.0,43.0,82.3,False,False,False,True,True
TERF1,-0.1875116871259854,-0.1112282468644547,0,0.084425852168152,0,6,541.0,6.0,0.0,0.1875116871259854,-0.084425852168152,468.0,0.861878453038674,0.2091200642434106,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6958987261532601,1827,0.601,0.87023,51.0,45.0,15.3,False,False,False,True,True
PLTP,-0.2492126371177979,-0.3729534661597559,0,-0.1669808256646304,0,1,1016.0,0.0,0.6931471805599453,0.2492126371177979,0.1669808256646304,845.0,1.5561694290976058,0.2658771556026193,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.695767623319158,1828,1.003,2.7787e-12,51.0,45.0,409.2,False,False,False,True,True
HINT1,-0.1366064872559011,-0.2110838549169357,0,-0.0576289819506941,0,3,380.0,1.0,0.6931471805599453,0.1366064872559011,0.0576289819506941,366.0,0.6740331491712708,0.0541557700469054,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6957264018412264,1829,1.779,1.9697e-05,51.0,45.0,548.2,False,False,False,True,True
PPT2,-0.1149610386485855,0.199134025373304,0,-0.0366745842654931,0,1,492.0,0.0,0.6931471805599453,0.1149610386485855,0.0366745842654931,536.0,0.9871086556169428,-0.1235746851185325,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6954054833569392,1830,0.747,0.0030057,45.0,41.0,44.5,False,False,False,True,True
RABGAP1L,-0.379481371963021,-0.7118750295680473,0,-0.2936449663682927,0,3,450.0,1.0,0.6931471805599453,0.379481371963021,0.2936449663682927,296.0,0.5451197053406999,0.6043278255880872,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6950499801047133,1831,0.586,0.00064396,51.0,45.0,114.9,False,False,True,True,True
ATOX1,0.1103417777381113,0.3822410256778448,0,0.1933228361014078,0,12,1356.0,1.0,1.8718021769015916,-0.1103417777381113,-0.1933228361014078,1410.0,2.596685082872928,-0.056337984149812,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6947616649253039,1832,1.362,0.082163,51.0,45.0,407.3,False,False,False,True,True
SCAMP3,-0.2026525491687984,-0.4594850418307223,0,-0.0595815753424723,0,3,767.0,2.0,0.2876820724517808,0.2026525491687984,0.0595815753424723,764.0,1.4069981583793738,0.0056539394671845,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6937230415380571,1833,0.884,4.8892e-07,50.0,44.0,80.4,False,False,False,True,True
EIF1AD,-0.064046841727393,0.4356720863277967,0,0.4546946309521518,0,12,154.0,5.0,0.7731898882334818,0.064046841727393,-0.4546946309521518,149.0,0.2744014732965009,0.0476180202327398,depleting-at-rest,False,False,True,True,False,False,"evidence,homeostasis",0.6934344595415242,1834,0.69,0.4081,51.0,45.0,24.7,False,False,False,True,True
PLCXD2,-0.196082892781736,-0.4035232754790985,0,-0.0715006997800402,0,2,694.0,1.0,0.4054651081081645,0.196082892781736,0.0715006997800402,703.0,1.294659300184162,-0.0185890264942743,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6931868769851695,1835,0.997,1.1527e-05,20.0,14.0,13.7,False,False,False,False,False
GPATCH4,-0.5081217699566428,-0.9712332311905092,0,-0.4192656590160559,0,5,651.0,2.0,0.6931471805599452,0.5081217699566428,0.4192656590160559,463.0,0.852670349907919,0.491645349905399,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6917616827028963,1836,1.67,2.1781e-08,51.0,45.0,65.1,False,False,False,True,True
MDM2,-0.4567504866368573,-0.5599927142039646,0,-0.325111155134632,0,2,85.0,1.0,0.4054651081081645,0.4567504866368573,0.325111155134632,39.0,0.0718232044198895,1.1239887172754532,depleting-at-rest,False,False,True,True,False,False,"evidence,homeostasis",0.6910070875863635,1837,0.325,1.0,51.0,45.0,28.9,False,False,True,True,True
CALU,-0.0761124227359843,-0.1143380418169084,0,0.0836659403422044,0,3,900.0,1.0,0.6931471805599453,0.0761124227359843,-0.0836659403422044,783.0,1.441988950276243,0.2009126939259963,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6903675012802628,1838,0.557,0.91271,51.0,45.0,334.0,False,False,True,True,True
BCAP31,-0.2400786804723022,-0.3880398815126549,0,-0.0522123966596962,0,1,956.0,1.0,0.0,0.2400786804723022,0.0522123966596962,1106.0,2.03683241252302,-0.2102688622539584,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6903529237210484,1839,,,51.0,45.0,393.3,False,False,False,True,True
NDUFS3,-0.1772855092135288,-0.0117954637867434,0,-0.2544762184124373,0,21,441.0,3.0,1.7047480922384255,0.1772855092135288,0.2544762184124373,580.0,1.0681399631675874,-0.3952742444574138,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6902956058544389,1840,0.857,0.00042102,51.0,45.0,318.8,False,False,False,True,True
CLU,-0.2477798900661669,-0.2096715167147929,0,-0.1668626770313341,0,5,397.0,2.0,0.6931471805599452,0.2477798900661669,0.1668626770313341,384.0,0.7071823204419889,0.0480326964218017,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6896830616865464,1841,0.717,0.00056844,51.0,45.0,9103.3,False,False,False,True,True
UBE2G1,-0.2153381686929155,-0.0121778074947198,1,-0.3588844183030091,0,16,477.0,1.0,2.1400661634962708,0.2153381686929155,0.3588844183030091,482.0,0.8876611418047882,-0.01504388022445,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6891792432490611,1842,0.602,0.86839,51.0,45.0,190.2,False,False,False,True,True
ZNF337,-0.3495650683742246,-0.2523820073661195,0,-0.096475397878784,0,1,533.0,2.0,-0.4054651081081645,0.3495650683742246,0.096475397878784,559.0,1.029465930018416,-0.0687127500840142,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6877657417252352,1843,1.086,0.018812,51.0,45.0,72.1,False,False,False,True,True
NECAB3,-0.2312724344267218,-0.292800956505414,0,0.143836930886373,0,2,325.0,3.0,-0.2876820724517808,0.2312724344267218,-0.143836930886373,240.0,0.4419889502762431,0.4374053123072984,depleting-at-rest,False,False,True,True,False,False,"evidence,homeostasis",0.6867123861554498,1844,1.099,1.3234e-10,51.0,45.0,57.4,False,False,False,True,True
KLHL7,-0.1852158621691295,-0.1576268068751551,0,0.0110863638474126,0,1,412.0,1.0,0.0,0.1852158621691295,-0.0110863638474126,417.0,0.7679558011049724,-0.0174030462614452,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6852441806811327,1845,0.79,9.983e-07,51.0,45.0,47.5,False,False,False,True,True
STRAP,-0.3785867608597315,-0.387859196524392,4,-0.080870624262119,0,850,170.0,1700.0,-0.6925594638224872,0.3785867608597315,0.080870624262119,242.0,0.4456721915285451,-0.5094723011368928,depleting-at-rest,False,False,False,True,False,False,homeostasis,0.6851800296370765,1846,0.568,0.84244,51.0,45.0,127.9,False,False,True,True,True
CD74,-0.1849014896357603,0.0366002264518868,0,0.1674776691218185,0,1,343.0,1.0,0.0,0.1849014896357603,-0.1674776691218185,297.0,0.5469613259668509,0.2077456453720464,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6837852295350675,1847,0.85,0.00080925,51.0,45.0,3692.7,False,False,False,True,True
DPH7,-0.2595937474530969,-0.2499617859980444,0,0.0798930960240134,0,9,552.0,15.0,-0.4700036292457352,0.2595937474530969,-0.0798930960240134,738.0,1.3591160220994476,-0.4189525492822271,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6836168275843122,1848,1.371,3.4334e-17,51.0,45.0,13.2,False,False,False,True,True
CDK2AP1,-0.1848534305781658,-0.1770232735689679,0,0.0277398019079677,0,1,495.0,1.0,0.0,0.1848534305781658,-0.0277398019079677,267.0,0.4917127071823204,0.8905887832794182,depleting-at-rest,False,False,True,True,False,False,"evidence,homeostasis",0.6835621953647316,1849,1.523,0.054073,51.0,45.0,431.1,False,False,False,True,True
ALAS1,-0.0336617864502549,-0.1415072076626405,1,-0.0466605817718805,0,13,82.0,3.0,1.2527629684953678,0.0336617864502549,0.0466605817718805,111.0,0.2044198895027624,-0.4368638617320222,depleting-at-rest,False,False,True,True,False,False,"evidence,homeostasis",0.683315500148161,1850,0.65,0.0027492,51.0,45.0,697.4,False,False,False,True,True
HPSE,-0.1390216731823763,-0.0769571154228302,0,0.0021805497636419,0,3,719.0,2.0,0.2876820724517808,0.1390216731823763,-0.0021805497636419,619.0,1.139963167587477,0.2160523612250331,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6831373186340693,1851,1.067,4.2572e-09,36.0,30.0,10.4,False,False,False,False,False
ATP10A,-0.1389034675032177,-0.3514653607730923,0,0.0898974306330971,0,3,884.0,2.0,0.2876820724517808,0.1389034675032177,-0.0898974306330971,791.0,1.4567219152854511,0.1603686749186398,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6825887455471285,1852,0.878,2.7950000000000002e-27,41.0,35.0,19.1,False,False,False,False,False
CCNI2,-0.0722341243952873,-0.103003984325066,0,-0.021778662748291,0,6,970.0,2.0,0.8472978603872034,0.0722341243952873,0.021778662748291,1228.0,2.261510128913444,-0.3402539082956893,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6820416916225481,1853,1.452,4.5031e-13,20.0,19.0,4.6,False,False,False,False,False
SLC16A3,-0.4703031680623504,-0.390946131811694,0,-0.4471946855600158,0,5,234.0,1.0,1.0986122886681096,0.4703031680623504,0.4471946855600158,245.0,0.4511970534069981,-0.066273219419166,depleting-at-rest,False,False,True,True,False,False,"evidence,homeostasis",0.6819726413870819,1854,1.403,1.6113e-08,51.0,45.0,134.4,False,False,False,True,True
BCKDHB,-0.2734440539851605,-0.5172839409663772,0,0.0954868024353653,0,3,945.0,6.0,-0.5596157879354227,0.2734440539851605,-0.0954868024353653,922.0,1.697974217311234,0.035547578679097,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6817714494281741,1855,1.207,1.4827e-11,51.0,45.0,73.2,False,False,False,True,True
BLOC1S5,-0.3707890190264736,-0.637664780243294,0,-0.1185231243718265,0,1,456.0,2.0,-0.4054651081081645,0.3707890190264736,0.1185231243718265,446.0,0.8213627992633518,0.031990114244437,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6809060100599503,1856,1.627,6.8541e-10,51.0,45.0,14.6,False,False,False,True,True
LYST,-0.1842501437144039,-0.4591186819630178,0,0.1353774050968016,0,2,2251.0,2.0,0.0,0.1842501437144039,-0.1353774050968016,2274.0,4.187845303867404,-0.0146661974380921,non-depleting,True,False,True,True,False,False,"evidence,homeostasis",0.6807624403993134,1857,0.505,2.6744e-06,46.0,40.0,29.8,False,False,True,True,True
C2CD5,-0.1842263306326638,-0.39930463168394,0,0.0356284467301019,0,2,891.0,2.0,0.0,0.1842263306326638,-0.0356284467301019,830.0,1.5285451197053408,0.1023140952876348,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6806519278092864,1858,0.756,0.0089617,51.0,45.0,52.0,False,False,False,True,True
CEP128,-0.1840653867861481,-0.2474770167429968,0,0.0224025126476377,0,1,1318.0,1.0,0.0,0.1840653867861481,-0.0224025126476377,1291.0,2.3775322283609577,0.0298613697008612,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6799050139271805,1859,0.958,3.6564e-18,32.0,26.0,4.8,False,False,False,False,False
UBE2O,-0.1839869741487657,-0.1155295877386256,0,0.1055282871692523,0,1,1057.0,1.0,0.0,0.1839869741487657,-0.1055282871692523,1140.0,2.0994475138121547,-0.109058447669421,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6795411137926841,1860,0.193,1.0,51.0,45.0,29.5,False,False,True,True,True
FASTKD1,-0.2816932660872265,-0.4504066036929078,0,-0.0950773146142392,0,2,397.0,2.0,0.0,0.2816932660872265,0.0950773146142392,362.0,0.6666666666666666,0.1331493100597524,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6786463765593188,1861,1.009,4.6355e-12,51.0,45.0,25.5,False,False,False,True,True
ERGIC3,-0.2168092582048228,0.0182268848894589,0,-0.0493958438123794,0,75,2880.0,67.0,0.1112256351102241,0.2168092582048228,0.0493958438123794,3083.0,5.677716390423573,-0.0982660777775005,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6778928255600988,1862,0.782,2.2092e-06,51.0,45.0,523.2,False,False,False,True,True
OPA3,-0.1802466791118732,-0.0765702330569821,0,-0.0593635785235899,0,2,481.0,1.0,0.4054651081081645,0.1802466791118732,0.0593635785235899,525.0,0.9668508287292816,-0.1262805287834429,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6776916938067549,1863,1.92,0.00025016,51.0,45.0,12.0,False,False,False,True,True
EPB41L2,-0.5391755471925358,-0.7035518824700036,0,-0.3568371807366695,0,13,414.0,12.0,0.0741079721537216,0.5391755471925358,0.3568371807366695,323.0,0.5948434622467772,0.3580966028054002,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6774238033473099,1864,0.515,0.75426,51.0,45.0,327.6,False,False,True,True,True
KLHL20,-0.1834780228205755,0.0392985584666737,0,0.0825518565684043,0,1,323.0,1.0,0.0,0.1834780228205755,-0.0825518565684043,366.0,0.6740331491712708,-0.1803094835901176,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6771791545095476,1865,0.539,0.80544,51.0,45.0,15.1,False,False,True,True,True
ARHGEF6,-0.4048738916074845,-0.9998012564279352,0,-0.2595907404590334,1,3,1276.0,2.0,0.2876820724517808,0.4048738916074845,0.2595907404590334,1099.0,2.023941068139963,0.2154369428156383,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6764413105886278,1866,,,51.0,45.0,64.4,False,False,False,True,True
FUCA2,-0.1832711425508498,-0.0651467610850473,0,0.037607023054915,0,1,542.0,1.0,0.0,0.1832711425508498,-0.037607023054915,481.0,0.8858195211786372,0.1722559575838295,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6762190572536587,1867,1.016,4.2652e-10,51.0,45.0,155.6,False,False,False,True,True
KATNA1,-0.2387178592345076,-0.6863514788102991,0,-0.0538847148726951,0,2,502.0,2.0,0.0,0.2387178592345076,0.0538847148726951,594.0,1.0939226519337018,-0.2427755668499937,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.676046287890871,1868,0.753,2.637e-05,51.0,45.0,42.1,False,False,False,True,True
TLE5,-0.2934324095776139,-0.5314880923439411,0,0.2049479411083759,0,1,584.0,3.0,-0.6931471805599453,0.2934324095776139,-0.2049479411083759,660.0,1.2154696132596683,-0.1764976553657985,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6760049402783613,1869,0.631,0.78651,51.0,45.0,594.0,False,False,False,True,True
GTF2A1,-0.0430781695131669,0.3000984208514056,0,-0.1092400048670999,0,43,905.0,8.0,1.5869650565820417,0.0430781695131669,0.1092400048670999,363.0,0.6685082872928176,1.3179482439748171,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.674573879594463,1870,0.425,0.99787,51.0,45.0,21.7,False,False,True,True,True
RASGRF2,-0.2473232449366199,-0.0824983873675362,0,0.5660088053663179,0,3,367.0,5.0,-0.4054651081081644,0.2473232449366199,-0.5660088053663179,461.0,0.848987108655617,-0.3289866875861252,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6742926622153362,1871,0.615,3.1547e-08,45.0,40.0,21.2,False,False,False,True,True
PINK1,-0.1473352236769438,0.1214445625095232,0,0.5643545979708038,0,4,609.0,3.0,0.2231435513142097,0.1473352236769438,-0.5643545979708038,579.0,1.0662983425414363,0.0728788799170957,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6740979214315342,1872,1.315,2.9906999999999997e-21,51.0,45.0,366.6,False,False,False,True,True
MTF2,-0.1087804728959086,-0.3017253377308192,0,0.0186041899030397,0,42,1003.0,26.0,0.4653632496892332,0.1087804728959086,-0.0186041899030397,1074.0,1.977900552486188,-0.0986723873732318,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6738989870645172,1873,0.289,1.0,51.0,45.0,15.8,False,False,True,True,True
EML5,-0.0725432696219439,0.108382488601066,0,0.1529346413623928,0,1,904.0,0.0,0.6931471805599453,0.0725432696219439,-0.1529346413623928,890.0,1.6390423572744015,0.0225174365614275,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6738036495645788,1874,0.565,1.1378e-08,8.0,8.0,10.4,False,False,True,False,True
SLC25A33,-0.2723316777498945,-0.3747798816959203,0,-0.0870842405363482,0,1,1650.0,1.0,0.0,0.2723316777498945,0.0870842405363482,1722.0,3.1712707182320443,-0.0616191182636658,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6733962461250793,1875,0.743,0.027111,51.0,45.0,25.7,False,False,False,True,True
ACVR2B,-0.2519232794034648,-0.3873949726924629,0,-0.1299013357809084,0,2,440.0,1.0,0.4054651081081645,0.2519232794034648,0.1299013357809084,466.0,0.858195211786372,-0.0828264311296206,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6732614225245509,1876,0.409,0.99995,40.0,38.0,6.0,False,False,True,False,True
AFTPH,-0.3314913612733858,-0.3442051418547969,0,-0.0657106373406732,0,2,442.0,4.0,-0.5108256237659905,0.3314913612733858,0.0657106373406732,395.0,0.7274401473296501,0.1621937163269662,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6731575340061198,1877,,,51.0,45.0,42.6,False,False,False,True,True
BTBD3,0.0378777887547745,0.0880952040120057,0,0.2883018608885803,0,3,848.0,0.0,1.3862943611198906,-0.0378777887547745,-0.2883018608885803,522.0,0.9613259668508288,0.7000144579933146,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6728121176757986,1878,0.527,0.94501,51.0,45.0,65.8,False,False,True,True,True
ENOX2,-0.0368333425887382,0.2937280694815505,0,0.1440463409641008,0,4,593.0,1.0,0.916290731874155,0.0368333425887382,-0.1440463409641008,569.0,1.0478821362799264,0.0596034522394216,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6727313046513086,1879,,,51.0,45.0,9.3,False,False,False,True,True
AIG1,-0.182310206171637,-0.1969648067347132,0,0.1242958663457038,0,1,594.0,1.0,0.0,0.182310206171637,-0.1242958663457038,605.0,1.1141804788213627,-0.026472211361191,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6717595097966238,1880,1.28,6.8187e-07,51.0,45.0,220.0,False,False,False,True,True
ARMC1,-0.4753289543478682,-0.7180529449943474,0,-0.2221772444820716,0,1,559.0,2.0,-0.4054651081081645,0.4753289543478682,0.2221772444820716,435.0,0.8011049723756906,0.3618328821070995,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.670740226031002,1881,0.886,0.011144,51.0,45.0,23.0,False,False,False,True,True
WDR44,-0.6647188139518638,-1.0066128638163254,0,-0.1115309533051994,1,26,155.0,272.0,-2.31363492918063,0.6647188139518638,0.1115309533051994,193.0,0.3554327808471454,-0.3163326319938429,depleting-at-rest,False,False,True,True,False,False,"evidence,homeostasis",0.6704118465567925,1882,,,51.0,45.0,11.9,False,False,False,True,True
CKB,-0.1348267657716155,0.2760538440362324,0,-0.0612329271914642,0,1,320.0,0.0,0.6931471805599453,0.1348267657716155,0.0612329271914642,375.0,0.6906077348066298,-0.2288186904958807,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6702453051917696,1883,0.725,0.11564,51.0,45.0,1487.2,False,False,False,True,True
NCLN,-0.252635344798164,-0.2751391373667217,0,-0.0167568305859377,0,9,626.0,13.0,-0.3364722366212125,0.252635344798164,0.0167568305859377,693.0,1.276243093922652,-0.1466926952045954,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6697795245230064,1884,0.812,7.7449e-07,51.0,45.0,59.8,False,False,False,True,True
MYO1F,0.0173133175338724,0.1237392612815171,0,0.0974903641050378,0,13,700.0,3.0,1.2527629684953678,-0.0173133175338724,-0.0974903641050378,704.0,1.296500920810313,-0.0082205068049685,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6697192662637756,1885,0.497,0.58343,48.0,42.0,29.3,False,False,True,True,True
TMEM259,-0.4021586084626692,-0.278928211253925,0,0.0408647120883575,0,7,62.0,31.0,-1.3862943611198908,0.4021586084626692,-0.0408647120883575,83.0,0.152854511970534,-0.4208431209600496,depleting-at-rest,False,False,True,True,False,False,"evidence,homeostasis",0.6691309084320379,1886,0.971,1.4436e-06,51.0,45.0,161.1,False,False,False,True,True
PAFAH1B3,-0.1004953900695463,0.1980304008061287,0,0.00554954994814,0,4,375.0,2.0,0.5108256237659905,0.1004953900695463,-0.00554954994814,355.0,0.6537753222836096,0.0790715709911987,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",0.6689947290462427,1887,1.013,0.00022339,51.0,45.0,62.9,False,False,False,True,True
