gene_name,eff_mean_lfc,eff_mean_z,n_module_down,tol_mean_lfc,n_tolerance_down,stim_de_genes,n_cells_target,rest_de_genes,selectivity,efficacy,tolerance_loss,rest_cells,rest_cells_ratio,log2_stim_over_rest_cells,viability_tier,is_iei,is_core_essential,fail_evidence,fail_homeostasis,fail_tolerance,safe,reject_reason,window_score,window_rank,loeuf,pli,n_tissues_expressed,n_nonimmune_tissues,max_nonimmune_ntpm,is_ceg,is_neg,lof_intolerant,ubiquitous,systemic_risk
PRKAR1A,-1.565971929770568,-0.263360108013361,6,0.0816277143322364,1,901,59.0,1065.0,-0.1670540846631656,1.565971929770568,-0.0816277143322364,66.0,0.1215469613259668,-0.1617510699966122,depleting-at-rest,False,False,False,True,False,False,homeostasis,6.969841005814529,1,0.158,1.0,51.0,45.0,377.5,False,False,True,True,True
ENO1,-0.9983435407188092,-1.2048722997043788,8,-0.1137178448237662,0,359,70.0,7.0,3.80666248977032,0.9983435407188092,0.1137178448237662,77.0,0.141804788213628,-0.1375035237499349,depleting-at-rest,False,False,False,False,False,True,-,6.7242596898937705,2,0.927,9.131e-08,51.0,45.0,1002.8,False,False,False,True,True
TFB1M,-0.4846866892144406,-0.4040386196902833,6,0.1933092699473931,0,866,367.0,1.0,6.071891796220596,0.4846866892144406,-0.1933092699473931,555.0,1.022099447513812,-0.5967077083942555,non-depleting,False,False,False,False,False,True,-,6.555322424184231,3,1.1,1.3135e-06,51.0,45.0,9.4,False,False,False,True,True
RBCK1,-1.2023568811254397,-2.499592867833912,14,-0.5566893400584595,2,692,164.0,4.0,4.931592086755803,1.2023568811254397,0.5566893400584595,171.0,0.3149171270718232,-0.0603005102678142,depleting-at-rest,True,False,False,False,False,True,-,6.384336863220752,4,0.891,1.0367e-10,51.0,45.0,83.7,False,False,False,True,True
CD2,-0.6796842727882662,-1.6908950547060224,14,-0.1158172885829976,1,989,478.0,4.0,5.288267030694535,0.6796842727882662,0.1158172885829976,405.0,0.7458563535911602,0.2390887102087615,non-depleting,False,False,False,False,False,True,-,6.328617785528752,5,1.144,2.6107e-05,41.0,35.0,26.8,False,False,False,False,False
ACAD9,-0.4274250236416114,-0.7755275243435542,3,0.1467751145082385,0,607,688.0,1.0,5.717027701406222,0.4274250236416114,-0.1467751145082385,901.0,1.6593001841620627,-0.3891185411114405,non-depleting,False,False,False,False,False,True,-,6.027735922564024,6,0.885,1.1059e-12,51.0,45.0,38.3,False,False,False,True,True
MALT1,-0.6177352147612112,-0.9310979080400684,10,-0.208858112973708,1,1412,325.0,3.0,5.867176021564637,0.6177352147612112,0.208858112973708,249.0,0.4585635359116022,0.3842939758477359,depleting-at-rest,True,False,False,False,False,True,-,6.02368154199487,7,0.581,0.63497,51.0,45.0,7.6,False,False,True,True,True
CDK2,-0.4932494415056824,-0.9869414980425124,0,0.0895548575866731,0,347,598.0,1.0,5.159055299214529,0.4932494415056824,-0.0895548575866731,590.0,1.0865561694290975,0.0194305299489014,non-depleting,False,False,True,False,False,False,evidence,5.92150357614544,8,0.391,0.99865,51.0,45.0,44.4,False,False,True,True,True
CD3E,-0.9807052173411483,-1.1620318703606838,7,-0.5682072323921394,2,1586,91.0,4.0,5.760162808092309,0.9807052173411483,0.5682072323921394,215.0,0.3959484346224677,-1.240398209390764,depleting-at-rest,True,False,False,False,False,True,-,5.912028704781724,9,0.66,0.46716,43.0,37.0,37.0,False,False,False,False,False
MTHFD1,-0.7577014597161562,0.2714621288250168,0,0.2275042127573514,0,1188,44.0,44.0,3.274205406920462,0.7577014597161562,-0.2275042127573514,115.0,0.2117863720073664,-1.386058432307078,depleting-at-rest,True,False,True,False,False,False,evidence,5.758002471550804,10,0.511,0.82876,51.0,45.0,318.5,False,False,True,True,True
LMLN,-0.7120253030260704,-1.1053102779541246,1,0.3661975631936099,0,34,269.0,0.0,3.555348061489413,0.7120253030260704,-0.3661975631936099,378.0,0.6961325966850829,-0.4907800616644485,non-depleting,False,False,True,False,False,False,evidence,5.753474453847348,11,,,51.0,45.0,10.7,False,False,False,True,True
CCNT1,-0.9474975450697884,-1.5999614462184826,6,-0.3276604642425375,1,222,136.0,3.0,4.020877410340228,0.9474975450697884,0.3276604642425375,177.0,0.3259668508287293,-0.380142708832658,depleting-at-rest,False,False,False,False,False,True,-,5.624015499565794,12,0.311,1.0,51.0,45.0,11.3,False,False,True,True,True
IBA57,-0.5468776092570635,-0.628202750893067,5,0.3868692438957458,0,919,231.0,13.0,4.185316340427828,0.5468776092570635,-0.3868692438957458,373.0,0.6869244935543278,-0.6912827788391803,non-depleting,False,False,False,False,False,True,-,5.451887631788265,13,1.801,6.7498e-09,45.0,39.0,5.6,False,False,False,False,False
CARS2,-0.4899731950287116,-0.1549644278646706,3,-0.0351061776297158,0,1059,156.0,8.0,4.768799609769893,0.4899731950287116,0.0351061776297158,302.0,0.5561694290976059,-0.9530025204628306,non-depleting,False,False,False,False,False,True,-,5.450582713823319,14,1.226,1.8482e-13,51.0,45.0,42.9,False,False,False,True,True
CD28,-0.6538688214874406,-1.2647382355677594,9,-0.3538737358496522,1,1798,514.0,5.0,5.703226764722478,0.6538688214874406,0.3538737358496522,646.0,1.1896869244935544,-0.3297658055000468,non-depleting,True,False,False,False,False,True,-,5.377430755590543,15,0.634,0.77951,20.0,14.0,13.9,False,False,False,False,False
SMIM7,-0.6112790354542983,-0.727041101736355,1,0.2416066464516965,0,132,298.0,3.0,3.504054767101863,0.6112790354542983,-0.2416066464516965,,,,unknown,False,False,True,False,False,False,evidence,5.248079696398115,16,1.372,0.00018745,51.0,45.0,68.5,False,False,False,True,True
ABCA3,-0.4295401382344998,-0.3949231211163571,1,0.3185010951027523,0,185,120.0,1.0,4.532599493153256,0.4295401382344998,-0.3185010951027523,201.0,0.3701657458563536,-0.7441610955704102,depleting-at-rest,False,False,True,False,False,False,evidence,5.163594528706588,17,0.612,1.0027e-10,50.0,45.0,86.0,False,False,False,True,True
IMPDH2,-0.598310501455209,-0.162747552879137,6,0.0784304812919897,0,1055,51.0,33.0,3.435882939650045,0.598310501455209,-0.0784304812919897,87.0,0.1602209944751381,-0.7705181538772329,depleting-at-rest,False,False,False,False,False,True,-,5.137592732799938,18,0.767,3.9064e-06,51.0,45.0,296.5,False,False,False,True,True
ZNF649,-0.7562150945425754,-1.236551758886575,6,0.0226958594122965,1,1174,798.0,105.0,2.4055843324661925,0.7562150945425754,-0.0226958594122965,509.0,0.9373848987108656,0.6487230901466504,non-depleting,False,False,False,False,False,True,-,5.110172679752839,19,0.814,0.39865,51.0,45.0,19.9,False,False,False,True,True
TBX21,-0.7616470310915339,-1.3472188912744183,8,0.3940546648810954,0,403,382.0,40.0,2.2878428112568425,0.7616470310915339,-0.3940546648810954,406.0,0.7476979742173112,-0.0879070891494276,non-depleting,True,False,False,True,False,False,homeostasis,5.048503143207512,20,0.381,0.99994,9.0,4.0,3.1,False,False,True,False,True
TBRG4,-0.9529934181271996,-1.0451906618965665,0,-0.0132199999764544,0,2,154.0,0.0,1.0986122886681098,0.9529934181271996,0.0132199999764544,121.0,0.2228360957642725,0.3479233034203068,depleting-at-rest,False,False,True,True,False,False,"evidence,homeostasis",4.995836731887291,21,0.826,2.2159e-09,51.0,45.0,80.3,False,False,False,True,True
PPP3R1,-0.254858865854718,-0.3475059476844681,3,-0.0259154368488018,0,523,811.0,1.0,5.568344503761097,0.254858865854718,0.0259154368488018,1062.0,1.955801104972376,-0.3890099465868806,non-depleting,False,False,False,False,False,True,-,4.993336816073127,22,0.678,0.71227,51.0,45.0,175.8,False,False,False,True,True
CAMSAP1,-0.90923452822365,-1.3055677851644734,5,-0.0277360103146078,0,518,145.0,125.0,1.4156219762144104,0.90923452822365,0.0277360103146078,149.0,0.2744014732965009,-0.039259430447227,depleting-at-rest,False,False,False,True,False,False,homeostasis,4.957305977028359,23,0.545,0.0094531,51.0,45.0,97.9,False,False,True,True,True
NDUFAF3,-0.2906646929728305,-0.238634495677121,4,-0.0816434633516757,1,1923,886.0,6.0,5.616251482170338,0.2906646929728305,0.0816434633516757,1102.0,2.029465930018416,-0.3147456200161393,non-depleting,False,False,False,False,False,True,-,4.928554774455081,24,1.221,2.7838e-07,51.0,45.0,315.3,False,False,False,True,True
LIG3,-0.3765774568032503,0.012909644630018,6,-0.2274007562923319,1,1177,300.0,2.0,5.972961075543422,0.3765774568032503,0.2274007562923319,469.0,0.8637200736648251,-0.6446254220194956,non-depleting,False,False,False,False,False,True,-,4.893956709609112,25,0.627,5.4173e-07,51.0,45.0,19.7,False,False,False,True,True
POLG,-0.4999999690546755,-0.332829487851469,9,0.4197614568989993,0,1601,316.0,40.0,3.665436060923996,0.4999999690546755,-0.4197614568989993,549.0,1.011049723756906,-0.7968815908280957,non-depleting,False,False,False,False,False,True,-,4.850730736497138,26,0.847,2.0281e-26,50.0,44.0,22.0,False,False,False,True,True
ADHFE1,-0.5749269044996211,-0.371271734792019,2,-0.2172466100155176,0,184,99.0,1.0,4.527208644518379,0.5749269044996211,0.2172466100155176,132.0,0.2430939226519337,-0.4150374992788438,depleting-at-rest,False,False,True,False,False,False,evidence,4.796204804433906,27,0.967,9.7322e-09,42.0,41.0,30.4,False,False,False,True,True
KRR1,-1.0450472549058176,-1.1480117342445617,4,0.0586175347885902,0,42,48.0,37.0,0.1236139559671767,1.0450472549058176,-0.0586175347885902,55.0,0.1012891344383057,-0.1963972128035035,depleting-at-rest,False,False,False,True,False,False,homeostasis,4.7667914177119775,28,0.737,0.0090493,51.0,45.0,22.0,True,False,False,True,True
MTX2,-0.515164387725795,-0.4053838451491309,1,-0.0154022663140052,0,170,109.0,4.0,3.53222564406856,0.515164387725795,0.0154022663140052,140.0,0.2578268876611418,-0.3610986921680401,depleting-at-rest,False,False,True,False,False,False,evidence,4.749213171700635,29,1.104,0.00031335,51.0,45.0,70.0,False,False,False,True,True
CTSO,-0.6377156669076673,-0.5980085600752363,0,-0.1374492330577409,0,98,1140.0,2.0,3.49650756146648,0.6377156669076673,0.1374492330577409,2042.0,3.760589318600368,-0.8409490418256975,non-depleting,False,False,True,False,False,False,evidence,4.70838817441272,30,1.507,1.4176e-10,51.0,45.0,92.4,False,False,False,True,True
MTHFD2,-0.54393948217022,-0.7063109104866118,3,-0.4344062840976676,1,798,230.0,1.0,5.990213765206329,0.54393948217022,0.4344062840976676,307.0,0.565377532228361,-0.4166047944258041,non-depleting,False,False,False,False,False,True,-,4.694196314850007,31,0.985,2.6335e-05,51.0,45.0,111.2,False,False,False,True,True
DCAF4,-0.3885885800677892,-0.6992045506726897,1,0.0100056057964697,0,126,931.0,1.0,4.151039905898646,0.3885885800677892,-0.0100056057964697,1044.0,1.9226519337016572,-0.1652686390110908,non-depleting,False,False,True,False,False,False,evidence,4.6920026728045965,32,0.788,8.6366e-08,51.0,45.0,12.1,False,False,False,True,True
GART,-0.6178748415300183,-0.563195852136808,0,0.2187683061896067,0,59,190.0,3.0,2.7080502011022096,0.6178748415300183,-0.2187683061896067,224.0,0.4125230202578269,-0.2374993137266562,depleting-at-rest,False,False,True,False,False,False,evidence,4.691339672493426,33,0.496,0.95473,51.0,45.0,30.0,True,False,True,True,True
SNU13,-0.5220373843372481,-0.79440384044588,2,-0.1865130478767102,0,182,179.0,1.0,4.516338972281476,0.5220373843372481,0.1865130478767102,184.0,0.3388581952117864,-0.0397461787927564,depleting-at-rest,False,False,True,False,False,False,evidence,4.689595277137887,34,0.493,0.96159,51.0,45.0,210.9,True,False,True,True,True
PARL,-0.3890165680004458,-0.3758861818741256,0,-0.103641934390825,0,343,517.0,2.0,4.742029368705288,0.3890165680004458,0.103641934390825,632.0,1.16390423572744,-0.2897602778621682,non-depleting,False,False,True,False,False,False,evidence,4.63480373655729,35,1.255,1.7824e-08,51.0,45.0,93.1,False,False,False,True,True
LAIR2,-0.1910119554593372,-0.0140690477908881,0,0.2219934027010529,0,198,200.0,0.0,5.293304824724492,0.1910119554593372,-0.2219934027010529,363.0,0.6685082872928176,-0.859969548221026,non-depleting,False,False,True,False,False,False,evidence,4.617928251694859,36,1.599,9.2783e-06,4.0,2.0,2.6,False,False,False,False,False
MPG,-0.6451052806286548,-1.0532923007199004,0,-0.1999222646095029,0,166,193.0,3.0,3.7316994512968646,0.6451052806286548,0.1999222646095029,,,,unknown,False,False,True,False,False,False,evidence,4.617692123862762,37,1.47,8.7181e-13,51.0,45.0,100.3,False,False,False,True,True
POLG2,-0.4375434723015023,0.1624901323079971,2,0.0682261123711975,0,616,81.0,14.0,3.716818822803178,0.4375434723015023,-0.0682261123711975,253.0,0.4659300184162062,-1.6431435718096854,depleting-at-rest,False,False,True,False,False,False,evidence,4.598794361984987,38,1.157,1.5655e-08,51.0,45.0,11.0,False,False,False,True,True
MTG1,-0.3736647899305709,-0.3682879228700761,4,-0.1718233336716928,1,1894,399.0,10.0,5.149078844718156,0.3736647899305709,0.1718233336716928,678.0,1.2486187845303869,-0.764896526913998,non-depleting,False,False,False,False,False,True,-,4.538099829980371,39,1.086,1.2016e-08,51.0,45.0,48.4,False,False,False,True,True
ECSIT,-0.6183553898265906,-1.0108991340008195,6,-0.2507267850331212,1,694,436.0,11.0,4.059005195776791,0.6183553898265906,0.2507267850331212,545.0,1.003683241252302,-0.3219280948873623,non-depleting,False,False,False,False,False,True,-,4.49228734877284,40,1.034,4.2112e-09,51.0,45.0,115.5,False,False,False,True,True
TOMM70,-0.5648748374368439,-0.7890417128273213,3,0.0614151808426938,0,60,132.0,3.0,2.724579503053421,0.5648748374368439,-0.0614151808426938,144.0,0.2651933701657458,-0.1255308820838589,depleting-at-rest,False,False,False,False,False,True,-,4.457571904686438,41,0.298,1.0,51.0,45.0,71.0,False,False,True,True,True
IL2RB,-1.6759422800350856,-2.455272000544853,13,-1.5269520069460585,3,1070,80.0,3.0,5.590053709327858,1.6759422800350856,1.5269520069460585,,,,unknown,True,False,False,False,True,False,tolerance,4.431562105009966,42,0.613,0.49072,34.0,28.0,20.9,False,False,False,False,False
MTCH2,-0.3438626284430987,-0.2797031419351224,3,-0.0857876545177116,0,693,231.0,6.0,4.596561811451491,0.3438626284430987,0.0857876545177116,370.0,0.6813996316758748,-0.6796324191002547,non-depleting,False,False,False,False,False,True,-,4.403233110014172,43,0.752,0.0040824,51.0,45.0,108.0,False,False,False,True,True
NDUFA9,-0.246582910747781,0.2581614873703908,2,0.1564107379687736,0,521,216.0,4.0,4.648229675448539,0.246582910747781,-0.1564107379687736,308.0,0.567219152854512,-0.5118990385314328,non-depleting,False,False,True,False,False,False,evidence,4.399840531327474,44,0.784,0.0030823,51.0,45.0,109.3,False,False,False,True,True
TRMT13,-0.5487713987154046,-0.6364016945009663,0,-0.0413253249096041,0,19,129.0,0.0,2.995732273553991,0.5487713987154046,0.0413253249096041,129.0,0.2375690607734806,0.0,depleting-at-rest,False,False,True,False,False,False,evidence,4.385438804544145,45,1.048,2.0209e-10,51.0,45.0,20.0,False,False,False,True,True
TMX1,-0.6730074159107281,-1.5565544217881715,12,-0.7630449676720772,4,1960,538.0,1.0,6.888062645636401,0.6730074159107281,0.7630449676720772,550.0,1.0128913443830572,-0.0318254458553978,non-depleting,False,False,False,False,True,False,tolerance,4.38525480210153,46,1.011,1.8557e-07,51.0,45.0,12.4,False,False,False,True,True
USP24,-0.4865597899424461,-0.8219676712945851,3,-0.022439328429241,0,149,519.0,5.0,3.218875824868201,0.4865597899424461,0.022439328429241,482.0,0.8876611418047882,0.1067013921279191,non-depleting,False,False,False,False,False,True,-,4.351624564395989,47,0.361,1.0,51.0,45.0,43.5,False,False,True,True,True
HACD2,-0.2922989223447751,-0.31089608463506,1,-0.2108185850744879,0,1424,998.0,4.0,5.652489180268651,0.2922989223447751,0.2108185850744879,1193.0,2.197053406998158,-0.2574823223579675,non-depleting,False,False,True,False,False,False,evidence,4.345605491857798,48,0.942,0.30904,51.0,45.0,64.1,False,False,False,True,True
IKBKB,-0.1782323627714706,-0.2780747545258791,1,0.3219299283841879,0,293,724.0,1.0,4.990432586778736,0.1782323627714706,-0.3219299283841879,785.0,1.445672191528545,-0.1167029566957839,non-depleting,True,False,True,False,False,False,evidence,4.335139097651992,49,0.472,0.99571,51.0,45.0,22.6,False,False,True,True,True
SEPTIN7,-0.6108349146122707,-0.6707029379534997,0,0.0813954191840538,0,27,71.0,2.0,2.2335922215070942,0.6108349146122707,-0.0813954191840538,73.0,0.1344383057090239,-0.0400774393753351,depleting-at-rest,False,False,True,True,False,False,"evidence,homeostasis",4.3085789198398246,50,0.313,0.99644,51.0,45.0,227.1,False,False,True,True,True
ARMC7,-0.5943551903137909,-0.0675827894364742,1,-0.3003787251884322,0,71,49.0,0.0,4.276666119016055,0.5943551903137909,0.3003787251884322,44.0,0.0810313075506445,0.1552782254779108,depleting-at-rest,False,False,True,False,False,False,evidence,4.3042471976943695,51,1.006,0.01797,51.0,45.0,31.3,False,False,False,True,True
NGLY1,-0.4805632419723665,-0.4837336111652822,2,-0.111854687816131,0,85,145.0,1.0,3.761200115693562,0.4805632419723665,0.111854687816131,154.0,0.283609576427256,-0.0868774506799668,depleting-at-rest,False,False,True,False,False,False,evidence,4.29668438696906,52,1.009,1.7937e-16,51.0,45.0,52.1,False,False,False,True,True
NUBPL,-0.3306717786421305,-0.4591998508581926,1,-0.1945332947596248,0,367,603.0,1.0,5.214935757608986,0.3306717786421305,0.1945332947596248,771.0,1.419889502762431,-0.3545728580149495,non-depleting,False,False,True,False,False,False,evidence,4.278649242406687,53,0.897,0.00035487,51.0,45.0,16.2,False,False,False,True,True
BHLHE40,-0.895752420263014,-1.7102517116492764,13,-0.1381871189629986,4,1687,864.0,465.0,1.2871140410302573,0.895752420263014,0.1381871189629986,1028.0,1.8931860036832413,-0.2507370470304095,non-depleting,False,False,False,True,False,False,homeostasis,4.272116945809268,54,0.219,1.0,51.0,45.0,372.4,False,False,True,True,True
SIK3,-0.9539645577491996,-1.3166634964269577,15,-0.2087373792955458,2,1810,324.0,457.0,1.3747652737692275,0.9539645577491996,0.2087373792955458,344.0,0.6335174953959485,-0.0864147518174732,non-depleting,False,False,False,True,False,False,homeostasis,4.269816029240222,55,0.269,1.0,51.0,45.0,23.9,False,False,True,True,True
BSG,-0.4282673257660881,-0.7062769945351666,0,-0.1143839323306077,0,114,223.0,1.0,4.051784947803305,0.4282673257660881,0.1143839323306077,194.0,0.3572744014732965,0.2009870577331769,depleting-at-rest,False,False,True,False,False,False,evidence,4.256316110767344,56,1.255,1.1312e-12,51.0,45.0,1787.2,False,False,False,True,True
MTHFD1L,-0.2812542500908921,-0.6759983982922296,5,-0.0114570492159251,0,716,233.0,9.0,4.272490747605574,0.2812542500908921,0.0114570492159251,326.0,0.6003683241252302,-0.4845420095767973,non-depleting,False,False,False,False,False,True,-,4.2287486880138605,57,0.856,1.9331e-15,50.0,44.0,60.3,False,False,False,True,True
UPF3A,-0.6539777144756536,-1.2593838022556618,0,-0.0040591209360699,0,12,338.0,1.0,1.8718021769015916,0.6539777144756536,0.0040591209360699,339.0,0.6243093922651933,-0.0042620268541596,non-depleting,False,False,True,True,False,False,"evidence,homeostasis",4.222445743765627,58,1.199,1.7306e-11,51.0,45.0,43.4,False,False,False,True,True
BATF,-0.8765283531057809,-1.536764686424658,14,0.4385618676524329,1,587,129.0,377.0,0.4418327522790388,0.8765283531057809,-0.4385618676524329,115.0,0.2117863720073664,0.1657372044788788,depleting-at-rest,False,False,False,True,False,False,homeostasis,4.219527928224119,59,0.739,0.56243,39.0,33.0,17.0,False,False,False,False,False
NGRN,-0.2577502031314864,-0.3118905616630299,0,-0.0261829082185801,0,176,430.0,1.0,4.483002552013883,0.2577502031314864,0.0261829082185801,557.0,1.025782688766114,-0.3733406677505715,non-depleting,False,False,True,False,False,False,evidence,4.204632661336509,60,1.617,2.0366e-05,51.0,45.0,402.7,False,False,False,True,True
GSTO2,-0.335305068541901,-0.3619032917994527,0,0.2899062715359557,0,44,352.0,0.0,3.80666248977032,0.335305068541901,-0.2899062715359557,454.0,0.8360957642725598,-0.3671168686536176,non-depleting,False,False,True,False,False,False,evidence,4.190615963241121,61,1.24,1.0241e-05,45.0,43.0,19.4,False,False,False,True,True
MEN1,-0.7869262155125736,-0.9086333345921016,9,-0.0473892002899302,2,2157,128.0,604.0,1.271708687787238,0.7869262155125736,0.0473892002899302,165.0,0.3038674033149171,-0.3663222142458158,depleting-at-rest,False,False,False,True,False,False,homeostasis,4.189589418585218,62,0.206,1.0,51.0,45.0,22.2,False,False,True,True,True
TMEM44,-0.2953755436471835,-0.1764706067296229,0,0.1828962148303401,0,55,568.0,0.0,4.02535169073515,0.2953755436471835,-0.1828962148303401,635.0,1.1694290976058932,-0.1608656621548461,non-depleting,False,False,True,False,False,False,evidence,4.166674415960187,63,1.312,2.7476e-14,49.0,43.0,13.0,False,False,False,True,True
GRSF1,-0.0780312371453275,0.0444629641599292,4,-0.1600579314106565,0,1849,869.0,2.0,6.42432862940426,0.0780312371453275,0.1600579314106565,1073.0,1.9760589318600368,-0.3042219939421218,non-depleting,False,False,False,False,False,True,-,4.163307055396238,64,1.473,5.3083e-10,51.0,45.0,242.1,False,False,False,True,True
TSFM,-0.1038765674484008,0.2195145435357796,1,0.2010952731479595,0,367,540.0,1.0,5.214935757608986,0.1038765674484008,-0.2010952731479595,692.0,1.274401473296501,-0.3578126305858937,non-depleting,False,False,True,False,False,False,evidence,4.155720869672845,65,1.198,1.8178e-09,51.0,45.0,60.2,False,False,False,True,True
PKN3,-0.3387345501891697,-0.3122435662228072,1,-0.0081924049586315,0,86,523.0,1.0,3.7727609380946383,0.3387345501891697,0.0081924049586315,744.0,1.3701657458563536,-0.5084916748610899,non-depleting,False,False,True,False,False,False,evidence,4.142368616212679,66,0.988,6.4755000000000005e-25,48.0,42.0,15.4,False,False,False,True,True
ICAM2,-0.7050323070551248,-1.228751375902045,4,-0.0847477074193408,0,27,110.0,3.0,1.9459101490553128,0.7050323070551248,0.0847477074193408,116.0,0.2136279926335175,-0.0766212816029125,depleting-at-rest,False,False,False,True,False,False,homeostasis,4.128487942437791,67,1.167,2.0627e-05,51.0,45.0,96.5,False,False,False,True,True
ZNF559,-0.8049941096214764,-0.7697064663592807,0,0.1722895361024627,0,14,120.0,6.0,0.7621400520468968,0.8049941096214764,-0.1722895361024627,185.0,0.3406998158379374,-0.6244908649077935,depleting-at-rest,False,False,True,True,False,False,"evidence,homeostasis",4.123895313103885,68,1.671,3.7304e-07,51.0,45.0,31.7,False,False,False,True,True
GAS2L1,-0.4355057010786759,-0.6425199456621534,3,0.0256502614989786,0,457,340.0,20.0,3.0823467463907623,0.4355057010786759,-0.0256502614989786,463.0,0.852670349907919,-0.4454774471225346,non-depleting,False,False,False,False,False,True,-,4.121177749266079,69,,,51.0,45.0,55.4,False,False,False,True,True
VARS2,-0.6769658814368306,-0.5924943703889205,10,-0.2328866814963918,0,1147,146.0,54.0,3.03844339164704,0.6769658814368306,0.2328866814963918,293.0,0.5395948434622467,-1.0049322955422306,non-depleting,False,False,False,False,False,True,-,4.096494419951947,70,0.806,2.6609e-23,47.0,41.0,32.5,True,False,False,True,True
NR4A3,0.0323705323076145,0.3241927643863215,1,0.0129597350199022,0,396,216.0,0.0,5.983936280687191,-0.0323705323076145,-0.0129597350199022,240.0,0.4419889502762431,-0.1520030934450499,depleting-at-rest,False,False,True,False,False,False,evidence,4.090845047630683,71,0.438,0.99902,47.0,42.0,58.7,False,False,True,True,True
ABCC4,-0.4571335315482437,-0.7055936498204113,1,0.03147765325718,0,35,165.0,1.0,2.8903717578961645,0.4571335315482437,-0.03147765325718,382.0,0.7034990791896869,-1.211106613789933,non-depleting,False,False,True,False,False,False,evidence,4.07989583651402,72,0.648,6.6381e-11,49.0,43.0,38.7,False,False,False,True,True
NSUN4,-0.3922926775719578,-0.2313120779771245,1,0.1267967741053253,0,1026,248.0,37.0,3.296811050202172,0.3922926775719578,-0.1267967741053253,477.0,0.8784530386740331,-0.9436491456186364,non-depleting,False,False,True,False,False,False,evidence,4.078880589305936,73,0.93,8.47e-08,51.0,45.0,80.0,False,False,False,True,True
ITK,-0.6403607209338474,-1.204853144032219,12,-0.7754256794621252,4,2566,361.0,2.0,6.7518808922030304,0.6403607209338474,0.7754256794621252,578.0,1.0644567219152854,-0.6790706556135078,non-depleting,True,False,False,False,True,False,tolerance,4.074099973647206,74,0.645,0.0012561,15.0,9.0,4.0,False,False,False,False,False
DMAC1,-0.4843862009264427,-0.2427987327628626,0,-0.2453710078498769,0,143,83.0,1.0,4.276666119016055,0.4843862009264427,0.2453710078498769,274.0,0.5046040515653776,-1.7229926516136018,non-depleting,False,False,True,False,False,False,evidence,4.056757425176582,75,1.842,1.2292e-05,51.0,45.0,40.4,False,False,False,True,True
IL4I1,-0.1804481018946752,-0.3156858411528581,0,0.2407134892944687,0,297,1708.0,2.0,4.598481197837295,0.1804481018946752,-0.2407134892944687,912.0,1.6795580110497237,0.9052022454557488,non-depleting,False,False,True,False,False,False,evidence,4.056211731021939,76,1.127,4.4377e-07,28.0,22.0,27.5,False,False,False,False,False
NDUFB1,-0.8638721699334162,-1.501155276254986,1,-0.1275015518771865,0,2,207.0,0.0,1.0986122886681098,0.8638721699334162,0.1275015518771865,184.0,0.3388581952117864,0.1699250014423123,depleting-at-rest,False,False,True,True,False,False,"evidence,homeostasis",4.036137373543977,77,1.609,0.0087529,51.0,45.0,1307.9,False,False,False,True,True
CFAP20,-1.2606704974144665,-2.430327649566531,13,-0.506342383114607,3,1293,177.0,455.0,1.043000665546459,1.2606704974144665,0.506342383114607,301.0,0.5543278084714549,-0.7660141266767047,non-depleting,False,False,False,True,False,False,homeostasis,4.026261555437814,78,0.784,0.068703,51.0,45.0,40.4,False,False,False,True,True
NDEL1,-0.5031761299977823,-0.2070114696460435,0,0.016203781228691,0,49,71.0,3.0,2.525728644308256,0.5031761299977823,-0.016203781228691,123.0,0.2265193370165746,-0.7927673858345577,depleting-at-rest,False,False,True,False,False,False,evidence,4.024511737229548,79,0.358,0.99993,51.0,45.0,88.0,False,False,True,True,True
TMEM126B,-0.6241367655302043,-1.0219412392250722,8,-0.1498524413866534,1,441,532.0,28.0,2.724014052091224,0.6241367655302043,0.1498524413866534,437.0,0.8047882136279927,0.2837929660005913,non-depleting,False,False,False,False,False,True,-,4.01609923256008,80,1.826,1.4313e-08,51.0,45.0,29.1,False,False,False,True,True
ACACA,-0.0745211147332406,-0.1341810292445379,1,0.0543027846440122,0,913,904.0,4.0,5.208392659020049,0.0745211147332406,-0.0543027846440122,984.0,1.8121546961325967,-0.1223355429240521,non-depleting,False,False,True,False,False,False,evidence,4.014659074740711,81,0.374,1.0,51.0,45.0,27.6,False,False,True,True,True
LRPPRC,-0.7737250332475956,-0.4620706433371955,8,-0.0159376273324953,0,1926,197.0,772.0,0.913440619826944,0.7737250332475956,0.0159376273324953,485.0,0.8931860036832413,-1.2997891176181138,non-depleting,False,False,False,True,False,False,homeostasis,4.014262187220193,82,0.809,2.0831e-11,51.0,45.0,45.8,False,False,False,True,True
FMR1,-0.5943611651588074,-0.5429860835642144,1,-0.1909161211559406,0,116,135.0,4.0,3.152736022363656,0.5943611651588074,0.1909161211559406,112.0,0.2062615101289134,0.2694606749932267,depleting-at-rest,False,False,True,False,False,False,evidence,3.998032189474584,83,,,51.0,45.0,27.1,False,False,False,True,True
CLPB,-0.3937106770460223,-0.5219322300958316,6,-0.1122750190975579,0,286,241.0,5.0,3.8677227465315664,0.3937106770460223,0.1122750190975579,245.0,0.4511970534069981,-0.0237486027726089,depleting-at-rest,True,False,False,False,False,True,-,3.970207502649106,84,0.643,0.0003423,51.0,45.0,120.0,False,False,False,True,True
