target_contrast_gene_name,naive_suppression,tolerance_suppression,stim_de_genes,n_cells_target,rest_de_genes,is_core_essential,is_iei,rank,in_top,matched_background
RCBTB1,0.11117912767589908,-0.21015504410781102,20,1601.0,21.0,False,False,3888,False,False
GINS2,0.11109771068735974,-0.3270846770488541,2,262.0,0.0,False,False,3889,False,False
ZNF70,0.11105942497758459,0.6333109599667351,4,1942.0,687.0,False,False,3890,False,False
NSMF,0.11098675254961107,-0.7952297977524097,3,435.0,3.0,False,False,3891,False,False
DBF4B,0.11096285590189431,-0.12080687585173555,1,783.0,1.0,False,False,3892,False,False
DDX19A,0.11083612189030555,0.3784994971149264,7,397.0,1.0,False,False,3893,False,False
RAB2A,0.11034307183943172,-0.10360061496136527,1,294.0,2.0,False,False,3894,False,False
N4BP2,0.11026254047755654,-0.6632082993548173,4,1057.0,3.0,False,False,3895,False,False
NPRL3,0.11025080605301817,0.39633120467123173,1,683.0,55.0,False,False,3896,False,False
BORCS7,0.11023622175623851,-0.7172880650580061,3,795.0,3.0,False,False,3897,False,False
MAPKAP1,0.11019430179054931,-0.5848047794852038,265,352.0,101.0,False,False,3898,False,False
ACAA2,0.10997979459530573,0.11295984863022536,6,907.0,3.0,False,False,3899,False,False
APOBR,0.10991070510311686,-0.4338837597153911,1,1101.0,4.0,False,False,3900,False,False
ANKRD11,0.10983914376050634,-1.1233911459394995e-05,19,740.0,15.0,False,False,3901,False,False
STK39,0.10976088047549508,-0.0009966177844301896,4,1066.0,7.0,False,False,3902,False,False
TBXAS1,0.10928650691976133,0.31061870798927943,2,1437.0,2.0,False,False,3903,False,False
NQO1,0.1092651859472237,0.29845866709914126,3,376.0,4.0,False,False,3904,False,False
MAP3K9,0.10921612522686175,-0.31822458349154625,1,1536.0,3.0,False,False,3905,False,False
YWHAZ,0.10862271420291458,-0.10321146527510287,2,812.0,1.0,False,False,3906,False,False
SNHG32,0.10860998456394795,0.4773450505014058,1,698.0,2.0,False,False,3907,False,False
TRIM22,0.10851973982096683,-0.06492058209104629,12,375.0,6.0,False,True,3908,False,False
ZNF302,0.10841041185365026,0.04002863996562542,2,1264.0,1.0,False,False,3909,False,False
FKBP15,0.10834574541955581,0.0025608922489584263,1,201.0,1.0,False,False,3910,False,True
WDR41,0.10820705846065076,0.5787607075847891,1,795.0,2.0,False,False,3911,False,False
PHRF1,0.10817742880345528,-0.23392758917216108,1,262.0,2.0,False,False,3912,False,False
PARS2,0.10776216350642448,-0.10100995432322134,548,162.0,98.0,False,False,3913,False,False
STK16,0.107445812510014,0.6445594450082982,2,518.0,4.0,False,False,3914,False,False
SLAIN2,0.10732913122996861,0.1256730069735425,5,742.0,4.0,False,False,3915,False,False
ATP5F1E,0.10703064474346236,-0.0029568347848306148,426,249.0,24.0,False,False,3916,False,False
AOAH,0.10700979842143514,0.4036040096573444,2,362.0,0.0,False,False,3917,False,False
OAZ3,0.1067953007547738,0.4441308848057026,215,607.0,0.0,False,False,3918,False,False
DDX55,0.10647448748639779,0.7535609408610694,3,106.0,0.0,False,False,3919,False,False
PTGES2,0.10646104521668884,0.12404544933925885,2,522.0,2.0,False,False,3920,False,False
PLAUR,0.10633408593034843,-0.24423022230976107,1,1282.0,1.0,False,False,3921,False,False
ZNF580,0.10614346303884939,0.265420841539298,1,1091.0,1.0,False,False,3922,False,False
WDR83OS,0.10585677474241736,-0.18157921726778328,3,313.0,8.0,False,False,3923,False,False
H2BC21,0.10583712608056695,0.07596609410692473,1,631.0,1.0,False,False,3924,False,False
FAM234B,0.10567907123888003,0.353514268127949,3,524.0,4.0,False,False,3925,False,False
SP3,0.10493123118199255,0.4865875495287868,113,781.0,16.0,False,False,3926,False,False
TRIM37,0.10427719632859708,0.12839882292722443,2,259.0,2.0,False,False,3927,False,False
CCAR2,0.10420887013281017,0.16956342728114793,5,1250.0,12.0,False,False,3928,False,False
ATF4,0.10416124728186538,-0.10489527207476976,393,155.0,86.0,False,False,3929,False,False
DNAJC5,0.10405736153364768,-0.07205578552009945,2,616.0,3.0,False,False,3930,False,False
PSTPIP1,0.10332067041361165,0.21141216160918222,3,605.0,3.0,False,True,3931,False,False
UQCC2,0.1032311271363762,-0.4260024104203045,2,220.0,1.0,False,False,3932,False,False
CCNI2,0.10300398432506591,-0.267173614576649,6,970.0,2.0,False,False,3933,False,False
SNX18,0.10265356294298845,0.4101000715261585,1,748.0,0.0,False,False,3934,False,False
BEX4,0.10218291509001613,-0.07601137073623246,2,1285.0,2.0,False,False,3935,False,False
FBXO41,0.101446860852706,-0.2964500194073731,2,504.0,1.0,False,False,3936,False,False
USP11,0.10140340318606474,0.30011462176812714,1,940.0,1.0,False,False,3937,False,False
FOXO1,0.1009155339840062,0.432693404664971,581,901.0,1328.0,False,False,3938,False,False
COLGALT1,0.1008261099439469,-0.23669665363049733,326,446.0,5.0,False,False,3939,False,False
HES6,0.10080180850294276,0.2614098936910578,1,602.0,2.0,False,False,3940,False,False
SIT1,0.10068396294371153,0.0078105834703516164,1,1467.0,4.0,False,False,3941,False,False
SLC25A45,0.10037668000658423,-0.6136107517732751,2,373.0,5.0,False,False,3942,False,False
PANK2,0.10036274783757257,0.30677818325012135,1,754.0,1.0,False,False,3943,False,False
DHRS7,0.10026818592356188,0.49315977012479334,29,128.0,41.0,False,False,3944,False,False
NDUFA13,0.09997228933610704,-0.5685433701001231,4,412.0,3.0,False,False,3945,False,False
PUM1,0.09984117486498403,0.5094196787172754,241,605.0,84.0,False,False,3946,False,False
RALB,0.09982797292464776,0.024496795519972143,1,1084.0,1.0,False,False,3947,False,False
NOTCH1,0.09981440683510993,0.6393233762932574,5,464.0,3.0,False,False,3948,False,False
SNX11,0.09975992934964431,-0.1821407739445018,3,472.0,2.0,False,False,3949,False,False
C8orf33,0.09974540041481694,0.28222990903194717,14,567.0,264.0,False,False,3950,False,False
ACSL1,0.09964031446373806,0.08325965369602517,110,191.0,6.0,False,False,3951,False,False
GAD1,0.09955130147268161,0.9993766439778017,1,733.0,2.0,False,False,3952,False,False
RAB11A,0.09938565959038953,0.5061888718414631,1,347.0,2.0,False,False,3953,False,False
PEX7,0.09936254530735626,-0.3305767080577854,1,978.0,1.0,False,False,3954,False,False
GM2A,0.09930480913256463,-0.43500599184243477,2,570.0,3.0,False,False,3955,False,False
GPR15,0.0990317000738399,-0.6784258251864856,14,1099.0,70.0,False,False,3956,False,False
PARP4,0.09892644466328615,0.19276507203801735,1,846.0,1.0,False,False,3957,False,False
PLPP1,0.09878823023362404,-0.08014876935389627,1,487.0,1.0,False,False,3958,False,False
TNFRSF25,0.09860841678679343,0.28628697410663456,1,488.0,1.0,False,False,3959,False,False
PRCC,0.09839386700912237,0.13027174483198314,46,75.0,14.0,False,False,3960,False,False
UBE2Q2,0.09820032936986645,0.4241564310459002,1,536.0,2.0,False,False,3961,False,False
CSNK2B,0.09814973669892568,0.7513208892548122,1,365.0,2.0,False,False,3962,False,False
GPAM,0.09773810100819016,0.2822593539620816,1,485.0,1.0,False,False,3963,False,False
FNDC10,0.0975751098354602,-0.00300185631312222,3,1028.0,2.0,False,False,3964,False,False
UBL3,0.09745493583355201,0.044780122224491264,10,634.0,75.0,False,False,3965,False,False
DHRS11,0.09734184851818953,-0.09238079556129557,1,561.0,0.0,False,False,3966,False,False
GTF3A,0.09726108210022344,0.1483752895706526,1,466.0,3.0,False,True,3967,False,False
UBE2L6,0.09702944855179642,0.48459740426380393,1,1128.0,1.0,False,False,3968,False,False
YRDC,0.09692981728697166,0.4883423462964677,3,311.0,4.0,False,False,3969,False,False
SLC12A4,0.09680349181514673,-0.8445464086078246,1,565.0,2.0,False,False,3970,False,False
CLK3,0.09673284022015442,0.3524632365356696,6,266.0,2.0,False,False,3971,False,False
SLC36A1,0.0966746206477667,-0.037697290194802724,2,481.0,5.0,False,False,3972,False,False
MTIF2,0.09659974257795907,-1.0871672607031013,311,391.0,3.0,False,False,3973,False,False
PABIR3,0.09655851437188326,0.11916558740936171,27,804.0,3.0,False,False,3974,False,False
GNE,0.09645226883356689,0.6221462578846678,363,546.0,1.0,False,False,3975,False,False
GPAA1,0.09644727684172683,-0.1474785689691455,3,506.0,38.0,False,False,3976,False,False
IL16,0.0964370152969739,-0.028839716727919726,1,705.0,2.0,False,False,3977,False,False
XRCC2,0.09626239090463465,1.403871566472322,515,73.0,322.0,False,True,3978,False,False
CEP120,0.09603623780469088,-0.4985463315086737,4,204.0,8.0,False,False,3979,False,False
MECR,0.09577218894009705,0.09274250279862728,22,333.0,30.0,False,False,3980,False,False
ATF6,0.09566381502914847,-0.292635428582564,2,613.0,2.0,False,False,3981,False,False
SPRYD7,0.09551018457443446,0.8679767736051874,2,749.0,1.0,False,False,3982,False,False
MON1B,0.09545526429006752,0.3070546009066784,2,432.0,1.0,False,False,3983,False,False
ETFA,0.09517144049666623,0.6567870690500613,1,834.0,3.0,False,False,3984,False,False
BICRA,0.0951185547952958,-0.7387953078517551,18,761.0,4.0,False,False,3985,False,False
LSM14B,0.095086587523008,-0.28024666023909706,8,315.0,6.0,False,False,3986,False,False
EPHB6,0.09461839449759965,-0.6905898624769242,2,936.0,3.0,False,False,3987,False,False
WRAP73,0.09460528826208553,0.578259704124313,1,317.0,2.0,False,False,3988,False,False
LEMD3,0.09445292648797121,0.5862521612868842,6,707.0,3.0,False,False,3989,False,False
SEMA7A,0.09445104808955272,-0.5592187961941616,1,655.0,0.0,False,False,3990,False,False
PHF13,0.09443733119652173,0.3131089054619604,2,364.0,9.0,False,False,3991,False,False
FKTN,0.09438265827567702,-0.04375221280419049,2,886.0,2.0,False,False,3992,False,False
LYSET,0.09426508946249336,0.031151744213002805,6,1023.0,5.0,False,False,3993,False,False
LLPH,0.09367120240580133,-0.279143365028224,1,783.0,1.0,False,False,3994,False,False
MED23,0.09309242672095377,-0.06118664837208971,367,786.0,147.0,False,False,3995,False,False
EGR2,0.0930129841170049,-0.3890895790176828,254,641.0,0.0,False,False,3996,False,False
STK38L,0.09296326712503283,-0.050010129366147585,2,757.0,1.0,False,False,3997,False,False
ATP6V0E1,0.09268675733083476,0.5808816001696785,3,487.0,1.0,False,False,3998,False,False
TMEM248,0.09222428576889688,0.271509721908455,4,1062.0,3.0,False,False,3999,False,False
ATXN2L,0.09216426786693871,0.2188210793861881,86,382.0,118.0,False,False,4000,False,False
BORCS5,0.09208458741004817,0.9394139233048333,2,266.0,2.0,False,False,4001,False,False
EPN1,0.09206733095692798,0.20166991804267478,4,526.0,2.0,False,False,4002,False,False
MAP3K1,0.09168601322273098,0.14885164592645417,2,592.0,1.0,False,False,4003,False,False
AP5S1,0.09149370614071088,-0.026313490434219045,2,494.0,1.0,False,False,4004,False,False
SOCS1,0.091415702641211,0.06304298952244519,1,197.0,2.0,False,True,4005,False,False
TMEM25,0.09140650592531552,-0.08825127532734262,2,1864.0,3.0,False,False,4006,False,False
ERI3,0.09137672045699613,-0.778648041373781,1,724.0,3.0,False,False,4007,False,False
SLC50A1,0.09107021726428245,-0.18780490342439735,3,1232.0,1.0,False,False,4008,False,False
H4C9,0.09083868169615139,-0.3696511749758592,4,2812.0,1.0,False,False,4009,False,False
SIRT5,0.0908147384502478,0.7170808283146914,1,679.0,3.0,False,False,4010,False,False
MICU1,0.09040830867193596,-0.14475698293473474,1,794.0,1.0,False,False,4011,False,False
LSM11,0.0901762992386111,0.3353602910908323,60,157.0,,False,True,4012,False,False
PSEN1,0.08997766831055945,-0.41423345690820657,1,766.0,1.0,False,False,4013,False,False
CNNM3,0.08980847675139979,0.37033757451898214,5,1885.0,12.0,False,False,4014,False,False
CAMLG,0.0897993981011075,-0.31558205524007565,76,36.0,31.0,False,False,4015,False,False
VHL,0.08975154981237941,-0.2961507180689543,334,767.0,240.0,False,False,4016,False,False
BRD3,0.08966776466844192,-0.07247903048171479,1,666.0,1.0,False,False,4017,False,False
ARHGEF9,0.08966086969428297,0.1667121702798688,1,448.0,2.0,False,False,4018,False,False
NELFE,0.08961251686102731,0.992039691885203,7,500.0,22.0,False,False,4019,False,False
PFKP,0.08929323971431113,-0.2894286685694245,9,672.0,2.0,False,False,4020,False,False
ATG2A,0.08883200973938767,-0.2812177373151248,5,428.0,1.0,False,False,4021,False,False
RAB1A,0.08864577236227818,0.22564600506416432,79,189.0,3.0,False,False,4022,False,False
FANCD2,0.08861533073039073,-0.22720154947557564,19,287.0,107.0,False,True,4023,False,False
PATZ1,0.08860832735062335,-0.10315696247515592,2,752.0,2.0,False,False,4024,False,False
TMEM243,0.08823275417825092,-0.6828108795192328,2,521.0,1.0,False,False,4025,False,False
POLK,0.08805453506427126,0.4384011886362719,1,2509.0,2.0,False,False,4026,False,False
PRMT9,0.08775176132351906,-0.18200272993015013,31,260.0,3.0,False,False,4027,False,False
SESN2,0.08767599683340468,0.0896966912480973,3,523.0,1.0,False,False,4028,False,False
PEDS1,0.08766802390474168,-0.15777413666211293,6,426.0,3.0,False,False,4029,False,False
CDR2,0.08754814502154054,-0.10906547825704388,1,780.0,1.0,False,False,4030,False,False
RASGRP2,0.0873663800446271,-0.4564353005552134,3,468.0,1.0,False,False,4031,False,False
RAB28,0.0871749872564405,0.10010675147791545,2,755.0,2.0,False,False,4032,False,False
BRD10,0.08677723610095002,0.7854166397245081,1,505.0,119.0,False,False,4033,False,False
TCIRG1,0.08664891298624491,0.2118095227713084,2,676.0,3.0,False,True,4034,False,False
CHTF18,0.0866086226842197,-0.3192076196657687,858,200.0,136.0,False,False,4035,False,False
NLGN2,0.08637262592818416,0.6731949650189443,60,230.0,48.0,False,False,4036,False,False
TSKU,0.08630534225992684,-0.21048773073253985,1,923.0,0.0,False,False,4037,False,False
ZMYND11,0.08629958619010983,0.015963475787230747,1,342.0,3.0,False,False,4038,False,False
KRI1,0.0862511191703765,0.1293291541504568,19,41.0,96.0,False,False,4039,False,False
MAGOHB,0.08621907701606997,-0.08193916838961149,1,326.0,5.0,False,False,4040,False,False
MAP3K13,0.08591543717867893,0.5003948860164101,4,766.0,32.0,False,False,4041,False,False
SEC11A,0.0856348104223432,0.3473093265148678,2,177.0,1.0,False,False,4042,False,False
UQCC6,0.08557282152150349,-0.07212552427165858,1,843.0,3.0,False,False,4043,False,False
NOP53,0.08518356213380494,0.5952682895107319,19,146.0,48.0,False,False,4044,False,False
PLSCR1,0.08495331283384722,0.5882328530852403,1,725.0,3.0,False,False,4045,False,False
FAM50B,0.08449790817985744,-0.6892405416503298,3,651.0,3.0,False,False,4046,False,False
ATP5MG,0.08449341289469502,0.6372314372036977,2,611.0,22.0,False,False,4047,False,False
ANKRD46,0.08438623468703092,-0.69066796751044,4,528.0,1.0,False,False,4048,False,False
CORO1A,0.08419391193040325,0.7739939769096467,7,1080.0,8.0,False,True,4049,False,False
RASA1,0.08412484677327386,0.41242237078550814,2,266.0,1.0,False,False,4050,False,False
OMA1,0.08403880620885207,0.7300293035284395,1,408.0,2.0,False,False,4051,False,False
ZNF700,0.08395295751664353,0.4124524447176431,2,145.0,4.0,False,False,4052,False,False
NMRK1,0.08349097129708444,0.35248700360891233,4,731.0,4.0,False,False,4053,False,False
FAM78A,0.083430040537969,-0.46300953494044034,2,1276.0,2.0,False,False,4054,False,False
CCDC97,0.0834042606905155,1.1040426929816083,1,958.0,1.0,False,False,4055,False,False
ZC3HC1,0.08329330149651845,0.32841491526249406,101,375.0,59.0,False,False,4056,False,False
PCBP2,0.08319909901661221,0.2628249758814512,102,205.0,523.0,False,False,4057,False,False
BORCS6,0.08311149015963386,-0.4524192968003196,6,181.0,2.0,False,False,4058,False,False
CYP20A1,0.08306571085973402,-0.07701506533455715,2,3912.0,2.0,False,False,4059,False,False
C2orf74,0.08285795799418136,0.42393893636751256,2,770.0,2.0,False,False,4060,False,False
MTDH,0.0827632983962155,0.05143339660582299,4,540.0,5.0,False,False,4061,False,True
ARGLU1,0.08259900075537413,0.5295993578339908,13,318.0,22.0,False,False,4062,False,False
RASGRF2,0.08249838736753624,-0.8757588482823715,3,367.0,5.0,False,False,4063,False,False
TNPO2,0.08233780329502471,-0.06533076175071478,2,2028.0,5.0,False,False,4064,False,False
KATNIP,0.08187086710337976,0.16278753207423702,52,176.0,73.0,False,False,4065,False,False
DPYSL2,0.08186838674932022,-0.10641262607549365,1,1211.0,1.0,False,False,4066,False,False
RNPEPL1,0.08184076895744433,0.044593846537844026,4,433.0,5.0,False,False,4067,False,False
FTH1,0.0817305747184369,0.25369527586722973,1,545.0,1.0,False,False,4068,False,False
ZDHHC24,0.08163032766134767,0.48909546446047486,2,567.0,1.0,False,False,4069,False,False
ANO10,0.08145788368712437,-0.6298024168024826,1,1412.0,1.0,False,False,4070,False,False
PRELID2,0.08109043934952834,0.43054120188299216,1,740.0,0.0,False,False,4071,False,False
STX8,0.08101147200548815,0.22585608320923528,2,625.0,4.0,False,False,4072,False,False
RUNDC1,0.080899086237774,-0.3818467454293787,1,629.0,2.0,False,False,4073,False,False
NIBAN1,0.08086591343246857,0.45066334152332577,1,870.0,1.0,False,False,4074,False,False
CEP57,0.08062903088689008,0.18520877890635104,1,140.0,386.0,False,False,4075,False,False
S100A11,0.08060946986922732,0.39570597462162554,15,457.0,19.0,False,False,4076,False,False
TBC1D10C,0.08032690687209851,-0.1156838877252247,15,1382.0,2.0,False,False,4077,False,False
WDR20,0.08029052603673995,0.07232019827128276,1,863.0,2.0,False,False,4078,False,False
PIGN,0.08012404414733973,0.16917796170695554,18,402.0,38.0,False,False,4079,False,False
MAP7D1,0.07985851233120606,-0.24957092823686367,3,727.0,1.0,False,False,4080,False,False
CD53,0.07982835411940427,-0.02613884898633276,1,480.0,2.0,False,False,4081,False,False
MTAP,0.07945627724293816,0.32925711382935396,6,1245.0,4.0,False,False,4082,False,False
HAVCR2,0.07925067225667765,-0.0488803978024595,1,1059.0,1.0,False,True,4083,False,False
RPUSD3,0.07918844103012082,0.1109087730798865,1238,568.0,13.0,False,False,4084,False,False
SANBR,0.07916042917472398,0.4892120490304008,3,771.0,2.0,False,False,4085,False,False
GORASP1,0.07908260657110314,0.5855626359542556,5,598.0,3.0,False,False,4086,False,False
PRKD3,0.07906391778350083,-0.09101481421815844,1,596.0,3.0,False,False,4087,False,False
HHLA2,0.07896155380622927,0.42797341565153135,2,841.0,0.0,False,False,4088,False,False
EEA1,0.07864287506205574,-0.10187007276711652,4,1101.0,1.0,False,False,4089,False,False
FRS2,0.0785213562643113,0.5851051236303334,2,870.0,2.0,False,False,4090,False,False
TCEANC2,0.07756930184956842,-0.6846067207436025,2,641.0,3.0,False,False,4091,False,False
HSP90B1,0.07756754218153111,0.8955863371079891,62,223.0,2.0,False,False,4092,False,False
NEK3,0.07737784101934689,-0.13796979402332635,62,359.0,1.0,False,False,4093,False,False
CNNM4,0.07720863950330427,0.41132474660560925,3,720.0,5.0,False,False,4094,False,False
SPATA24,0.07710798064623402,-0.2285644585270944,3,474.0,2.0,False,False,4095,False,False
HPSE,0.07695711542283026,-0.3618219112605571,3,719.0,2.0,False,False,4096,False,False
SAYSD1,0.07684750168346136,-0.157664538484307,1,1157.0,2.0,False,False,4097,False,False
EIF4E3,0.07676373602011295,0.2206117579700772,3,546.0,1.0,True,False,4098,False,False
ARPC1B,0.07666578985089566,0.19735046372258064,65,372.0,4.0,False,True,4099,False,False
OPA3,0.07657023305698216,-0.07972972003229249,2,481.0,1.0,False,False,4100,False,False
SH2D1A,0.07651386411237984,-0.3717580618448049,1,954.0,2.0,False,True,4101,False,False
SLC39A3,0.0764212156929784,-0.20297097239681527,2,390.0,2.0,False,False,4102,False,False
ZNF155,0.07631900226011895,0.10531619161037803,1,499.0,1.0,False,False,4103,False,False
POLM,0.0762739623698662,-0.4018740367672906,1,954.0,1.0,False,False,4104,False,False
LONRF1,0.07622941617929117,0.09264449122909145,2,422.0,1.0,False,False,4105,False,False
STAT2,0.07610209598987268,-0.04622108394964883,21,511.0,43.0,False,True,4106,False,False
FHIP2B,0.0757280256634461,0.05622808387716465,4,471.0,1.0,False,False,4107,False,False
AHI1,0.07540598318579189,-0.23808499686825663,1,719.0,1.0,False,False,4108,False,False
TM7SF3,0.07530612766517021,0.8468961796446461,1,895.0,7.0,False,False,4109,False,False
CNOT8,0.07502299688681184,0.8613890332427059,4,350.0,1.0,False,False,4110,False,False
REST,0.07495760257756437,0.2332739549972933,49,88.0,125.0,False,False,4111,False,False
CYP1B1,0.07470294486470996,0.2711773906939038,1,291.0,2.0,False,False,4112,False,False
GLIPR2,0.0746447340985696,-0.8308641114876014,161,1377.0,745.0,False,False,4113,False,False
CDKN2A,0.0743677048371643,-0.19355912525136335,1,573.0,14.0,False,False,4114,False,False
APEX2,0.07403361982442833,0.31538561181016067,5,799.0,12.0,False,False,4115,False,False
B4GALT2,0.07399790641500031,0.284487879785446,1,636.0,1.0,False,False,4116,False,False
PITPNB,0.07388521415553644,0.25876488175552415,22,122.0,4.0,False,False,4117,False,False
MLLT1,0.07358150482704837,0.024581123161118688,5,262.0,4.0,False,False,4118,False,False
CPTP,0.07341138919466852,0.964753182808233,35,100.0,1.0,False,False,4119,False,False
LRRC20,0.07298566273371718,-0.35143602994797823,4,1331.0,3.0,False,False,4120,False,False
MED30,0.07294147288539188,0.6274007929925255,5,346.0,1.0,False,False,4121,False,False
HSPA4,0.07252293295961622,0.314423546939762,1,798.0,1.0,False,False,4122,False,False
LCORL,0.07250199754833536,-0.6680385112924228,7,1020.0,6.0,False,False,4123,False,False
H3C8,0.07224093317074136,-0.14808311582597966,1,396.0,3.0,False,False,4124,False,False
SGSM3,0.07211475203486041,-0.10426374169235496,1,782.0,1.0,False,False,4125,False,False
N4BP3,0.07207252690874168,0.4537587557368292,16,905.0,2.0,False,False,4126,False,False
STRIP1,0.07203794642875007,0.23403783040435894,2,1018.0,3.0,False,False,4127,False,False
STYX,0.07190171995920587,-0.14256253013047793,3,344.0,25.0,False,False,4128,False,False
ARID2,0.0718859397936557,-0.23258646800846597,270,862.0,298.0,False,False,4129,False,False
AKT3,0.07187416770117178,0.16449728344250422,3,936.0,3.0,False,False,4130,False,False
KLF10,0.07186782976445708,-0.4807074366939954,9,494.0,32.0,False,False,4131,False,False
LITAF,0.07147644780026545,-0.8429285749185612,2,913.0,1.0,False,False,4132,False,False
TNKS2,0.07101087195137781,0.7380286804944591,1,389.0,1.0,False,False,4133,False,False
FBXL12,0.07092530895425575,0.3637340649275076,2,403.0,4.0,False,False,4134,False,False
SLC43A1,0.07089949314906249,0.7343609392743664,1,358.0,2.0,False,False,4135,False,True
HOMEZ,0.07086817371793211,-0.5018089933478034,2,667.0,2.0,False,False,4136,False,False
PAQR3,0.0707657554680091,-0.5322415798291088,1,867.0,1.0,False,False,4137,False,False
USP53,0.07068676753353512,0.37218899626428215,2,766.0,1.0,False,False,4138,False,False
TMCO4,0.07014298532724372,0.08907208248336068,2,1776.0,3.0,False,False,4139,False,False
SIRT7,0.07012572816009595,-0.24565915694920987,17,695.0,120.0,False,False,4140,False,False
ZFAND4,0.07010569689513736,-0.6602612068423197,2,1438.0,17.0,False,False,4141,False,False
NPM3,0.07009583939313682,0.37345073774024545,3,1260.0,2.0,False,False,4142,False,False
ACSF3,0.06975238394441861,0.13626980366023866,2,520.0,1.0,False,False,4143,False,False
FBXO38,0.06960517744663117,-0.23944049269020143,2,528.0,122.0,False,False,4144,False,False
MEF2A,0.06948174264736887,-0.28939345542958655,7,225.0,4.0,False,False,4145,False,False
LRFN4,0.06940043402005701,-0.26893942266203885,5,285.0,2.0,False,False,4146,False,False
VASH1,0.06861242586557176,0.544784163887808,4,922.0,2.0,False,False,4147,False,False
OSGIN2,0.06855502162163593,-0.4905663308007132,1,914.0,1.0,False,False,4148,False,False
DDIT3,0.06853546502189305,0.532548023667296,5,553.0,1.0,False,False,4149,False,False
TMEM164,0.0684579625552877,0.10911062191423906,2,457.0,0.0,False,False,4150,False,False
PDCD5,0.06845469130970526,-0.6757873231339583,902,385.0,30.0,False,False,4151,False,False
TAGAP,0.06836906093882507,-0.21743105525061218,2,383.0,2.0,False,False,4152,False,False
SLCO3A1,0.06828885407564662,0.07018720208261321,6,714.0,1.0,False,False,4153,False,False
LDB1,0.06793551975165266,0.010888911047622752,5,580.0,2.0,False,False,4154,False,False
CANT1,0.0676660689668083,-0.09146665038301743,1,1240.0,1.0,False,False,4155,False,False
DIPK2A,0.06760521721815921,0.5592471352961657,1,104.0,,False,False,4156,False,False
ARMC7,0.06758278943647436,-0.008788685093373105,71,49.0,0.0,False,False,4157,False,False
NDUFA8,0.06714783669243295,0.3587210570965833,1038,326.0,136.0,False,False,4158,False,False
EVA1B,0.067027365796607,-0.216578529611009,2,638.0,1.0,False,False,4159,False,False
SGK1,0.06699332619665177,0.2899895184370329,1,858.0,1.0,False,False,4160,False,False
ZNF619,0.06686147561877451,0.12715921076971975,8,282.0,3.0,False,False,4161,False,False
TRAF4,0.06658668531878588,0.12438161518846545,1,460.0,2.0,False,False,4162,False,False
CDK17,0.06651626146536051,-0.14675639427995077,3,617.0,1.0,True,False,4163,False,False
CXCR3,0.06631489801821827,0.09655480938707045,2,403.0,1.0,False,False,4164,False,False
CCDC88B,0.06628940088617814,-0.1361086580890711,3,215.0,5.0,False,False,4165,False,False
BTN3A1,0.06624348387560085,0.26430616884005587,2,278.0,4.0,False,False,4166,False,False
PLK3,0.06613897232110161,0.48896871221258537,1,1732.0,1.0,False,False,4167,False,False
TWSG1,0.06599096090263318,0.5550303460756392,8,222.0,4.0,False,False,4168,False,False
HSD17B10,0.06585997880079822,0.09561070646783781,340,359.0,125.0,False,False,4169,False,False
ATF7,0.06585352092213108,-0.2724262081029464,3,541.0,3.0,False,False,4170,False,False
UCHL3,0.06567805963263171,-0.3383013006043279,1,243.0,,False,False,4171,False,False
POC5,0.06544842165305192,0.8048742522490939,3,774.0,1.0,False,False,4172,False,False
CREM,0.0652750139790573,0.44763862187151676,1,362.0,2.0,False,False,4173,False,False
FUCA2,0.06514676108504736,-0.3468231479996421,1,542.0,1.0,False,False,4174,False,False
CCNDBP1,0.06499840464702591,0.16554192102601875,1,673.0,1.0,False,False,4175,False,True
RAD18,0.06491675501819967,0.118023237396154,3,293.0,2.0,False,False,4176,False,False
UAP1,0.06487839879274546,0.7831228913636821,3,312.0,1.0,False,False,4177,False,False
MFSD13A,0.0647306926527246,0.6370386471408724,3,1436.0,3.0,False,False,4178,False,False
TOM1,0.06463028426366589,0.3535362477071935,1,1016.0,1.0,False,False,4179,False,False
TRUB1,0.06458559977292724,-0.09658082195695815,1,568.0,109.0,False,False,4180,False,False
TIMM8A,0.06434383465657731,0.7419967483480832,5,521.0,15.0,False,False,4181,False,False
ZNF691,0.06432529377112334,0.2315651640862086,1,732.0,5.0,False,False,4182,False,False
SELENOI,0.06409465009086539,0.796789760173824,15,355.0,3.0,False,False,4183,False,False
APH1A,0.06407383355361809,0.14102759285088715,11,395.0,7.0,False,False,4184,False,False
TIMM10B,0.06406356063104524,0.17204749054539384,3,801.0,3.0,False,False,4185,False,False
TMEM165,0.06397379840373832,0.74775262879903,7,685.0,5.0,False,False,4186,False,False
BNIP3L,0.06387465392051606,0.24997819636543253,2,911.0,2.0,False,False,4187,False,False
ALAD,0.06383149055145854,0.2591491341113832,41,104.0,0.0,False,False,4188,False,False
FAM91A1,0.06383147598142457,-0.25483285733923555,1,581.0,12.0,False,False,4189,False,False
BRWD3,0.0638152113747749,0.2101141183900651,4,470.0,1.0,False,False,4190,False,False
GLRX5,0.06375338923210308,-0.24212119905577506,1,712.0,2.0,False,False,4191,False,False
STRN,0.06334532454503336,0.314770076100711,6,900.0,13.0,False,False,4192,False,False
ADGRA3,0.06324065759840916,-0.12476355749005769,1,587.0,0.0,False,False,4193,False,False
ZFAND2B,0.06303099881156898,-0.4643088367690711,7,183.0,2.0,False,False,4194,False,False
