gene_name,naive_suppression,abs_score,is_suppressor,z_l2,z_l2_raw,in_top,in_induction_top,stim_downstream,stim_de_genes,rest_downstream,rest_de_genes,has_rest_row,rest_qc_pass,homeostasis_cost,tolerance_suppression,is_iei,n_cells_target
CC2D1A,-0.17759170822132425,0.17759170822132425,False,99.55719262484436,99.87911092249156,False,False,1.0,2.0,1.0,2.0,True,True,-0.0,0.2338361009975633,0.0,160.0
CC2D1B,0.3702784363683838,0.3702784363683838,True,92.5705334113466,93.13070369295257,False,False,0.0,1.0,1.0,2.0,True,True,0.6931471805599453,0.30759192038396577,0.0,1272.0
CCAR2,0.10420887013281017,0.10420887013281017,True,100.37231840760543,101.29233978689912,False,False,4.0,5.0,11.0,12.0,True,True,0.8754687373539001,0.16956342728114793,0.0,1250.0
CCDC102A,0.31583321570972517,0.31583321570972517,True,91.88736443353332,92.70554678722166,False,False,3.0,4.0,2.0,3.0,True,True,-0.2876820724517808,-0.2271405135191769,0.0,1045.0
CCDC106,-0.752899077961067,0.752899077961067,False,99.34783614087858,100.13488134640568,False,True,4.0,5.0,0.0,1.0,True,True,-1.6094379124341003,-0.5408843964685859,0.0,894.0
CCDC117,-0.03389362469733087,0.03389362469733087,False,93.10236593362038,94.59020006172528,False,False,0.0,1.0,0.0,1.0,True,True,-0.0,-0.6308429531469916,0.0,697.0
CCDC124,0.12251421510453493,0.12251421510453493,True,99.67587368099947,104.53404977603236,False,False,1.0,2.0,5.0,6.0,True,True,1.0986122886681096,-0.16275824012669537,0.0,1236.0
CCDC125,0.15720765368440984,0.15720765368440984,True,104.05750402202908,104.97388549431253,False,False,1.0,2.0,16.0,17.0,True,True,2.1400661634962708,0.3654767904039171,0.0,901.0
CCDC126,0.6591756277924873,0.6591756277924873,True,97.3370775727032,97.7195170184203,False,False,1.0,2.0,0.0,1.0,True,True,-0.6931471805599453,0.34747405995812136,0.0,623.0
CCDC127,0.4050017080931225,0.4050017080931225,True,107.01532020084224,107.61686892516924,False,False,4.0,5.0,6.0,7.0,True,True,0.33647223662121295,0.04543171060199881,0.0,565.0
CCDC134,-0.8723075613709844,0.8723075613709844,False,124.29058137767964,125.5204319854579,False,True,111.0,112.0,8.0,9.0,True,True,-2.5212742939588746,0.19251805455382787,0.0,632.0
CCDC136,-0.4210483321165603,0.4210483321165603,False,130.76694899326998,131.0260570192264,False,False,262.0,263.0,17.0,17.0,True,False,-2.6817822742816,-0.20898239009310396,0.0,506.0
CCDC138,-0.32773200091294963,0.32773200091294963,False,100.00783794639328,101.12863620152324,False,False,15.0,16.0,177.0,178.0,True,True,2.409194828052304,-0.5096410428329103,0.0,889.0
CCDC14,0.0057348111910479485,0.0057348111910479485,True,94.9400662232832,96.12581730492934,False,False,0.0,1.0,0.0,1.0,True,True,-0.0,-0.03372932740358601,0.0,625.0
CCDC15,0.533152707031611,0.533152707031611,True,93.9896796219287,94.67552619094548,False,False,0.0,1.0,0.0,1.0,True,True,-0.0,0.3423281491574412,0.0,1231.0
CCDC150,0.47109100152171657,0.47109100152171657,True,94.22710892805566,94.6282819646895,False,False,0.0,1.0,2.0,3.0,True,True,1.0986122886681098,0.10972123749113563,0.0,642.0
CCDC152,-0.19695306243950933,0.19695306243950933,False,99.23085878886911,99.62568979271327,False,False,0.0,1.0,0.0,1.0,True,True,-0.0,-0.4887253652192598,0.0,1206.0
CCDC167,0.564485041719137,0.564485041719137,True,106.46107113283006,109.2027685028432,False,False,3.0,4.0,0.0,1.0,True,True,-1.3862943611198906,1.2743744150934018,0.0,360.0
CCDC171,0.16156014577572364,0.16156014577572364,True,95.14109634953483,95.4452161800437,False,False,1.0,2.0,1.0,1.0,True,False,-0.0,0.29196798518722705,0.0,682.0
CCDC186,0.4687971782933762,0.4687971782933762,True,97.24034359522398,98.48036456103992,False,False,0.0,1.0,0.0,1.0,True,True,-0.0,-0.16659387321863958,0.0,765.0
CCDC22,-0.4087688684511419,0.4087688684511419,False,145.26758055912444,145.95594676980292,False,False,618.0,619.0,115.0,116.0,True,True,-1.6745150815782317,-0.10864921998058602,0.0,454.0
CCDC28A,0.8084550994337557,0.8084550994337557,True,100.60182595738458,101.13599836311649,False,False,0.0,1.0,0.0,0.0,True,False,-0.0,0.6390884299193845,0.0,103.0
CCDC28B,0.025854192223989672,0.025854192223989672,True,111.98670587599376,112.3989727759426,False,False,15.0,16.0,417.0,418.0,True,False,3.262892710284975,1.1183891655703286,0.0,169.0
CCDC32,-0.28607599385907306,0.28607599385907306,False,108.35954397238424,110.71744491404588,False,False,0.0,1.0,2.0,3.0,True,True,1.0986122886681098,-0.4608090914768638,0.0,1027.0
CCDC34,0.11568706039464917,0.11568706039464917,True,94.23432589548884,96.27407883445524,False,False,0.0,1.0,0.0,1.0,True,True,-0.0,-0.005314968341918001,0.0,1252.0
CCDC43,-0.462464288833601,0.462464288833601,False,109.03133172327504,110.10872561422272,False,False,1.0,2.0,0.0,1.0,True,True,-0.6931471805599453,0.6844767536357289,0.0,507.0
CCDC47,-0.1556802358305626,0.1556802358305626,False,100.16100027014716,107.01140108285507,False,False,0.0,1.0,1.0,2.0,True,False,0.6931471805599453,-0.052766019521926916,0.0,1020.0
CCDC50,0.3985060218645366,0.3985060218645366,True,101.73012424125338,102.16574054130888,False,False,2.0,3.0,0.0,0.0,True,False,-1.0986122886681098,1.0847131669302368,0.0,251.0
CCDC59,-0.046030878676736754,0.046030878676736754,False,106.99092319791852,107.74037769890418,False,False,18.0,19.0,5.0,6.0,True,True,-1.1526795099383853,0.10062119024722085,0.0,87.0
CCDC6,-0.9365869226547725,0.9365869226547725,False,123.46415663199922,124.47951552423888,False,True,144.0,145.0,101.0,102.0,True,True,-0.3517609291363035,-2.0722434655038517,0.0,123.0
CCDC61,0.24227290743577953,0.24227290743577953,True,91.98060503863807,93.54245362921996,False,False,1.0,2.0,0.0,1.0,True,True,-0.6931471805599453,0.7272937723073296,0.0,2279.0
CCDC66,-0.05886710120759173,0.05886710120759173,False,106.42050684226146,107.10256455025888,False,False,0.0,1.0,0.0,1.0,True,True,-0.0,0.5023749210584177,0.0,690.0
CCDC7,0.45266833236217663,0.45266833236217663,True,103.61186768596534,104.33271997510296,False,False,2.0,3.0,2.0,3.0,True,True,-0.0,-0.24355330384138052,0.0,393.0
CCDC71,0.4699237338521256,0.4699237338521256,True,102.75185681111265,103.29778125604837,False,False,0.0,1.0,0.0,1.0,True,True,-0.0,0.19781790949701128,0.0,477.0
CCDC71L,0.2751131181413172,0.2751131181413172,True,97.2276417403377,97.779209575992,False,False,0.0,1.0,0.0,1.0,True,True,-0.0,-0.2136622593195362,0.0,781.0
CCDC77,0.1507172468528536,0.1507172468528536,True,100.37699347505568,100.6863155026695,False,False,2.0,3.0,0.0,0.0,True,False,-1.0986122886681098,0.6713425110956899,0.0,230.0
CCDC85B,0.006873801943394216,0.006873801943394216,True,104.11314114388652,105.67633280968602,False,False,2.0,3.0,1.0,2.0,True,True,-0.4054651081081645,-0.09468298817543694,0.0,489.0
CCDC85C,-0.2894208443179435,0.2894208443179435,False,93.13041755461836,93.43908903927192,False,False,0.0,1.0,1.0,2.0,True,True,0.6931471805599453,-0.6363388630539103,0.0,561.0
CCDC88B,0.06628940088617814,0.06628940088617814,True,98.56209002220604,99.32488812178936,False,False,2.0,3.0,4.0,5.0,True,True,0.5108256237659905,-0.1361086580890711,0.0,215.0
CCDC88C,-0.019143965824367865,0.019143965824367865,False,99.6548568752658,100.38688309113036,False,False,5.0,6.0,0.0,1.0,True,True,-1.791759469228055,-0.04041990675161268,0.0,364.0
CCDC9,-0.20278465627779213,0.20278465627779213,False,117.11938394895132,118.11938995801871,False,False,39.0,40.0,9.0,10.0,True,True,-1.3862943611198904,-1.6364541588799029,0.0,245.0
CCDC90B,0.11807717623365446,0.11807717623365446,True,121.70508413161048,123.16218200663896,False,False,105.0,106.0,0.0,1.0,True,True,-4.663439094112067,-0.336947749585624,0.0,738.0
CCDC91,-0.00497023367161676,0.00497023367161676,False,99.86146531332498,100.83381252599872,False,False,7.0,8.0,3.0,4.0,True,True,-0.6931471805599452,-0.07610333646105522,0.0,813.0
CCDC93,0.03483429062350746,0.03483429062350746,True,136.045441937273,136.61383045423275,False,False,402.0,403.0,101.0,102.0,True,True,-1.3739637486624119,1.0712062089822354,0.0,245.0
CCDC97,0.0834042606905155,0.0834042606905155,True,100.08318300283592,102.1912352022035,False,False,0.0,1.0,0.0,1.0,True,True,-0.0,1.1040426929816083,0.0,958.0
CCL28,-0.04868253099443059,0.04868253099443059,False,99.4844873644222,100.00960249668286,False,False,3.0,4.0,1.0,2.0,True,True,-0.6931471805599453,0.08342073862983804,0.0,434.0
CCL3,0.3747861430417115,0.3747861430417115,True,95.11365975798202,95.66900694691536,False,False,1.0,2.0,1.0,1.0,True,False,-0.0,-0.531342984533664,0.0,886.0
CCL4,0.971549247306465,0.971549247306465,True,100.5102622226645,101.04194726452364,False,False,0.0,1.0,0.0,0.0,True,False,-0.0,0.6159491209845825,0.0,803.0
CCL5,0.6573106597313824,0.6573106597313824,True,101.66508224717786,102.31872162921545,False,False,2.0,3.0,97.0,98.0,True,True,3.4863551900024623,-0.14536569297576904,0.0,172.0
CCM2,0.2861786604855125,0.2861786604855125,True,94.74288617477583,95.40862639532274,False,False,0.0,1.0,0.0,1.0,True,True,-0.0,0.286060566090078,0.0,688.0
CCNA1,0.779912135019255,0.779912135019255,True,100.40571309796252,100.94002678607612,False,False,1.0,2.0,0.0,0.0,True,False,-0.6931471805599453,0.8028635320431936,0.0,408.0
CCNA2,0.025281557915748966,0.025281557915748966,True,139.73401597244603,140.5933035714098,False,False,383.0,384.0,466.0,467.0,True,True,0.1956867050811706,0.10341999663524826,0.0,1452.0
CCNB1,0.8552741736716898,0.8552741736716898,True,96.48887735522324,97.9761302092886,False,False,0.0,1.0,3.0,4.0,True,True,1.3862943611198906,0.6338556586886837,0.0,810.0
CCNB1IP1,0.8075375804033837,0.8075375804033837,True,103.46699888148164,104.78983813606476,False,False,5.0,6.0,0.0,1.0,True,True,-1.791759469228055,0.2635365125671626,0.0,283.0
CCNB2,-0.0687755531021978,0.0687755531021978,False,96.75873907644244,99.09235065650972,False,False,5.0,6.0,3.0,4.0,True,True,-0.4054651081081644,0.4072599209126301,0.0,450.0
CCNC,1.3940576127365376,1.3940576127365376,True,266.26057192235487,270.2893550043732,True,False,4090.0,4091.0,2730.0,2731.0,True,True,-0.4041215964556928,1.5055823694749313,0.0,3051.0
CCND2,0.3548616635621215,0.3548616635621215,True,108.72308279901787,111.5870703374338,False,False,2.0,3.0,1286.0,1287.0,True,True,6.061456918928017,0.3423301487333252,0.0,629.0
CCND3,-0.15934749927736194,0.15934749927736194,False,129.40144804017453,130.9383256422808,False,False,199.0,200.0,0.0,1.0,True,True,-5.298317366548036,-0.011652929731059814,0.0,1404.0
CCNDBP1,0.06499840464702591,0.06499840464702591,True,91.60012406736456,95.33480182243316,False,False,0.0,1.0,0.0,1.0,True,True,-0.0,0.16554192102601875,0.0,673.0
CCNE1,0.9252230546697453,0.9252230546697453,True,112.13999521535568,112.77273519355388,False,False,16.0,17.0,0.0,1.0,True,True,-2.833213344056216,0.24650580961528915,0.0,206.0
CCNE2,0.29499094040342055,0.29499094040342055,True,105.84695744957742,106.29305761202733,False,False,2.0,3.0,1.0,1.0,True,False,-0.4054651081081645,1.0133524432766663,0.0,207.0
CCNF,0.5322936170141513,0.5322936170141513,True,128.75387052215845,130.1585121872681,False,False,196.0,197.0,614.0,615.0,True,True,1.138418539068529,0.4310624504575067,0.0,505.0
CCNG1,0.7764635524681784,0.7764635524681784,True,100.60359571684825,104.08584372345528,False,False,1.0,2.0,0.0,1.0,True,True,-0.6931471805599453,0.8734329326309634,0.0,399.0
CCNG2,-0.6591776628933325,0.6591776628933325,False,106.5708394016622,107.85429774658664,False,False,23.0,24.0,12.0,13.0,True,True,-0.613104472886409,-0.769004385021485,0.0,248.0
CCNI,0.6245109396096982,0.6245109396096982,True,103.04701326388188,107.7757426752216,False,False,1.0,2.0,4.0,5.0,True,True,0.916290731874155,0.51614295821054,0.0,284.0
CCNI2,0.10300398432506591,0.10300398432506591,True,109.44221693003496,109.7288237902604,False,False,5.0,6.0,1.0,2.0,True,True,-1.0986122886681096,-0.267173614576649,0.0,970.0
CCNJ,0.025454490504367006,0.025454490504367006,True,97.42563473521894,97.93001576697958,False,False,1.0,2.0,1.0,2.0,True,True,-0.0,-0.6973986790404105,0.0,683.0
CCNK,0.4560968584289143,0.4560968584289143,True,135.4035717653722,136.08232308395586,False,False,367.0,368.0,147.0,148.0,True,True,-0.9108706644048166,0.5174380270385339,0.0,188.0
CCNL1,0.7668651917090739,0.7668651917090739,True,105.17071953867264,106.81230479304207,False,False,3.0,4.0,2.0,3.0,True,True,-0.2876820724517808,0.5323458180666989,0.0,742.0
CCNQ,0.9931043369741326,0.9931043369741326,True,137.03443721743812,137.6769852555274,False,False,411.0,412.0,465.0,466.0,True,True,0.1231622847761189,1.1756593838544322,0.0,213.0
CCNT1,1.5999614462184824,1.5999614462184824,True,127.46609354694918,128.68230207399952,True,False,221.0,222.0,2.0,3.0,True,True,-4.304065093204169,0.8028690217352864,0.0,136.0
CCNT2,0.8146158238902285,0.8146158238902285,True,94.56499631406464,95.48503598674604,False,False,3.0,4.0,3.0,4.0,True,True,-0.0,1.1624533023049834,0.0,410.0
CCNY,-0.07404926596096274,0.07404926596096274,False,103.63088037580846,105.1359756976393,False,False,2.0,3.0,0.0,1.0,True,True,-1.0986122886681098,0.3536168492290317,0.0,309.0
CCNYL1,0.5444694573963909,0.5444694573963909,True,98.38908846343014,98.98331009717134,False,False,0.0,1.0,0.0,1.0,True,True,-0.0,0.6360193259988798,0.0,629.0
CCPG1,0.3323814291811493,0.3323814291811493,True,90.18948943278248,91.35209173710048,False,False,0.0,1.0,1.0,2.0,True,True,0.6931471805599453,0.11214802011860726,0.0,851.0
CCR1,0.16126078499805105,0.16126078499805105,True,100.0606906026694,100.3826603287028,False,False,1.0,2.0,0.0,0.0,True,False,-0.6931471805599453,0.3296890498968171,0.0,453.0
CCR2,-0.3105451579358018,0.3105451579358018,False,107.52349416065732,108.13743999347987,False,False,4.0,5.0,15.0,16.0,True,True,1.1631508098056809,0.16918958240446882,1.0,697.0
CCR4,-0.2873377221045793,0.2873377221045793,False,103.04229917781912,103.45409731645556,False,False,4.0,5.0,507.0,508.0,True,True,4.6210435351443815,0.10120142057882625,0.0,398.0
CCR5,-0.18719542547625406,0.18719542547625406,False,108.69217482655807,108.97389669217029,False,False,1.0,2.0,0.0,1.0,True,True,-0.6931471805599453,-0.0710390147821198,0.0,912.0
CCR7,-0.1279781738948547,0.1279781738948547,False,91.59246945748232,92.50687887068447,False,False,2.0,3.0,2.0,3.0,True,True,-0.0,-0.12648553228713139,0.0,885.0
CCR8,0.3645290640830527,0.3645290640830527,True,96.5970702958634,96.93516192319498,False,False,2.0,3.0,1.0,1.0,True,False,-0.4054651081081645,0.17558676460831787,0.0,290.0
CCS,0.0018571069274852386,0.0018571069274852386,True,123.48836522039566,124.04097298849256,False,False,84.0,85.0,288.0,289.0,True,True,1.2237754316221157,-0.06973221860896557,0.0,140.0
CCSAP,0.2930363726133826,0.2930363726133826,True,101.09503887459095,101.5656221715215,False,False,1.0,2.0,1.0,2.0,True,True,-0.0,0.6977906668917649,0.0,224.0
CCSER2,-0.10126144103113802,0.10126144103113802,False,94.67088387587012,100.12741934727384,False,False,1.0,2.0,0.0,1.0,True,True,-0.6931471805599453,0.16049924405295732,0.0,1346.0
CD101,0.13498062253401727,0.13498062253401727,True,108.26548001845626,108.523636710443,False,False,0.0,1.0,0.0,0.0,True,False,-0.0,0.7757698527556582,0.0,1046.0
CD109,0.20842730073206672,0.20842730073206672,True,105.12757232735724,106.11289485832548,False,False,1.0,2.0,4.0,5.0,True,True,0.916290731874155,0.11870484555059241,0.0,336.0
CD151,0.3058259287550711,0.3058259287550711,True,98.31884318584792,99.20535730826056,False,False,1.0,2.0,3.0,4.0,True,True,0.6931471805599453,-0.8009796991183811,0.0,469.0
CD164,0.2605642249513597,0.2605642249513597,True,97.9747989350335,100.06006045459696,False,False,0.0,1.0,1.0,2.0,True,True,0.6931471805599453,-0.14118597921763484,0.0,641.0
CD2,1.6908950547060226,1.6908950547060226,True,153.65226517709743,159.64674498826676,True,False,988.0,989.0,3.0,4.0,True,True,-5.510399970502822,0.537310302247474,0.0,478.0
CD200,0.23367954250274514,0.23367954250274514,True,91.42435239912868,92.106715649282,False,False,3.0,4.0,2.0,2.0,True,False,-0.2876820724517808,0.21810903569937176,0.0,927.0
CD200R1,0.11554131534668118,0.11554131534668118,True,109.2729018474804,109.71513362750072,False,False,4.0,5.0,0.0,1.0,True,True,-1.6094379124341003,0.5606832051882804,0.0,688.0
CD226,0.4846936878934525,0.4846936878934525,True,102.9050556876048,103.542177929795,False,False,0.0,1.0,0.0,1.0,True,True,-0.0,0.2249193240547283,0.0,1261.0
